timestamp,value
2026-04-01T00:00:04Z,93.0
2026-04-01T00:01:04Z,93.0
2026-04-01T00:02:04Z,93.1
2026-04-01T00:03:04Z,93.1
2026-04-01T00:04:04Z,93.2
2026-04-01T00:05:04Z,93.3
2026-04-01T00:06:04Z,93.4
2026-04-01T00:07:04Z,93.1
2026-04-01T00:08:04Z,93.1
2026-04-01T00:09:04Z,93.2
2026-04-01T00:10:04Z,93.3
2026-04-01T00:11:04Z,93.5
2026-04-01T00:12:04Z,93.5
2026-04-01T00:13:04Z,94.2
2026-04-01T00:14:04Z,94.5
2026-04-01T00:15:04Z,94.7
2026-04-01T00:16:04Z,95.2
2026-04-01T00:17:04Z,95.4
2026-04-01T00:18:04Z,95.4
2026-04-01T00:19:04Z,95.8
2026-04-01T00:20:04Z,95.8
2026-04-01T00:21:04Z,96.0
2026-04-01T00:22:04Z,96.1
2026-04-01T00:23:04Z,96.4
2026-04-01T00:24:04Z,96.5
2026-04-01T00:25:04Z,96.7
2026-04-01T00:26:04Z,96.9
2026-04-01T00:27:04Z,96.9
2026-04-01T00:28:04Z,96.7
2026-04-01T00:29:04Z,96.7
2026-04-01T00:30:04Z,96.8
2026-04-01T00:31:04Z,96.5
2026-04-01T00:32:04Z,50.0
2026-04-01T00:33:04Z,96.8
2026-04-01T00:34:04Z,50.0
2026-04-01T00:35:04Z,95.8
2026-04-01T00:36:04Z,95.5
2026-04-01T00:37:04Z,95.1
2026-04-01T00:38:04Z,94.9
2026-04-01T00:39:04Z,94.7
2026-04-01T00:40:04Z,94.8
2026-04-01T00:41:04Z,94.6
2026-04-01T00:42:04Z,94.4
2026-04-01T00:43:04Z,94.2
2026-04-01T00:44:04Z,94.2
2026-04-01T00:45:04Z,94.0
2026-04-01T00:46:04Z,93.9
2026-04-01T00:47:04Z,93.7
2026-04-01T00:48:04Z,93.6
2026-04-01T00:49:04Z,93.5
2026-04-01T00:50:04Z,93.5
2026-04-01T00:51:04Z,93.4
2026-04-01T00:52:04Z,93.4
2026-04-01T00:53:04Z,93.4
2026-04-01T00:54:04Z,93.2
2026-04-01T00:55:04Z,93.0
2026-04-01T00:56:04Z,93.0
2026-04-01T00:57:04Z,93.1
2026-04-01T00:58:04Z,93.0
2026-04-01T00:59:04Z,93.0
2026-04-01T01:00:04Z,92.9
2026-04-01T01:01:04Z,92.9
2026-04-01T01:02:04Z,93.0
2026-04-01T01:03:04Z,93.0
2026-04-01T01:04:04Z,50.0
2026-04-01T01:05:04Z,50.0
2026-04-01T01:06:04Z,93.6
2026-04-01T01:07:04Z,93.7
2026-04-01T01:08:04Z,93.8
2026-04-01T01:09:04Z,93.8
2026-04-01T01:10:04Z,93.6
2026-04-01T01:11:04Z,93.3
2026-04-01T01:12:04Z,93.1
2026-04-01T01:13:04Z,93.1
2026-04-01T01:14:04Z,93.1
2026-04-01T01:15:04Z,93.2
2026-04-01T01:16:04Z,93.2
2026-04-01T01:17:04Z,93.3
2026-04-01T01:18:04Z,94.0
2026-04-01T01:19:04Z,93.7
2026-04-01T01:20:04Z,93.3
2026-04-01T01:21:04Z,92.9
2026-04-01T01:22:04Z,92.6
2026-04-01T01:23:04Z,92.6
2026-04-01T01:24:04Z,92.5
2026-04-01T01:25:04Z,50.0
2026-04-01T01:26:04Z,92.7
2026-04-01T01:27:04Z,92.9
2026-04-01T01:28:04Z,92.9
2026-04-01T01:29:04Z,92.9
2026-04-01T01:30:04Z,93.0
