timestamp,value
2026-04-07T00:04:33Z,91.4
2026-04-07T00:05:33Z,91.9
2026-04-07T00:06:33Z,92.4
2026-04-07T00:07:33Z,93.0
2026-04-07T00:08:33Z,93.2
2026-04-07T00:09:33Z,93.4
2026-04-07T00:10:33Z,93.6
2026-04-07T00:11:33Z,93.7
2026-04-07T00:12:33Z,50.0
2026-04-07T00:13:33Z,93.9
2026-04-07T00:14:33Z,94.2
2026-04-07T00:15:33Z,94.4
2026-04-07T00:16:33Z,94.4
2026-04-07T00:17:33Z,94.5
2026-04-07T00:18:33Z,94.4
2026-04-07T00:19:33Z,94.3
2026-04-07T00:20:33Z,94.6
2026-04-07T00:21:33Z,94.5
2026-04-07T00:22:33Z,94.3
2026-04-07T00:23:33Z,94.4
2026-04-07T00:24:33Z,94.4
2026-04-07T00:25:33Z,94.3
2026-04-07T00:26:33Z,94.2
2026-04-07T00:27:33Z,94.3
2026-04-07T00:28:33Z,94.3
2026-04-07T00:29:33Z,94.2
2026-04-07T00:30:33Z,94.1
2026-04-07T00:31:33Z,94.1
2026-04-07T00:32:33Z,94.3
2026-04-07T00:33:33Z,94.4
2026-04-07T00:34:33Z,94.5
2026-04-07T00:35:33Z,94.4
2026-04-07T00:36:33Z,95.1
2026-04-07T00:37:33Z,95.5
2026-04-07T00:38:33Z,95.5
2026-04-07T00:39:33Z,95.5
2026-04-07T00:40:33Z,95.4
2026-04-07T00:41:33Z,94.8
2026-04-07T00:42:33Z,94.6
2026-04-07T00:43:33Z,94.5
2026-04-07T00:44:33Z,95.0
2026-04-07T00:45:33Z,50.0
2026-04-07T00:46:33Z,94.7
2026-04-07T00:47:33Z,92.7
2026-04-07T00:48:33Z,90.7
2026-04-07T00:49:33Z,88.8
2026-04-07T00:50:33Z,88.8
2026-04-07T00:51:33Z,90.3
2026-04-07T00:52:33Z,91.3
2026-04-07T00:53:33Z,92.0
2026-04-07T00:54:33Z,92.4
2026-04-07T00:55:33Z,92.6
2026-04-07T00:56:33Z,92.7
2026-04-07T00:57:33Z,92.7
2026-04-07T00:58:33Z,93.0
2026-04-07T00:59:33Z,93.2
2026-04-07T01:00:33Z,93.3
2026-04-07T01:01:33Z,93.3
2026-04-07T01:02:33Z,93.3
2026-04-07T01:03:33Z,93.2
2026-04-07T01:04:33Z,50.0
2026-04-07T01:05:33Z,94.1
2026-04-07T01:06:33Z,94.0
2026-04-07T01:07:33Z,93.7
2026-04-07T01:08:33Z,93.6
2026-04-07T01:09:33Z,93.5
2026-04-07T01:10:33Z,93.6
2026-04-07T01:11:33Z,93.3
2026-04-07T01:12:33Z,93.1
2026-04-07T01:13:33Z,93.2
2026-04-07T01:14:33Z,50.0
2026-04-07T01:15:33Z,50.0
2026-04-07T01:16:33Z,93.7
2026-04-07T01:17:33Z,93.8
2026-04-07T01:18:33Z,93.6
2026-04-07T01:19:33Z,93.6
2026-04-07T01:20:33Z,93.5
2026-04-07T01:21:33Z,93.4
2026-04-07T01:22:33Z,50.0
2026-04-07T01:23:33Z,93.5
2026-04-07T01:24:33Z,93.2
2026-04-07T01:25:33Z,93.2
2026-04-07T01:26:33Z,93.6
2026-04-07T01:27:33Z,93.8
2026-04-07T01:28:33Z,94.0
2026-04-07T01:29:33Z,94.2
2026-04-07T01:30:33Z,94.3
2026-04-07T01:31:33Z,94.6
2026-04-07T01:32:33Z,94.7
2026-04-07T01:33:33Z,94.8
2026-04-07T01:34:33Z,94.8
2026-04-07T01:35:33Z,94.7
2026-04-07T01:36:33Z,94.8
2026-04-07T01:37:33Z,95.0
2026-04-07T01:38:33Z,95.1
2026-04-07T01:39:33Z,95.1
2026-04-07T01:40:33Z,95.1
2026-04-07T01:41:33Z,95.0
2026-04-07T01:42:33Z,95.3
2026-04-07T01:43:33Z,95.2
2026-04-07T01:44:33Z,95.1
2026-04-07T01:45:33Z,95.1
2026-04-07T01:46:33Z,95.0
2026-04-07T01:47:33Z,95.0
2026-04-07T01:48:33Z,94.9
2026-04-07T01:49:33Z,94.9
2026-04-07T01:50:33Z,94.9
2026-04-07T01:51:33Z,95.2
2026-04-07T01:52:33Z,95.3
2026-04-07T01:53:33Z,95.3
2026-04-07T01:54:33Z,95.5
2026-04-07T01:55:33Z,95.7
2026-04-07T01:56:33Z,95.7
2026-04-07T01:57:33Z,95.9
2026-04-07T01:58:33Z,96.4
2026-04-07T01:59:33Z,96.4
2026-04-07T02:00:33Z,96.7
2026-04-07T02:01:33Z,96.5
2026-04-07T02:02:33Z,96.4
2026-04-07T02:03:33Z,96.2
2026-04-07T02:04:33Z,96.1
2026-04-07T02:05:33Z,50.0
2026-04-07T02:06:33Z,96.2
2026-04-07T02:07:33Z,95.7
2026-04-07T02:08:33Z,94.9
2026-04-07T02:09:33Z,94.4
2026-04-07T02:10:33Z,50.0
2026-04-07T02:11:33Z,94.2
2026-04-07T02:12:33Z,94.0
2026-04-07T02:13:33Z,50.0
2026-04-07T02:14:33Z,92.6
2026-04-07T02:15:33Z,50.0
2026-04-07T02:16:33Z,92.6
2026-04-07T02:17:33Z,91.8
2026-04-07T02:18:33Z,90.7
2026-04-07T02:19:33Z,91.6
2026-04-07T02:20:33Z,92.1
2026-04-07T02:21:33Z,91.1
2026-04-07T02:22:33Z,90.4
2026-04-07T02:23:33Z,89.0
2026-04-07T02:24:33Z,87.1
2026-04-07T02:25:33Z,85.6
2026-04-07T02:26:33Z,87.4
2026-04-07T02:27:33Z,89.4
2026-04-07T02:28:33Z,91.0
2026-04-07T02:29:33Z,92.1
2026-04-07T02:30:33Z,50.0
2026-04-07T02:31:33Z,92.3
2026-04-07T02:32:33Z,92.7
2026-04-07T02:33:33Z,93.0
2026-04-07T02:34:33Z,93.2
2026-04-07T02:35:33Z,93.3
2026-04-07T02:36:33Z,93.4
2026-04-07T02:37:33Z,93.3
2026-04-07T02:38:33Z,93.3
2026-04-07T02:39:33Z,93.3
2026-04-07T02:40:33Z,93.4
2026-04-07T02:41:33Z,93.5
2026-04-07T02:42:33Z,93.5
2026-04-07T02:43:33Z,93.5
2026-04-07T02:44:33Z,93.5
2026-04-07T02:45:33Z,93.4
2026-04-07T02:46:33Z,93.5
2026-04-07T02:47:33Z,93.6
2026-04-07T02:48:33Z,93.7
2026-04-07T02:49:33Z,93.7
2026-04-07T02:50:33Z,93.8
2026-04-07T02:51:33Z,93.9
2026-04-07T02:52:33Z,93.8
2026-04-07T02:53:33Z,93.7
2026-04-07T02:54:33Z,93.6
2026-04-07T02:55:33Z,93.7
2026-04-07T02:56:33Z,93.8
2026-04-07T02:57:33Z,94.0
2026-04-07T02:58:33Z,94.0
2026-04-07T02:59:33Z,94.0
2026-04-07T03:00:33Z,94.0
2026-04-07T03:01:33Z,94.0
2026-04-07T03:02:33Z,94.0
2026-04-07T03:03:33Z,50.0
2026-04-07T03:04:33Z,50.0
2026-04-07T03:05:33Z,94.1
2026-04-07T03:06:33Z,94.2
2026-04-07T03:07:33Z,94.4
2026-04-07T03:08:33Z,94.4
2026-04-07T03:09:33Z,50.0
2026-04-07T03:10:33Z,50.0
2026-04-07T03:11:33Z,96.6
