timestamp,value
2026-03-27T00:00:34Z,92.9
2026-03-27T00:01:34Z,93.1
2026-03-27T00:02:34Z,93.1
2026-03-27T00:03:34Z,93.0
2026-03-27T00:04:34Z,93.1
2026-03-27T00:05:34Z,93.0
2026-03-27T00:06:34Z,93.1
2026-03-27T00:07:34Z,93.0
2026-03-27T00:08:34Z,93.1
2026-03-27T00:09:34Z,93.0
2026-03-27T00:10:34Z,93.1
2026-03-27T00:11:34Z,93.1
2026-03-27T00:12:34Z,93.2
2026-03-27T00:13:34Z,93.2
2026-03-27T00:14:34Z,93.2
2026-03-27T00:15:34Z,93.3
2026-03-27T00:16:34Z,93.2
2026-03-27T00:17:34Z,93.1
2026-03-27T00:18:34Z,93.3
2026-03-27T00:19:34Z,93.2
2026-03-27T00:20:34Z,93.2
2026-03-27T00:21:34Z,93.3
2026-03-27T00:22:34Z,93.1
2026-03-27T00:23:34Z,93.0
2026-03-27T00:24:34Z,93.0
2026-03-27T00:25:34Z,92.9
2026-03-27T00:26:34Z,92.9
2026-03-27T00:27:34Z,92.7
2026-03-27T00:28:34Z,92.8
2026-03-27T00:29:34Z,50.0
2026-03-27T00:30:34Z,93.2
2026-03-27T00:31:34Z,94.0
2026-03-27T00:32:34Z,94.1
2026-03-27T00:33:34Z,93.9
2026-03-27T00:34:34Z,93.7
2026-03-27T00:35:34Z,93.5
2026-03-27T00:36:34Z,93.4
2026-03-27T00:37:34Z,93.3
2026-03-27T00:38:34Z,50.0
2026-03-27T00:39:34Z,92.9
2026-03-27T00:40:34Z,92.7
2026-03-27T00:41:34Z,92.9
2026-03-27T00:42:34Z,93.2
2026-03-27T00:43:34Z,93.1
2026-03-27T00:44:34Z,93.2
2026-03-27T00:45:34Z,93.2
2026-03-27T00:46:34Z,93.2
2026-03-27T00:47:34Z,93.0
2026-03-27T00:48:34Z,93.3
2026-03-27T00:49:34Z,93.3
2026-03-27T00:50:34Z,93.1
2026-03-27T00:51:34Z,93.6
2026-03-27T00:52:34Z,93.6
2026-03-27T00:53:34Z,93.4
2026-03-27T00:54:34Z,93.3
2026-03-27T00:55:34Z,93.8
2026-03-27T00:56:34Z,93.5
2026-03-27T00:57:34Z,93.3
2026-03-27T00:58:34Z,93.3
2026-03-27T00:59:34Z,93.2
2026-03-27T01:00:34Z,93.3
2026-03-27T01:01:34Z,93.1
2026-03-27T01:02:34Z,93.1
2026-03-27T01:03:34Z,93.1
2026-03-27T01:04:34Z,93.1
2026-03-27T01:05:34Z,93.2
2026-03-27T01:06:34Z,50.0
2026-03-27T01:07:34Z,93.2
2026-03-27T01:08:34Z,93.2
2026-03-27T01:09:34Z,93.3
2026-03-27T01:10:34Z,93.2
2026-03-27T01:11:34Z,93.3
2026-03-27T01:12:34Z,50.0
2026-03-27T01:13:34Z,93.0
2026-03-27T01:14:34Z,92.8
2026-03-27T01:15:34Z,92.7
2026-03-27T01:16:34Z,92.8
2026-03-27T01:17:34Z,92.9
2026-03-27T01:18:34Z,92.8
2026-03-27T01:19:34Z,50.0
2026-03-27T01:20:34Z,92.7
2026-03-27T01:21:34Z,92.5
2026-03-27T01:22:34Z,92.3
2026-03-27T01:23:34Z,92.3
2026-03-27T01:24:34Z,92.4
2026-03-27T01:25:34Z,92.4
2026-03-27T01:26:34Z,92.3
2026-03-27T01:27:34Z,92.3
2026-03-27T01:28:34Z,92.3
2026-03-27T01:29:34Z,92.3
2026-03-27T01:30:34Z,92.2
2026-03-27T01:31:34Z,50.0
2026-03-27T01:32:34Z,92.4
2026-03-27T01:33:34Z,92.5
2026-03-27T01:34:34Z,50.0
2026-03-27T01:35:34Z,92.4
2026-03-27T01:36:34Z,92.1
2026-03-27T01:37:34Z,91.9
2026-03-27T01:38:34Z,91.6
2026-03-27T01:39:34Z,91.4
2026-03-27T01:40:34Z,91.5
2026-03-27T01:41:34Z,91.5
2026-03-27T01:42:34Z,91.5
2026-03-27T01:43:34Z,91.4
2026-03-27T01:44:34Z,91.4
2026-03-27T01:45:34Z,50.0
2026-03-27T01:46:34Z,93.1
2026-03-27T01:47:34Z,94.4
2026-03-27T01:48:34Z,94.9
2026-03-27T01:49:34Z,96.0
2026-03-27T01:50:34Z,97.1
2026-03-27T01:51:34Z,96.7
2026-03-27T01:52:34Z,96.9
2026-03-27T01:53:34Z,96.9
2026-03-27T01:54:34Z,96.3
2026-03-27T01:55:34Z,50.0
2026-03-27T01:56:34Z,50.0
2026-03-27T01:57:34Z,50.0
2026-03-27T01:58:34Z,97.0
2026-03-27T01:59:34Z,96.9
2026-03-27T02:00:34Z,95.0
2026-03-27T02:01:34Z,93.7
2026-03-27T02:02:34Z,92.7
2026-03-27T02:03:34Z,92.1
2026-03-27T02:04:34Z,91.6
2026-03-27T02:05:34Z,91.3
2026-03-27T02:06:34Z,91.2
2026-03-27T02:07:34Z,91.1
2026-03-27T02:08:34Z,91.1
2026-03-27T02:09:34Z,91.1
2026-03-27T02:10:34Z,91.5
2026-03-27T02:11:34Z,91.6
2026-03-27T02:12:34Z,91.6
2026-03-27T02:13:34Z,91.3
2026-03-27T02:14:34Z,91.3
2026-03-27T02:15:34Z,91.3
2026-03-27T02:16:34Z,91.6
2026-03-27T02:17:34Z,91.7
2026-03-27T02:18:34Z,50.0
2026-03-27T02:19:34Z,92.8
2026-03-27T02:20:34Z,92.8
2026-03-27T02:21:34Z,92.8
2026-03-27T02:22:34Z,92.6
2026-03-27T02:23:34Z,92.5
2026-03-27T02:24:34Z,92.8
2026-03-27T02:25:34Z,92.9
2026-03-27T02:26:34Z,50.0
2026-03-27T02:27:34Z,93.0
2026-03-27T02:28:34Z,92.8
2026-03-27T02:29:34Z,50.0
2026-03-27T02:30:34Z,93.1
2026-03-27T02:31:34Z,93.1
2026-03-27T02:32:34Z,93.0
2026-03-27T02:33:34Z,92.7
2026-03-27T02:34:34Z,92.7
2026-03-27T02:35:34Z,92.8
2026-03-27T02:36:34Z,92.9
2026-03-27T02:37:34Z,93.0
2026-03-27T02:38:34Z,93.9
2026-03-27T02:39:34Z,94.1
2026-03-27T02:40:34Z,50.0
