timestamp;charging;in_charger;level
2026-01-25T19:02:55.600Z;False;False;38
2026-01-25T20:02:56.000Z;False;False;38
2026-01-25T20:12:56.100Z;False;False;37
2026-01-25T21:04:01.900Z;True;False;37
2026-01-25T21:07:04.300Z;True;True;38
2026-01-25T21:08:04.300Z;True;True;39
2026-01-25T21:09:04.300Z;True;True;41
2026-01-25T21:10:04.300Z;True;True;43
2026-01-25T21:11:04.300Z;True;True;44
2026-01-25T21:12:04.300Z;True;True;45
2026-01-25T21:13:04.300Z;True;True;46
2026-01-25T21:14:09.300Z;True;True;47
2026-01-25T21:15:09.300Z;True;True;48
2026-01-25T21:16:09.300Z;True;True;49
2026-01-25T21:17:09.300Z;True;True;50
2026-01-25T21:18:09.300Z;True;True;51
2026-01-25T21:19:08.200Z;True;True;52
2026-01-25T21:20:09.100Z;True;True;53
2026-01-25T21:21:09.100Z;True;True;55
2026-01-25T21:22:09.100Z;True;True;56
2026-01-25T21:23:09.100Z;True;True;57
2026-01-25T21:24:09.100Z;True;True;59
2026-01-25T21:25:09.100Z;True;True;60
2026-01-25T21:26:09.100Z;True;True;61
2026-01-25T21:27:07.700Z;True;True;62
2026-01-25T21:28:07.700Z;True;True;64
2026-01-25T21:29:07.700Z;True;True;65
2026-01-25T21:30:07.700Z;True;True;66
2026-01-25T21:31:07.700Z;True;True;67
2026-01-25T21:32:07.700Z;True;True;68
2026-01-25T21:33:07.700Z;True;True;69
2026-01-25T21:34:07.700Z;True;True;70
2026-01-25T21:35:08.600Z;True;True;71
2026-01-25T21:36:08.600Z;True;True;72
2026-01-25T21:37:08.600Z;True;True;73
2026-01-25T21:38:28.600Z;True;True;74
2026-01-25T21:39:48.600Z;True;True;75
2026-01-25T21:41:08.600Z;True;True;76
2026-01-25T21:42:08.600Z;True;True;77
2026-01-25T21:43:33.600Z;True;True;78
2026-01-25T21:44:58.600Z;True;True;79
2026-01-25T21:46:38.600Z;True;True;80
2026-01-25T21:47:10.700Z;False;False;80
2026-01-25T21:50:33.600Z;False;False;81
2026-01-25T21:52:58.600Z;False;False;82
2026-01-25T22:00:23.600Z;False;False;83
2026-01-25T22:45:48.600Z;False;False;82
2026-01-25T23:37:18.600Z;False;False;81
2026-01-26T00:37:18.500Z;False;False;81
2026-01-26T00:57:18.600Z;False;False;80
2026-01-26T01:57:18.500Z;False;False;80
2026-01-26T02:27:18.600Z;False;False;79
2026-01-26T03:27:18.500Z;False;False;79
2026-01-26T03:57:18.600Z;False;False;78
2026-01-26T04:57:18.500Z;False;False;78
2026-01-26T05:37:18.600Z;False;False;77
2026-01-26T06:37:18.900Z;False;False;77
2026-01-26T06:57:19.000Z;False;False;76
2026-01-26T08:07:18.200Z;False;False;76
2026-01-26T08:17:17.400Z;False;False;75
2026-01-26T09:17:18.500Z;False;False;75
2026-01-26T10:17:19.000Z;False;False;75
2026-01-26T11:07:18.300Z;False;False;74
2026-01-26T12:07:18.600Z;False;False;74
2026-01-26T13:07:18.300Z;False;False;74
2026-01-26T14:07:18.700Z;False;False;73
2026-01-26T15:07:18.500Z;False;False;73
2026-01-26T16:07:18.700Z;False;False;73
2026-01-26T16:47:18.400Z;False;False;72
2026-01-26T17:47:18.500Z;False;False;72
2026-01-26T18:47:18.400Z;False;False;72
2026-01-26T19:27:18.200Z;False;False;71
2026-01-26T20:27:18.300Z;False;False;71
2026-01-26T21:27:18.100Z;False;False;71
2026-01-26T22:27:17.400Z;False;False;71
2026-01-26T23:07:17.500Z;False;False;70
2026-01-27T00:07:17.400Z;False;False;70
2026-01-27T01:07:17.400Z;False;False;70
2026-01-27T01:17:17.500Z;False;False;69
2026-01-27T02:17:17.400Z;False;False;69
2026-01-27T03:17:18.600Z;False;False;69
2026-01-27T03:57:18.700Z;False;False;68
2026-01-27T04:57:18.600Z;False;False;68
2026-01-27T05:57:17.500Z;False;False;68
2026-01-27T06:17:18.100Z;False;False;67
2026-01-27T07:17:18.300Z;False;False;67
2026-01-27T08:17:17.900Z;False;False;66
2026-01-27T09:17:18.700Z;False;False;66
2026-01-27T10:17:17.500Z;False;False;66
2026-01-27T11:17:18.600Z;False;False;66
2026-01-27T11:57:17.900Z;False;False;65
2026-01-27T12:57:18.700Z;False;False;65
2026-01-27T13:57:17.400Z;False;False;65
2026-01-27T14:57:18.400Z;False;False;65
2026-01-27T15:27:18.200Z;False;False;64
2026-01-27T16:27:17.800Z;False;False;64
2026-01-27T17:27:18.600Z;False;False;64
2026-01-27T18:27:18.300Z;False;False;64
2026-01-27T19:27:18.700Z;False;False;64
2026-01-27T20:27:18.700Z;False;False;64
2026-01-27T20:37:18.800Z;False;False;63
2026-01-27T21:37:17.500Z;False;False;63
2026-01-27T22:37:18.300Z;False;False;63
2026-01-27T23:37:18.300Z;False;False;63
2026-01-28T00:07:18.400Z;False;False;62
2026-01-28T01:07:18.300Z;False;False;62
2026-01-28T02:07:18.300Z;False;False;62
2026-01-28T02:57:18.400Z;False;False;61
2026-01-28T03:57:18.300Z;False;False;61
2026-01-28T04:57:18.300Z;False;False;61
2026-01-28T05:47:18.400Z;False;False;60
2026-01-28T06:47:18.300Z;False;False;60
2026-01-28T06:57:18.300Z;False;False;59
2026-01-28T07:57:17.900Z;False;False;59
2026-01-28T08:57:18.500Z;False;False;59
2026-01-28T09:57:17.400Z;False;False;59
2026-01-28T10:57:17.100Z;False;False;59
2026-01-28T11:07:17.200Z;False;False;58
2026-01-28T11:37:19.000Z;False;False;59
2026-01-28T12:07:17.800Z;False;False;58
2026-01-28T13:07:17.700Z;False;False;58
