timestamp;bpm;source
2026-01-16T06:14:41.100Z;104;workout
2026-01-16T06:14:46.100Z;100;workout
2026-01-16T06:14:51.100Z;97;workout
2026-01-16T06:14:56.100Z;96;workout
2026-01-16T06:15:01.100Z;95;workout
2026-01-16T06:15:06.100Z;94;workout
2026-01-16T06:15:11.100Z;91;workout
2026-01-16T06:15:16.100Z;89;workout
2026-01-16T06:15:21.100Z;89;workout
2026-01-16T06:15:26.100Z;88;workout
2026-01-16T06:15:31.100Z;87;workout
2026-01-16T06:15:36.100Z;85;workout
2026-01-16T06:15:41.100Z;84;workout
2026-01-16T06:15:46.100Z;84;workout
2026-01-16T06:15:51.100Z;85;workout
2026-01-16T06:15:56.100Z;86;workout
2026-01-16T06:16:01.100Z;87;workout
2026-01-16T06:16:06.100Z;88;workout
2026-01-16T06:16:11.100Z;88;workout
2026-01-16T06:16:16.100Z;88;workout
2026-01-16T06:16:21.100Z;88;workout
2026-01-16T06:16:26.100Z;89;workout
2026-01-16T06:16:31.100Z;89;workout
2026-01-16T06:16:36.100Z;90;workout
2026-01-16T06:16:41.100Z;90;workout
2026-01-16T06:16:46.100Z;91;workout
2026-01-16T06:16:51.000Z;89;awake
2026-01-16T06:16:51.100Z;91;workout
2026-01-16T06:16:56.100Z;90;workout
2026-01-16T06:18:09.000Z;88;awake
2026-01-16T06:18:16.000Z;87;awake
2026-01-16T06:29:06.000Z;82;awake
2026-01-16T06:29:30.000Z;83;awake
2026-01-16T06:29:38.000Z;80;awake
2026-01-16T06:40:32.000Z;81;awake
2026-01-16T06:40:42.000Z;82;awake
2026-01-16T06:41:29.000Z;83;awake
2026-01-16T06:50:44.000Z;82;awake
2026-01-16T06:50:58.000Z;81;awake
2026-01-16T06:51:26.000Z;84;awake
2026-01-16T06:59:47.000Z;80;awake
2026-01-16T06:59:59.000Z;78;awake
2026-01-16T07:00:02.000Z;78;awake
2026-01-16T07:01:50.000Z;81;awake
2026-01-16T07:01:53.000Z;80;awake
2026-01-16T07:02:29.000Z;85;awake
2026-01-16T07:07:56.000Z;80;awake
2026-01-16T07:08:07.000Z;77;awake
2026-01-16T07:08:47.000Z;79;awake
2026-01-16T07:10:57.000Z;81;awake
2026-01-16T07:10:58.000Z;81;awake
2026-01-16T07:11:41.000Z;82;awake
2026-01-16T07:13:30.000Z;111;workout
2026-01-16T07:13:40.000Z;114;workout
2026-01-16T07:13:50.000Z;116;workout
2026-01-16T07:14:00.000Z;118;workout
2026-01-16T07:14:01.100Z;117;workout
2026-01-16T07:14:06.100Z;119;workout
2026-01-16T07:14:11.100Z;120;workout
2026-01-16T07:14:16.100Z;121;workout
2026-01-16T07:14:21.100Z;121;workout
2026-01-16T07:14:26.100Z;120;workout
2026-01-16T07:14:31.100Z;121;workout
2026-01-16T07:14:36.100Z;122;workout
2026-01-16T07:14:41.100Z;123;workout
2026-01-16T07:14:46.100Z;124;workout
2026-01-16T07:14:51.100Z;123;workout
2026-01-16T07:14:56.100Z;122;workout
2026-01-16T07:15:01.100Z;120;workout
2026-01-16T07:15:06.100Z;120;workout
2026-01-16T07:15:11.100Z;120;workout
2026-01-16T07:15:16.100Z;118;workout
2026-01-16T07:15:21.100Z;116;workout
2026-01-16T07:15:26.100Z;115;workout
2026-01-16T07:15:31.100Z;114;workout
2026-01-16T07:15:36.100Z;113;workout
2026-01-16T07:15:41.100Z;112;workout
2026-01-16T07:15:46.100Z;110;workout
2026-01-16T07:15:51.100Z;109;workout
2026-01-16T07:15:56.100Z;107;workout
2026-01-16T07:16:01.100Z;105;workout
2026-01-16T07:16:06.100Z;104;workout
2026-01-16T07:16:11.100Z;102;workout
2026-01-16T07:16:16.100Z;102;workout
2026-01-16T07:16:21.100Z;102;workout
2026-01-16T07:16:26.100Z;103;workout
2026-01-16T07:16:31.100Z;104;workout
2026-01-16T07:16:36.100Z;104;workout
2026-01-16T07:16:41.100Z;105;workout
2026-01-16T07:16:46.100Z;105;workout
2026-01-16T07:16:51.100Z;105;workout
2026-01-16T07:16:56.100Z;105;workout
2026-01-16T07:17:01.100Z;104;workout
2026-01-16T07:17:06.100Z;103;workout
2026-01-16T07:17:11.100Z;101;workout
2026-01-16T07:17:16.100Z;100;workout
2026-01-16T07:17:21.100Z;99;workout
2026-01-16T07:17:26.100Z;98;workout
2026-01-16T07:17:31.100Z;97;workout
2026-01-16T07:17:36.100Z;97;workout
2026-01-16T07:17:41.100Z;96;workout
2026-01-16T07:17:46.100Z;95;workout
2026-01-16T07:17:51.100Z;93;workout
2026-01-16T07:17:56.100Z;90;workout
2026-01-16T07:18:01.100Z;87;workout
2026-01-16T07:18:06.100Z;85;workout
2026-01-16T07:18:11.100Z;84;workout
2026-01-16T07:18:16.100Z;84;workout
2026-01-16T07:18:21.100Z;83;workout
2026-01-16T07:18:26.100Z;82;workout
2026-01-16T07:18:31.100Z;83;workout
2026-01-16T07:18:36.100Z;83;workout
2026-01-16T07:18:41.100Z;83;workout
2026-01-16T07:18:46.100Z;84;workout
2026-01-16T07:18:51.100Z;84;workout
2026-01-16T07:18:56.100Z;85;workout
2026-01-16T07:19:01.100Z;86;workout
2026-01-16T07:19:06.100Z;86;workout
2026-01-16T07:19:11.100Z;87;workout
2026-01-16T07:19:16.100Z;87;workout
2026-01-16T07:19:21.100Z;87;workout
2026-01-16T07:19:26.100Z;87;workout
2026-01-16T07:19:31.100Z;87;workout
2026-01-16T07:19:36.100Z;87;workout
2026-01-16T07:19:41.100Z;87;workout
2026-01-16T07:19:46.100Z;87;workout
2026-01-16T07:19:51.100Z;88;workout
2026-01-16T07:19:56.100Z;90;workout
2026-01-16T07:20:10.000Z;92;workout
2026-01-16T07:20:20.000Z;96;workout
2026-01-16T07:20:30.000Z;96;workout
2026-01-16T07:20:40.000Z;95;workout
2026-01-16T07:20:50.000Z;95;workout
2026-01-16T07:21:00.000Z;94;workout
2026-01-16T07:21:10.000Z;94;workout
2026-01-16T07:21:20.000Z;94;workout
2026-01-16T07:21:30.000Z;95;workout
2026-01-16T07:21:40.000Z;96;workout
2026-01-16T07:21:50.000Z;93;workout
2026-01-16T07:22:00.000Z;90;workout
2026-01-16T07:22:01.100Z;86;workout
2026-01-16T07:22:06.100Z;86;workout
2026-01-16T07:22:11.100Z;87;workout
2026-01-16T07:22:16.100Z;87;workout
2026-01-16T07:22:21.100Z;88;workout
2026-01-16T07:22:26.100Z;88;workout
2026-01-16T07:22:31.100Z;89;workout
2026-01-16T07:22:36.100Z;89;workout
2026-01-16T07:22:41.100Z;89;workout
2026-01-16T07:22:46.100Z;89;workout
2026-01-16T07:22:51.100Z;90;workout
2026-01-16T07:22:56.100Z;90;workout
2026-01-16T07:23:01.100Z;91;workout
2026-01-16T07:23:06.100Z;92;workout
2026-01-16T07:23:11.100Z;93;workout
2026-01-16T07:23:16.100Z;93;workout
2026-01-16T07:23:21.100Z;93;workout
2026-01-16T07:23:26.100Z;93;workout
2026-01-16T07:23:31.100Z;94;workout
2026-01-16T07:23:36.100Z;94;workout
2026-01-16T07:23:41.100Z;94;workout
2026-01-16T07:23:46.100Z;93;workout
2026-01-16T07:23:51.100Z;93;workout
2026-01-16T07:23:56.100Z;93;workout
2026-01-16T07:24:01.100Z;93;workout
2026-01-16T07:24:06.100Z;93;workout
2026-01-16T07:24:11.100Z;93;workout
2026-01-16T07:24:16.100Z;93;workout
2026-01-16T07:24:21.100Z;92;workout
2026-01-16T07:24:26.100Z;92;workout
2026-01-16T07:24:31.100Z;92;workout
2026-01-16T07:24:36.100Z;92;workout
2026-01-16T07:24:41.100Z;92;workout
2026-01-16T07:24:46.100Z;92;workout
2026-01-16T07:24:51.100Z;92;workout
2026-01-16T07:24:56.100Z;93;workout
2026-01-16T07:25:01.100Z;94;workout
2026-01-16T07:25:06.100Z;94;workout
2026-01-16T07:25:11.100Z;95;workout
2026-01-16T07:25:16.100Z;95;workout
2026-01-16T07:25:21.100Z;96;workout
2026-01-16T07:25:26.100Z;95;workout
2026-01-16T07:25:31.100Z;95;workout
2026-01-16T07:25:36.100Z;95;workout
2026-01-16T07:25:41.100Z;95;workout
2026-01-16T07:25:46.100Z;94;workout
2026-01-16T07:25:51.100Z;94;workout
2026-01-16T07:25:56.100Z;94;workout
2026-01-16T07:26:01.100Z;94;workout
2026-01-16T07:26:06.100Z;94;workout
2026-01-16T07:26:11.100Z;94;workout
2026-01-16T07:26:16.100Z;94;workout
2026-01-16T07:26:21.100Z;94;workout
2026-01-16T07:26:26.100Z;93;workout
2026-01-16T07:26:31.100Z;93;workout
2026-01-16T07:26:36.100Z;93;workout
2026-01-16T07:26:41.100Z;93;workout
2026-01-16T07:26:46.100Z;92;workout
2026-01-16T07:26:51.100Z;91;workout
2026-01-16T07:26:56.100Z;91;workout
2026-01-16T07:27:01.100Z;91;workout
2026-01-16T07:27:06.100Z;92;workout
2026-01-16T07:27:11.100Z;93;workout
2026-01-16T07:27:16.100Z;93;workout
2026-01-16T07:27:21.100Z;93;workout
2026-01-16T07:27:26.100Z;94;workout
2026-01-16T07:27:31.100Z;94;workout
2026-01-16T07:27:36.100Z;95;workout
2026-01-16T07:27:41.100Z;96;workout
2026-01-16T07:27:46.100Z;96;workout
2026-01-16T07:27:51.100Z;96;workout
2026-01-16T07:27:56.100Z;94;workout
2026-01-16T07:28:01.100Z;94;workout
2026-01-16T07:28:06.100Z;94;workout
2026-01-16T07:28:11.100Z;95;workout
2026-01-16T07:28:16.100Z;95;workout
2026-01-16T07:28:21.100Z;96;workout
2026-01-16T07:28:26.100Z;97;workout
2026-01-16T07:28:31.100Z;97;workout
2026-01-16T07:28:36.100Z;97;workout
2026-01-16T07:28:41.100Z;97;workout
2026-01-16T07:28:46.100Z;97;workout
2026-01-16T07:28:51.100Z;96;workout
2026-01-16T07:28:56.100Z;95;workout
2026-01-16T07:29:01.100Z;94;workout
2026-01-16T07:29:06.100Z;92;workout
2026-01-16T07:29:11.100Z;91;workout
2026-01-16T07:29:16.100Z;90;workout
2026-01-16T07:29:21.100Z;91;workout
2026-01-16T07:29:26.100Z;92;workout
2026-01-16T07:29:31.100Z;94;workout
2026-01-16T07:29:36.100Z;96;workout
2026-01-16T07:29:41.100Z;98;workout
2026-01-16T07:29:46.100Z;100;workout
2026-01-16T07:29:51.100Z;101;workout
2026-01-16T07:29:56.100Z;101;workout
2026-01-16T07:30:01.100Z;101;workout
2026-01-16T07:30:06.100Z;100;workout
2026-01-16T07:30:11.100Z;99;workout
2026-01-16T07:30:16.100Z;98;workout
2026-01-16T07:30:21.100Z;98;workout
2026-01-16T07:30:26.100Z;99;workout
2026-01-16T07:30:31.100Z;99;workout
2026-01-16T07:30:36.100Z;100;workout
2026-01-16T07:30:41.100Z;100;workout
