subscription_id,provider,sku,start_time,expiration_time,access_granted_until_time,cancellation_time,trial_period_end_time,state,updated_time,apple_original_transaction_id,apple_validate_at_time,apple_fatal_renewal_error,apple_last_transaction_time,google_store_subscription_id,google_store_line_item_id,google_validate_at_time,google_last_transaction_id
3082489094807224320,PROVIDER_APPLE,fitbit.annual.premium_ft6m_13,2026-03-25 18:52:38+0000,2026-09-25 18:52:38+0000,2026-09-26 18:52:38+0000,,2026-09-25 18:52:38+0000,SUBSCRIPTION_STATE_ACTIVE,2026-03-28 18:52:54+0000,180003353676877,2026-04-29 18:52:55+0000,false,2026-03-25 18:52:54+0000,,,,
