timestamp,rmssd,coverage,low_frequency,high_frequency
2026-04-04T00:30:00,8.947,0.941,127.805,14.532
2026-04-04T00:35:00,8.148,1.0,202.319,8.696
2026-04-04T00:40:00,8.713,0.731,101.99,8.983
2026-04-04T00:50:00,26.879,0.979,57.888,104.575
2026-04-04T00:55:00,16.974,0.935,121.584,41.569
2026-04-04T01:00:00,15.045,0.977,390.213,25.033
2026-04-04T01:05:00,16.185,1.002,95.298,28.92
2026-04-04T01:10:00,13.789,0.994,100.949,27.485
2026-04-04T01:15:00,12.168,0.929,513.788,24.383
2026-04-04T01:20:00,8.267,0.996,143.759,11.951
2026-04-04T01:25:00,10.106,1.004,148.073,17.613
2026-04-04T01:30:00,11.458,0.939,440.081,26.275
2026-04-04T01:35:00,8.954,0.972,125.708,10.193
2026-04-04T01:40:00,8.592,0.958,450.837,18.457
2026-04-04T01:45:00,8.961,0.976,80.103,7.29
2026-04-04T01:50:00,9.047,1.0,94.465,11.216
2026-04-04T01:55:00,11.914,0.942,402.225,25.502
2026-04-04T02:00:00,10.177,0.975,211.417,15.531
2026-04-04T02:05:00,12.348,1.003,122.146,22.415
2026-04-04T02:10:00,13.43,0.882,589.245,11.435
2026-04-04T02:15:00,10.592,1.002,109.783,16.29
2026-04-04T02:20:00,8.679,1.002,58.965,16.563
2026-04-04T02:25:00,10.457,0.952,287.415,16.427
2026-04-04T02:30:00,14.764,0.856,691.825,44.119
2026-04-04T02:35:00,22.328,0.995,89.289,38.666
2026-04-04T02:40:00,18.6,0.969,102.613,27.465
2026-04-04T02:45:00,13.006,1.002,65.209,27.174
2026-04-04T02:50:00,11.425,0.999,62.454,23.745
2026-04-04T02:55:00,12.235,0.943,281.383,22.269
2026-04-04T03:00:00,11.36,0.991,177.983,22.082
2026-04-04T03:05:00,10.736,0.998,108.824,17.849
2026-04-04T03:10:00,10.745,0.887,136.634,13.783
2026-04-04T03:15:00,9.294,0.966,172.133,17.106
2026-04-04T03:20:00,8.445,1.0,141.798,10.912
2026-04-04T03:25:00,7.104,0.997,111.971,6.224
2026-04-04T03:30:00,12.354,0.913,424.059,17.723
2026-04-04T03:40:00,8.366,0.988,89.906,14.719
2026-04-04T03:45:00,9.306,0.979,203.636,10.844
2026-04-04T03:50:00,8.073,0.995,119.742,10.428
2026-04-04T03:55:00,8.602,0.996,196.203,11.577
2026-04-04T04:00:00,9.808,1.002,484.757,21.132
2026-04-04T04:05:00,9.432,0.969,88.639,11.31
2026-04-04T04:10:00,10.114,0.949,154.836,12.193
2026-04-04T04:15:00,11.101,0.941,323.573,11.426
2026-04-04T04:20:00,8.783,0.948,132.132,10.625
2026-04-04T04:25:00,14.372,0.893,183.867,24.718
2026-04-04T04:30:00,15.124,0.827,245.978,42.868
2026-04-04T05:00:00,17.06,0.928,1648.105,35.835
2026-04-04T05:05:00,8.269,1.002,164.921,11.244
2026-04-04T05:15:00,14.923,0.932,190.711,35.252
2026-04-04T05:20:00,14.482,1.002,157.944,39.51
2026-04-04T05:25:00,17.1,0.954,86.362,47.551
2026-04-04T05:30:00,11.667,0.938,214.384,19.943
2026-04-04T05:35:00,11.356,0.961,514.827,22.799
2026-04-04T05:40:00,11.98,0.933,747.449,58.201
2026-04-04T05:45:00,13.072,0.998,297.252,20.636
2026-04-04T05:50:00,10.606,0.941,732.227,22.604
2026-04-04T05:55:00,13.934,0.98,288.339,22.818
2026-04-04T06:00:00,14.549,0.967,599.306,46.177
2026-04-04T06:05:00,12.139,1.001,206.8,25.951
2026-04-04T06:10:00,14.524,0.996,106.805,43.215
2026-04-04T06:15:00,12.776,1.003,86.43,25.138
2026-04-04T06:20:00,13.662,1.004,73.907,30.968
2026-04-04T06:25:00,12.865,0.993,111.317,29.386
2026-04-04T06:30:00,15.312,1.001,209.156,38.405
2026-04-04T06:35:00,14.001,0.905,757.71,13.332
2026-04-04T06:40:00,13.098,0.992,183.358,13.78
2026-04-04T06:45:00,11.317,1.006,161.024,11.108
2026-04-04T06:50:00,10.67,1.001,744.9,20.133
2026-04-04T06:55:00,11.82,0.941,560.432,24.021
2026-04-04T07:00:00,14.213,0.922,1005.555,28.812
2026-04-04T07:05:00,13.185,0.928,363.328,10.596
2026-04-04T07:10:00,10.002,0.965,90.042,10.418
2026-04-04T07:15:00,12.103,0.977,714.254,13.804
2026-04-04T07:20:00,10.671,1.001,137.729,14.187
2026-04-04T07:25:00,12.218,0.996,100.15,20.374
2026-04-04T07:30:00,12.126,0.911,146.289,21.522
2026-04-04T07:35:00,16.391,0.908,521.491,24.601
2026-04-04T07:40:00,14.13,0.974,593.471,21.904
2026-04-04T07:45:00,13.632,0.805,254.735,14.558
2026-04-04T07:50:00,14.226,0.971,626.355,36.534
2026-04-04T07:55:00,13.287,0.969,595.017,20.671
2026-04-04T08:00:00,12.468,1.002,302.071,19.325
2026-04-04T08:05:00,11.484,1.003,485.465,13.605
2026-04-04T08:10:00,11.183,0.924,78.534,16.287
2026-04-04T08:15:00,16.548,0.937,90.352,20.483
