timestamp,rmssd,coverage,low_frequency,high_frequency
2026-04-09T00:40:00,12.291,0.99,210.099,32.036
2026-04-09T00:45:00,11.658,0.992,78.307,30.893
2026-04-09T00:50:00,11.407,1.002,134.722,26.388
2026-04-09T00:55:00,11.275,1.002,82.675,25.882
2026-04-09T01:00:00,12.465,1.004,178.246,39.47
2026-04-09T01:05:00,12.256,0.939,1075.739,27.962
2026-04-09T01:10:00,10.13,0.988,101.971,18.469
2026-04-09T01:15:00,10.54,0.997,192.045,15.499
2026-04-09T01:20:00,12.705,0.974,462.424,24.619
2026-04-09T01:25:00,10.054,1.004,114.929,18.661
2026-04-09T01:30:00,10.119,1.004,158.888,21.804
2026-04-09T01:35:00,11.243,0.993,423.357,15.526
2026-04-09T01:40:00,10.201,1.002,123.05,18.594
2026-04-09T01:45:00,13.249,0.922,1273.59,10.694
2026-04-09T01:50:00,9.109,1.004,198.668,9.746
2026-04-09T01:55:00,8.945,1.002,99.968,7.4
2026-04-09T02:00:00,8.582,1.003,73.653,11.429
2026-04-09T02:05:00,11.343,0.959,152.688,16.783
2026-04-09T02:10:00,7.988,1.003,58.127,9.018
2026-04-09T02:15:00,10.161,0.953,606.456,14.972
2026-04-09T02:20:00,11.503,0.979,432.323,16.604
2026-04-09T02:25:00,8.424,1.002,60.437,13.046
2026-04-09T02:30:00,10.652,0.964,591.945,20.23
2026-04-09T02:35:00,13.672,0.91,437.846,28.829
2026-04-09T03:00:00,22.185,0.756,969.973,47.208
2026-04-09T03:05:00,17.306,1.005,133.093,56.047
2026-04-09T03:10:00,11.476,0.944,689.959,14.641
2026-04-09T03:15:00,10.435,0.992,112.888,21.44
2026-04-09T03:20:00,11.552,0.97,234.271,21.003
2026-04-09T03:30:00,12.536,0.912,403.443,24.001
2026-04-09T03:35:00,10.955,1.003,84.952,30.063
2026-04-09T03:40:00,11.707,1.002,352.401,48.941
2026-04-09T03:45:00,11.075,0.993,197.194,26.414
2026-04-09T03:50:00,11.6,0.997,141.324,23.319
2026-04-09T03:55:00,11.219,1.005,229.73,24.736
2026-04-09T04:00:00,9.183,0.973,34.163,15.122
2026-04-09T04:05:00,11.395,0.969,84.771,19.309
2026-04-09T04:10:00,12.201,0.787,329.651,23.681
2026-04-09T04:30:00,11.898,0.991,119.145,28.435
2026-04-09T04:35:00,9.069,1.006,74.61,15.663
2026-04-09T04:40:00,9.214,1.001,78.54,18.903
2026-04-09T04:45:00,10.01,1.004,89.94,20.711
2026-04-09T04:50:00,8.508,0.993,120.439,10.796
2026-04-09T04:55:00,8.729,1.003,84.123,8.785
2026-04-09T05:00:00,8.611,1.002,125.948,8.632
2026-04-09T05:05:00,11.002,0.898,209.976,12.577
2026-04-09T05:20:00,30.953,0.938,348.713,149.21
2026-04-09T05:25:00,21.842,0.963,656.557,78.275
2026-04-09T05:30:00,20.568,1.002,153.299,90.972
2026-04-09T05:35:00,24.547,1.002,64.719,111.433
2026-04-09T05:40:00,17.027,1.005,93.438,57.668
2026-04-09T05:45:00,14.753,0.978,209.35,31.719
2026-04-09T05:50:00,10.585,1.003,85.606,29.505
2026-04-09T05:55:00,10.839,0.991,107.816,30.231
2026-04-09T06:00:00,10.153,1.001,197.011,37.105
2026-04-09T06:05:00,13.966,0.719,350.76,20.391
2026-04-09T06:10:00,13.572,1.003,255.992,46.538
2026-04-09T06:15:00,12.43,0.975,893.89,38.019
2026-04-09T06:20:00,10.085,0.971,88.926,29.4
2026-04-09T06:25:00,12.438,1.002,480.076,33.765
2026-04-09T06:45:00,9.916,0.984,178.199,15.925
2026-04-09T06:50:00,8.591,1.004,90.076,14.044
2026-04-09T06:55:00,8.206,0.957,145.579,10.284
2026-04-09T07:00:00,10.974,0.997,166.808,27.811
2026-04-09T07:05:00,11.464,0.938,147.429,35.851
2026-04-09T07:10:00,11.557,0.929,213.827,36.983
2026-04-09T07:15:00,11.702,1.006,218.945,34.539
2026-04-09T07:20:00,10.949,1.003,68.621,20.596
2026-04-09T07:25:00,12.822,0.959,1159.531,26.236
2026-04-09T07:30:00,13.1,0.966,432.876,20.871
2026-04-09T07:35:00,17.332,0.964,173.227,49.107
2026-04-09T23:45:00,13.92,0.993,90.301,36.12
2026-04-09T23:50:00,13.492,0.951,156.251,37.422
2026-04-09T23:55:00,14.417,1.002,106.53,41.078
