timestamp,rmssd,coverage,low_frequency,high_frequency
2026-04-08T03:05:00,18.275,0.933,82.148,52.921
2026-04-08T03:10:00,23.152,1.004,227.365,111.285
2026-04-08T03:15:00,23.923,1.001,133.956,128.538
2026-04-08T03:20:00,26.052,1.006,216.663,143.815
2026-04-08T03:25:00,24.809,1.001,110.749,186.619
2026-04-08T03:30:00,19.967,1.004,194.897,89.781
2026-04-08T03:35:00,24.059,0.959,199.943,134.352
2026-04-08T03:40:00,23.484,0.999,327.034,96.435
2026-04-08T03:45:00,17.211,0.939,307.216,36.335
2026-04-08T03:50:00,18.104,0.979,262.979,43.465
2026-04-08T03:55:00,17.386,1.006,174.512,60.88
2026-04-08T04:00:00,14.678,1.001,72.895,43.147
2026-04-08T04:05:00,14.585,0.947,804.355,34.559
2026-04-08T04:10:00,10.33,1.002,381.851,15.63
2026-04-08T04:15:00,9.227,1.004,231.892,11.865
2026-04-08T04:20:00,8.489,1.002,193.887,7.748
2026-04-08T04:25:00,12.263,0.95,624.3,24.558
2026-04-08T04:30:00,13.327,0.969,487.133,21.895
2026-04-08T04:35:00,11.175,0.996,239.904,19.966
2026-04-08T04:40:00,10.16,1.005,143.435,16.151
2026-04-08T04:45:00,9.693,0.98,82.124,15.603
2026-04-08T04:50:00,9.403,1.005,70.455,19.22
2026-04-08T04:55:00,9.472,1.003,100.561,15.486
2026-04-08T05:00:00,10.195,0.967,47.217,21.873
2026-04-08T05:05:00,18.598,0.96,762.865,40.905
2026-04-08T05:10:00,16.167,0.985,402.775,42.238
2026-04-08T05:15:00,17.051,1.003,134.152,47.913
2026-04-08T05:20:00,15.708,1.004,297.876,44.585
2026-04-08T05:25:00,16.305,0.961,723.994,43.663
2026-04-08T05:30:00,12.545,1.005,84.957,25.537
2026-04-08T05:35:00,14.007,1.001,85.844,39.752
2026-04-08T05:40:00,12.7,0.995,150.459,18.901
2026-04-08T05:45:00,14.782,1.005,310.427,30.159
2026-04-08T05:50:00,11.633,1.001,155.936,14.816
2026-04-08T05:55:00,10.217,0.965,160.751,23.842
2026-04-08T06:05:00,35.119,0.962,1522.077,877.221
2026-04-08T06:10:00,30.907,0.964,262.412,186.605
2026-04-08T06:15:00,27.571,0.994,292.359,179.502
2026-04-08T06:20:00,25.376,1.002,231.23,118.014
2026-04-08T06:25:00,26.417,0.984,440.767,144.522
2026-04-08T06:30:00,23.746,1.006,205.343,127.038
2026-04-08T06:35:00,28.479,0.943,190.113,148.829
2026-04-08T06:40:00,18.969,0.958,453.062,60.447
2026-04-08T06:45:00,13.695,1.005,203.512,25.136
2026-04-08T06:50:00,11.803,1.004,141.627,22.483
2026-04-08T06:55:00,10.869,1.001,211.354,18.521
2026-04-08T07:00:00,15.973,0.872,1475.57,27.319
2026-04-08T07:05:00,12.802,1.003,384.249,71.257
2026-04-08T07:10:00,10.722,0.992,153.456,15.149
2026-04-08T07:15:00,12.586,0.859,145.326,10.105
2026-04-08T07:20:00,11.358,0.984,207.441,24.647
2026-04-08T07:25:00,10.656,1.005,139.241,21.301
2026-04-08T07:30:00,11.744,1.004,210.641,23.284
2026-04-08T07:35:00,10.351,1.004,95.592,24.602
2026-04-08T07:40:00,10.724,0.8,71.24,30.698
