timestamp,rmssd,coverage,low_frequency,high_frequency
2026-04-01T02:10:00,31.577,0.893,257.495,140.973
2026-04-01T02:15:00,31.133,0.997,140.188,218.173
2026-04-01T02:20:00,31.789,0.998,237.225,206.184
2026-04-01T02:25:00,24.962,0.99,156.585,146.028
2026-04-01T02:30:00,24.916,0.992,183.762,180.512
2026-04-01T02:35:00,22.207,0.994,218.673,112.998
2026-04-01T02:40:00,21.984,1.004,101.541,159.813
2026-04-01T02:45:00,23.739,0.988,194.099,131.843
2026-04-01T02:50:00,19.699,0.972,360.264,103.787
2026-04-01T02:55:00,15.567,0.969,185.835,52.999
2026-04-01T03:00:00,14.386,0.996,83.634,42.966
2026-04-01T03:05:00,10.0,1.004,112.348,17.077
2026-04-01T03:10:00,12.296,0.955,361.727,24.607
2026-04-01T03:15:00,15.546,0.993,196.049,39.849
2026-04-01T03:20:00,14.03,1.005,170.915,46.967
2026-04-01T03:25:00,16.107,1.001,114.316,50.128
2026-04-01T03:30:00,18.114,0.95,638.78,44.444
2026-04-01T03:35:00,16.075,1.006,385.132,50.788
2026-04-01T03:40:00,16.019,1.0,158.919,43.676
2026-04-01T03:45:00,17.161,0.992,95.65,54.28
2026-04-01T03:50:00,18.822,1.005,315.983,73.797
2026-04-01T03:55:00,17.655,0.988,163.173,55.65
2026-04-01T04:00:00,16.759,0.969,96.306,62.207
2026-04-01T04:05:00,12.607,0.974,545.714,16.749
2026-04-01T04:10:00,8.776,1.003,113.933,15.829
2026-04-01T04:15:00,11.304,0.975,1158.247,106.863
2026-04-01T04:20:00,10.513,1.003,71.374,28.032
2026-04-01T04:25:00,15.584,0.945,418.289,47.735
2026-04-01T04:30:00,14.303,0.995,53.132,44.756
2026-04-01T04:35:00,13.713,1.004,144.848,35.275
2026-04-01T04:40:00,14.645,0.999,89.963,44.966
2026-04-01T04:45:00,13.874,0.993,122.939,41.456
2026-04-01T04:50:00,8.645,1.004,52.751,12.493
2026-04-01T04:55:00,10.959,0.96,746.952,27.772
2026-04-01T05:00:00,9.878,0.994,270.783,9.806
2026-04-01T05:05:00,10.787,0.948,560.935,17.83
2026-04-01T05:10:00,9.607,1.005,175.149,20.025
2026-04-01T05:15:00,10.471,0.917,746.212,21.711
2026-04-01T05:20:00,9.052,1.005,173.898,14.083
2026-04-01T05:25:00,7.824,1.003,70.711,12.475
2026-04-01T05:30:00,7.426,0.997,61.252,7.562
2026-04-01T05:35:00,7.157,1.004,98.116,5.85
2026-04-01T05:40:00,8.228,1.003,137.756,10.373
2026-04-01T05:45:00,8.048,0.986,103.505,8.55
2026-04-01T05:50:00,7.876,1.004,61.915,9.127
2026-04-01T05:55:00,8.004,1.004,67.085,10.561
2026-04-01T06:00:00,7.958,0.991,52.652,8.397
2026-04-01T06:05:00,11.134,0.943,163.275,16.269
2026-04-01T06:10:00,11.495,0.962,155.924,17.519
2026-04-01T06:15:00,10.376,1.004,62.007,20.02
2026-04-01T06:20:00,10.669,1.003,563.625,33.976
2026-04-01T06:25:00,8.982,0.998,96.111,11.098
2026-04-01T06:30:00,9.752,0.995,101.636,16.289
2026-04-01T06:35:00,9.379,1.003,104.572,11.647
2026-04-01T06:40:00,10.21,1.0,102.501,14.661
2026-04-01T06:45:00,10.555,0.996,142.09,18.462
2026-04-01T06:50:00,9.329,1.005,88.14,17.683
2026-04-01T06:55:00,10.568,0.998,49.898,19.097
2026-04-01T07:00:00,15.969,0.963,307.328,25.01
2026-04-01T07:05:00,15.204,1.002,564.526,30.881
2026-04-01T07:10:00,13.472,1.001,459.435,22.067
2026-04-01T07:15:00,14.056,0.995,88.989,21.968
2026-04-01T07:20:00,11.815,0.958,184.926,16.799
2026-04-01T07:25:00,12.521,0.914,777.627,18.794
2026-04-01T07:30:00,16.614,0.939,398.856,15.722
2026-04-01T07:35:00,13.472,1.006,247.26,15.25
