timestamp,rmssd,coverage,low_frequency,high_frequency
2026-04-11T00:15:00,12.249,0.865,47.379,25.402
2026-04-11T00:20:00,10.94,0.929,73.279,17.922
2026-04-11T00:25:00,10.693,0.992,51.871,39.19
2026-04-11T00:30:00,11.323,0.94,625.334,28.655
2026-04-11T00:35:00,9.184,0.923,59.985,23.768
2026-04-11T00:40:00,9.159,1.004,57.052,29.687
2026-04-11T00:45:00,10.177,1.0,224.851,21.496
2026-04-11T00:50:00,10.371,1.002,46.293,25.194
2026-04-11T00:55:00,11.808,0.997,107.309,54.066
2026-04-11T01:00:00,11.166,1.0,84.825,42.417
2026-04-11T01:05:00,13.391,0.928,706.997,23.587
2026-04-11T01:10:00,10.778,0.949,95.18,15.896
2026-04-11T01:15:00,11.3,0.92,99.38,14.483
2026-04-11T01:20:00,7.675,0.92,184.027,7.134
2026-04-11T01:25:00,6.779,1.002,58.6,5.793
2026-04-11T01:35:00,24.354,0.741,9913.652,186.812
2026-04-11T01:40:00,8.151,0.964,179.74,7.107
2026-04-11T01:45:00,8.226,1.0,101.009,10.765
2026-04-11T01:50:00,8.386,0.991,30.317,13.16
2026-04-11T01:55:00,9.149,0.964,201.861,13.862
2026-04-11T02:00:00,12.419,1.001,112.349,39.77
2026-04-11T02:05:00,11.393,0.993,109.425,21.028
2026-04-11T02:55:00,31.635,0.739,293.749,72.268
2026-04-11T03:00:00,21.976,0.756,109.305,56.116
2026-04-11T03:05:00,12.931,0.993,313.077,24.228
2026-04-11T03:10:00,71.379,0.902,200.237,217.276
2026-04-11T03:15:00,86.223,0.972,509.504,286.511
2026-04-11T03:20:00,94.564,0.995,75.859,197.949
2026-04-11T03:25:00,63.995,0.945,388.008,153.968
2026-04-11T03:30:00,18.478,0.999,73.549,48.461
2026-04-11T03:35:00,20.699,0.981,287.193,46.379
2026-04-11T03:40:00,16.757,1.003,69.909,29.704
2026-04-11T03:45:00,14.015,1.003,65.858,35.96
2026-04-11T03:50:00,15.924,0.995,106.256,36.741
2026-04-11T03:55:00,14.527,0.937,175.568,20.732
2026-04-11T04:00:00,14.262,0.836,552.222,30.22
2026-04-11T04:05:00,24.469,0.994,152.809,102.527
2026-04-11T04:10:00,50.561,1.003,145.59,425.544
2026-04-11T04:15:00,17.376,1.0,103.774,51.653
2026-04-11T04:20:00,19.165,0.98,126.136,49.541
2026-04-11T04:25:00,19.164,1.004,127.367,58.309
2026-04-11T04:30:00,15.508,1.003,346.493,35.516
2026-04-11T04:35:00,13.862,0.992,141.142,25.292
2026-04-11T04:40:00,19.606,0.922,544.198,46.413
2026-04-11T04:45:00,12.881,1.006,145.052,29.819
2026-04-11T04:50:00,11.439,0.989,242.196,21.963
2026-04-11T04:55:00,16.692,0.966,617.857,49.19
2026-04-11T05:00:00,14.16,0.991,90.419,29.751
2026-04-11T05:05:00,13.953,0.995,111.254,24.993
2026-04-11T05:10:00,14.652,1.001,120.638,36.533
2026-04-11T05:15:00,14.534,0.95,151.955,24.573
2026-04-11T05:50:00,15.428,0.846,382.823,27.798
2026-04-11T05:55:00,22.658,0.796,236.007,62.01
2026-04-11T06:00:00,20.523,1.003,164.906,87.182
2026-04-11T06:05:00,20.372,0.995,271.404,49.961
2026-04-11T06:10:00,17.271,0.947,573.475,72.189
2026-04-11T06:15:00,12.743,0.934,417.022,30.795
2026-04-11T06:20:00,18.262,0.959,283.798,63.771
2026-04-11T06:25:00,19.981,0.953,543.934,73.941
2026-04-11T06:30:00,24.317,0.91,266.628,94.65
2026-04-11T06:40:00,14.487,0.953,151.583,36.471
2026-04-11T06:45:00,11.928,0.988,154.622,23.322
2026-04-11T06:50:00,12.322,0.988,78.716,33.916
2026-04-11T06:55:00,10.874,1.003,65.436,39.272
2026-04-11T07:00:00,13.399,1.005,51.885,30.874
2026-04-11T07:05:00,12.236,0.994,67.369,51.972
2026-04-11T07:10:00,14.313,1.007,97.851,57.735
2026-04-11T07:15:00,9.733,0.987,97.786,20.274
2026-04-11T07:20:00,13.671,0.944,172.168,27.256
2026-04-11T07:25:00,9.561,0.988,102.767,12.425
2026-04-11T07:30:00,13.382,0.936,364.91,27.349
2026-04-11T07:35:00,14.19,0.954,593.22,20.416
2026-04-11T07:40:00,14.206,1.003,416.874,43.114
2026-04-11T07:45:00,12.398,1.005,431.646,25.567
