timestamp,rmssd,coverage,low_frequency,high_frequency
2026-04-05T04:35:00,40.61,0.739,211.628,226.806
2026-04-05T04:40:00,24.754,0.923,119.149,121.456
2026-04-05T04:45:00,28.364,1.004,1398.07,1146.223
2026-04-05T04:50:00,28.816,1.001,113.589,187.402
2026-04-05T04:55:00,27.815,0.995,186.817,170.093
2026-04-05T05:00:00,28.473,1.005,207.37,148.662
2026-04-05T05:05:00,24.991,0.98,640.983,99.012
2026-04-05T05:10:00,19.469,0.996,268.642,79.57
2026-04-05T05:15:00,13.242,1.004,92.066,38.697
2026-04-05T05:20:00,14.09,0.977,490.083,38.125
2026-04-05T05:25:00,13.341,0.976,200.258,42.508
2026-04-05T05:30:00,11.445,1.003,239.911,26.81
2026-04-05T05:35:00,22.808,0.967,301.217,98.819
2026-04-05T05:40:00,19.351,0.995,123.816,66.108
2026-04-05T05:45:00,19.02,0.948,480.809,70.221
2026-04-05T05:50:00,10.302,0.997,97.779,18.2
2026-04-05T05:55:00,9.625,0.999,153.071,13.012
2026-04-05T06:00:00,11.044,0.987,312.49,20.213
2026-04-05T06:05:00,11.455,0.999,178.04,30.844
2026-04-05T06:10:00,12.685,0.952,419.691,32.41
2026-04-05T06:15:00,10.48,1.002,122.27,31.244
2026-04-05T06:20:00,11.002,1.004,93.5,27.867
2026-04-05T06:25:00,10.579,0.994,106.621,44.349
2026-04-05T06:30:00,11.72,1.004,63.567,44.487
2026-04-05T06:35:00,10.85,1.003,66.655,38.125
2026-04-05T06:40:00,10.865,0.958,71.253,27.769
2026-04-05T06:45:00,13.808,0.926,873.681,23.797
2026-04-05T06:50:00,13.1,1.002,146.525,54.758
2026-04-05T06:55:00,14.505,0.992,197.826,62.695
2026-04-05T07:00:00,12.747,1.005,127.387,63.836
2026-04-05T07:05:00,13.058,0.924,499.316,37.579
2026-04-05T07:10:00,15.294,0.93,343.06,33.105
2026-04-05T07:15:00,13.367,0.974,716.698,28.629
2026-04-05T07:20:00,13.987,1.0,133.036,40.408
2026-04-05T07:25:00,12.151,0.998,93.123,18.025
2026-04-05T07:30:00,13.501,0.946,205.465,16.054
2026-04-05T07:35:00,16.261,0.954,868.543,32.859
2026-04-05T07:40:00,16.476,0.922,658.065,28.388
2026-04-05T07:45:00,19.694,0.986,302.432,83.31
2026-04-05T07:50:00,22.218,0.978,238.043,68.933
2026-04-05T07:55:00,25.589,0.93,1713.217,106.897
2026-04-05T08:00:00,15.821,1.002,78.881,33.796
2026-04-05T08:05:00,14.015,1.003,64.638,31.886
2026-04-05T08:10:00,16.18,0.968,104.484,29.083
2026-04-05T08:15:00,11.701,1.002,170.103,18.479
2026-04-05T08:20:00,11.436,1.004,176.301,27.056
2026-04-05T08:25:00,11.67,0.993,176.264,23.045
2026-04-05T08:30:00,21.67,0.935,351.85,66.447
2026-04-05T08:35:00,23.92,0.995,164.616,104.611
2026-04-05T08:40:00,24.645,0.992,138.963,110.696
2026-04-05T08:45:00,18.963,0.994,212.012,109.752
2026-04-05T08:50:00,17.727,0.974,1098.955,38.296
2026-04-05T08:55:00,17.762,0.967,656.435,48.119
