timestamp,rmssd,coverage,low_frequency,high_frequency
2026-03-26T00:00:00,9.068,0.999,74.61,12.658
2026-03-26T00:05:00,8.904,1.003,48.558,17.469
2026-03-26T00:10:00,9.183,1.003,66.819,18.081
2026-03-26T00:15:00,12.233,0.977,988.254,12.302
2026-03-26T00:20:00,11.625,0.93,440.684,17.848
2026-03-26T00:25:00,9.43,1.003,107.859,15.449
2026-03-26T00:30:00,10.643,1.003,311.122,15.422
2026-03-26T00:35:00,10.02,0.998,41.947,15.309
2026-03-26T00:40:00,11.261,0.964,630.314,20.899
2026-03-26T00:45:00,8.586,1.005,81.638,13.05
2026-03-26T00:50:00,8.497,0.98,52.533,11.562
2026-03-26T00:55:00,10.209,0.956,623.271,20.868
2026-03-26T01:00:00,11.11,1.002,254.003,33.201
2026-03-26T01:05:00,8.038,0.991,333.27,22.881
2026-03-26T01:10:00,10.811,0.977,647.415,29.762
2026-03-26T01:15:00,10.304,1.004,93.392,31.637
2026-03-26T01:20:00,10.931,0.994,163.761,20.333
2026-03-26T01:25:00,8.588,1.001,72.691,12.685
2026-03-26T01:30:00,10.114,0.952,85.139,15.803
2026-03-26T01:35:00,16.893,0.914,465.892,28.651
2026-03-26T01:40:00,16.214,0.959,361.417,46.883
2026-03-26T01:45:00,15.366,0.945,193.034,45.429
2026-03-26T01:50:00,13.103,1.002,130.958,24.393
2026-03-26T01:55:00,10.288,1.001,65.791,17.574
2026-03-26T02:00:00,12.161,1.006,93.594,19.681
2026-03-26T02:05:00,12.132,0.997,74.314,21.789
2026-03-26T02:10:00,10.315,1.005,52.357,16.205
2026-03-26T02:15:00,11.741,0.954,123.543,25.299
2026-03-26T02:20:00,15.745,0.926,772.846,31.674
2026-03-26T02:25:00,10.933,1.002,218.588,16.545
2026-03-26T02:30:00,10.48,0.956,293.101,22.722
2026-03-26T02:35:00,8.426,0.994,254.73,12.19
2026-03-26T02:40:00,9.155,0.948,83.772,9.156
2026-03-26T02:45:00,10.075,0.995,131.055,9.094
2026-03-26T02:50:00,8.49,0.997,69.183,17.547
2026-03-26T02:55:00,9.434,1.004,170.182,19.239
2026-03-26T03:00:00,9.101,1.003,49.622,16.777
2026-03-26T03:05:00,9.046,0.996,75.755,12.592
2026-03-26T03:10:00,10.404,1.002,64.77,16.429
2026-03-26T03:15:00,12.128,0.934,306.478,17.808
2026-03-26T03:20:00,12.954,0.876,925.893,14.942
2026-03-26T03:25:00,16.97,0.939,426.043,34.365
2026-03-26T03:30:00,17.03,1.003,94.106,96.021
2026-03-26T03:35:00,18.505,1.001,110.189,94.899
2026-03-26T03:40:00,21.711,0.99,141.139,169.684
2026-03-26T03:45:00,19.48,1.005,187.555,110.498
2026-03-26T03:50:00,19.246,1.0,307.166,111.382
2026-03-26T03:55:00,18.944,0.904,255.015,59.046
2026-03-26T04:00:00,16.821,0.891,303.573,42.444
2026-03-26T04:05:00,10.364,0.999,175.646,19.915
2026-03-26T04:10:00,9.167,0.977,79.948,11.627
2026-03-26T04:25:00,18.744,0.92,121.344,43.681
2026-03-26T04:30:00,25.794,0.95,131.036,118.794
2026-03-26T04:35:00,23.306,0.913,559.623,669.277
2026-03-26T04:40:00,28.096,0.925,159.492,117.685
2026-03-26T04:45:00,19.279,0.873,512.154,42.748
2026-03-26T04:50:00,17.445,0.886,470.729,38.224
2026-03-26T05:00:00,10.186,0.903,53.784,13.039
2026-03-26T05:05:00,11.474,0.935,76.419,27.71
2026-03-26T05:10:00,11.206,1.006,171.171,32.517
2026-03-26T05:15:00,11.212,0.988,89.584,29.905
2026-03-26T05:20:00,10.599,0.977,103.258,21.105
2026-03-26T05:25:00,15.079,0.997,287.401,25.993
2026-03-26T05:30:00,13.99,1.005,127.879,29.454
2026-03-26T05:35:00,12.134,0.995,239.785,15.571
2026-03-26T05:40:00,11.182,1.004,107.93,14.343
