timestamp,rmssd,coverage,low_frequency,high_frequency
2026-03-30T00:55:00,50.091,0.881,411.907,335.023
2026-03-30T01:00:00,24.93,0.984,157.503,100.69
2026-03-30T01:05:00,23.601,0.996,149.488,101.435
2026-03-30T01:10:00,20.657,0.933,711.747,68.154
2026-03-30T01:15:00,17.351,1.004,71.216,77.041
2026-03-30T01:20:00,17.353,0.97,288.19,52.035
2026-03-30T01:25:00,17.646,0.978,396.734,53.379
2026-03-30T01:30:00,16.406,1.003,187.347,36.843
2026-03-30T01:35:00,17.621,0.998,109.014,65.325
2026-03-30T01:40:00,16.104,0.997,188.724,61.941
2026-03-30T01:45:00,14.742,0.92,248.182,29.501
2026-03-30T01:50:00,14.489,0.964,714.28,59.97
2026-03-30T01:55:00,15.535,0.967,757.616,34.389
2026-03-30T02:00:00,14.173,0.968,224.417,35.11
2026-03-30T02:05:00,17.052,0.885,1072.459,40.57
2026-03-30T02:10:00,10.592,0.912,448.189,12.399
2026-03-30T02:15:00,9.747,1.002,475.869,17.023
2026-03-30T02:20:00,6.475,1.003,315.735,7.156
2026-03-30T02:25:00,7.93,0.994,128.258,11.323
2026-03-30T02:30:00,8.96,0.971,562.607,22.179
2026-03-30T02:35:00,7.834,1.003,99.041,13.44
2026-03-30T02:40:00,11.124,0.875,421.362,24.631
2026-03-30T02:45:00,15.762,0.997,210.664,44.402
2026-03-30T02:50:00,16.939,1.003,272.296,63.066
2026-03-30T02:55:00,19.148,0.988,151.27,68.843
2026-03-30T03:00:00,19.282,1.002,90.461,118.914
2026-03-30T03:05:00,19.657,0.978,140.947,98.676
2026-03-30T03:10:00,18.502,0.994,109.607,96.253
2026-03-30T03:15:00,18.738,1.005,91.988,117.519
2026-03-30T03:20:00,22.552,0.956,324.687,84.843
2026-03-30T03:25:00,13.557,0.946,314.718,31.935
2026-03-30T03:30:00,12.457,0.982,197.843,38.047
2026-03-30T03:35:00,16.91,0.966,181.563,38.318
2026-03-30T03:40:00,17.672,0.901,731.093,45.115
2026-03-30T03:45:00,17.876,0.979,223.351,48.126
2026-03-30T03:50:00,16.066,0.926,302.348,34.539
2026-03-30T03:55:00,13.444,1.001,149.18,37.534
2026-03-30T04:00:00,12.588,0.996,137.956,17.735
2026-03-30T04:05:00,14.329,1.004,212.52,23.396
2026-03-30T04:10:00,12.091,0.982,375.34,16.759
2026-03-30T04:15:00,10.033,0.978,204.08,15.067
2026-03-30T04:20:00,16.071,0.964,658.146,23.797
2026-03-30T04:25:00,11.709,0.997,100.684,16.842
2026-03-30T04:30:00,12.346,0.983,213.599,16.584
2026-03-30T04:35:00,11.027,1.003,334.852,13.209
2026-03-30T04:40:00,9.542,1.004,47.304,13.899
2026-03-30T04:45:00,13.092,0.964,422.301,22.426
2026-03-30T04:50:00,14.584,1.003,303.299,23.81
2026-03-30T04:55:00,15.557,0.946,300.216,23.214
2026-03-30T05:00:00,11.971,0.936,167.247,24.672
2026-03-30T05:05:00,14.273,1.003,94.021,21.3
2026-03-30T05:10:00,13.119,1.007,79.374,27.297
2026-03-30T05:15:00,13.938,0.993,122.755,27.883
2026-03-30T05:20:00,11.947,1.003,78.769,34.37
2026-03-30T05:25:00,14.702,0.955,251.363,34.152
2026-03-30T05:30:00,11.029,0.959,139.72,15.319
2026-03-30T05:35:00,11.631,0.987,210.083,14.537
2026-03-30T05:55:00,10.649,0.988,203.681,29.12
2026-03-30T06:00:00,9.075,0.994,66.658,17.871
2026-03-30T06:05:00,8.865,1.004,230.764,17.734
2026-03-30T06:10:00,12.851,0.942,353.703,28.298
2026-03-30T06:15:00,11.178,0.991,151.642,22.164
2026-03-30T06:20:00,11.935,1.004,401.205,39.005
2026-03-30T06:25:00,13.67,0.849,421.6,30.722
2026-03-30T06:30:00,11.774,0.939,249.874,55.62
2026-03-30T06:35:00,12.989,1.005,299.408,34.003
2026-03-30T06:40:00,14.553,0.948,303.108,35.671
2026-03-30T06:45:00,11.501,0.955,132.546,18.962
2026-03-30T06:50:00,10.538,0.997,232.356,18.947
2026-03-30T06:55:00,10.903,1.004,187.019,16.458
2026-03-30T07:00:00,13.965,0.954,289.553,37.202
2026-03-30T07:05:00,13.326,1.003,323.343,21.083
2026-03-30T07:10:00,14.056,1.004,288.902,16.495
2026-03-30T07:15:00,11.86,0.948,578.999,16.936
2026-03-30T07:20:00,8.136,0.968,108.113,6.154
2026-03-30T07:25:00,8.537,1.006,133.268,15.441
2026-03-30T07:30:00,9.215,0.988,260.832,13.701
2026-03-30T07:35:00,14.229,0.959,1267.565,46.461
2026-03-30T23:50:00,11.923,0.851,49.985,18.782
2026-03-30T23:55:00,10.2,0.934,126.983,17.008
