timestamp,rmssd,coverage,low_frequency,high_frequency
2026-04-10T00:00:00,10.967,0.934,77.576,28.219
2026-04-10T00:05:00,11.944,1.002,172.903,23.655
2026-04-10T00:10:00,10.977,1.004,88.357,24.228
2026-04-10T00:15:00,12.973,0.92,105.396,23.375
2026-04-10T00:20:00,14.053,0.984,631.708,20.723
2026-04-10T00:25:00,14.764,0.983,908.446,287.859
2026-04-10T00:30:00,13.562,0.94,181.255,42.866
2026-04-10T00:35:00,15.12,0.989,227.991,34.525
2026-04-10T00:40:00,21.655,0.99,623.486,76.544
2026-04-10T00:45:00,20.252,0.971,523.264,61.074
2026-04-10T00:50:00,18.393,1.005,291.45,59.667
2026-04-10T00:55:00,20.027,1.004,248.626,65.09
2026-04-10T01:00:00,19.322,0.965,403.425,37.669
2026-04-10T01:05:00,16.151,1.006,102.781,73.369
2026-04-10T01:10:00,10.63,0.891,439.288,34.238
2026-04-10T01:15:00,14.881,0.812,148.846,31.783
2026-04-10T01:20:00,16.037,1.004,122.959,62.331
2026-04-10T01:25:00,14.275,1.003,118.632,55.914
2026-04-10T01:30:00,14.492,0.978,919.396,39.595
2026-04-10T01:35:00,10.664,1.003,99.997,35.208
2026-04-10T01:40:00,10.776,1.002,157.324,47.844
2026-04-10T01:45:00,11.52,0.988,242.475,32.288
2026-04-10T01:50:00,13.744,1.005,61.974,40.232
2026-04-10T01:55:00,13.591,1.002,39.027,46.941
2026-04-10T02:00:00,14.142,0.985,44.128,58.55
2026-04-10T02:05:00,15.512,1.004,55.636,69.253
2026-04-10T02:10:00,14.0,1.003,66.821,45.895
2026-04-10T02:15:00,14.468,0.996,45.111,53.446
2026-04-10T02:20:00,14.256,1.003,34.667,48.052
2026-04-10T02:25:00,13.909,1.003,71.322,62.037
2026-04-10T02:30:00,15.132,0.997,77.16,58.879
2026-04-10T02:40:00,15.263,0.827,375.067,50.163
2026-04-10T02:45:00,17.522,0.989,137.469,71.04
2026-04-10T02:50:00,23.121,0.94,193.325,112.164
2026-04-10T02:55:00,25.502,1.001,175.827,147.687
2026-04-10T03:00:00,26.198,0.997,329.131,115.614
2026-04-10T03:05:00,24.246,0.938,1627.935,79.254
2026-04-10T03:10:00,17.457,0.924,378.553,45.768
2026-04-10T03:15:00,16.067,0.999,198.513,46.856
2026-04-10T03:20:00,14.659,1.002,197.967,36.616
2026-04-10T03:25:00,10.797,0.999,184.336,18.656
2026-04-10T03:30:00,8.788,1.002,147.905,13.829
2026-04-10T03:35:00,13.536,0.964,379.71,40.524
2026-04-10T03:40:00,12.852,1.004,156.16,55.954
2026-04-10T03:45:00,12.472,1.004,248.044,45.896
2026-04-10T03:50:00,21.149,0.926,819.283,108.905
2026-04-10T03:55:00,21.257,1.0,246.296,129.562
2026-04-10T04:00:00,18.743,1.004,57.642,102.423
2026-04-10T04:05:00,19.971,1.001,69.242,99.351
2026-04-10T04:10:00,20.928,0.991,248.909,88.148
2026-04-10T04:15:00,22.002,1.004,395.584,108.861
2026-04-10T04:20:00,17.51,0.917,990.826,39.001
2026-04-10T04:25:00,14.3,1.005,43.876,31.677
2026-04-10T04:30:00,13.651,1.0,100.354,35.407
2026-04-10T04:35:00,14.263,1.002,83.872,39.894
2026-04-10T04:40:00,10.748,0.993,137.866,13.196
2026-04-10T04:45:00,11.636,0.999,102.777,15.577
2026-04-10T04:50:00,8.733,0.96,46.241,13.055
2026-04-10T04:55:00,18.501,1.003,274.467,104.602
