timestamp,distance,data source
2026-04-03T10:06:00Z,12.20,Charge 6
2026-04-03T10:07:00Z,81.20,Charge 6
2026-04-03T10:08:00Z,61.30,Charge 6
2026-04-03T10:09:00Z,73.80,Charge 6
2026-04-03T10:10:00Z,53.80,Charge 6
2026-04-03T10:11:00Z,67.00,Charge 6
2026-04-03T10:12:00Z,29.60,Charge 6
2026-04-03T10:13:00Z,8.70,Charge 6
2026-04-03T10:14:00Z,50.40,Charge 6
2026-04-03T10:15:00Z,42.00,Charge 6
2026-04-03T10:16:00Z,20.50,Charge 6
2026-04-03T10:17:00Z,4.00,Charge 6
2026-04-03T10:23:00Z,35.90,Charge 6
2026-04-03T10:24:00Z,51.70,Charge 6
2026-04-03T10:25:00Z,20.10,Charge 6
2026-04-03T10:26:00Z,33.70,Charge 6
2026-04-03T10:27:00Z,25.10,Charge 6
2026-04-03T10:28:00Z,30.10,Charge 6
2026-04-03T10:29:00Z,30.10,Charge 6
2026-04-03T10:30:00Z,20.80,Charge 6
2026-04-03T10:31:00Z,24.40,Charge 6
2026-04-03T10:32:00Z,12.20,Charge 6
2026-04-03T10:34:00Z,4.30,Charge 6
2026-04-03T10:35:00Z,15.70,Charge 6
2026-04-03T10:38:00Z,6.40,Charge 6
2026-04-03T10:39:00Z,7.10,Charge 6
2026-04-03T10:40:00Z,3.50,Charge 6
2026-04-03T10:44:00Z,5.00,Charge 6
2026-04-03T10:46:00Z,31.60,Charge 6
2026-04-03T10:47:00Z,5.70,Charge 6
2026-04-03T10:48:00Z,15.00,Charge 6
2026-04-03T10:49:00Z,0.70,Charge 6
2026-04-03T11:08:00Z,5.70,Charge 6
2026-04-03T11:10:00Z,5.70,Charge 6
2026-04-03T11:13:00Z,5.00,Charge 6
2026-04-03T11:14:00Z,3.50,Charge 6
2026-04-03T11:15:00Z,3.50,Charge 6
2026-04-03T11:17:00Z,5.00,Charge 6
2026-04-03T11:18:00Z,14.30,Charge 6
2026-04-03T11:19:00Z,2.80,Charge 6
2026-04-03T11:20:00Z,28.00,Charge 6
2026-04-03T11:21:00Z,41.60,Charge 6
2026-04-03T11:22:00Z,79.70,Charge 6
2026-04-03T11:23:00Z,70.10,Charge 6
2026-04-03T11:24:00Z,73.10,Charge 6
2026-04-03T11:25:00Z,43.20,Charge 6
2026-04-03T11:27:00Z,6.80,Charge 6
2026-04-03T11:28:00Z,66.40,Charge 6
2026-04-03T11:29:00Z,79.90,Charge 6
2026-04-03T11:30:00Z,63.50,Charge 6
2026-04-03T11:31:00Z,45.00,Charge 6
2026-04-03T11:32:00Z,16.80,Charge 6
2026-04-03T11:36:00Z,1.80,Charge 6
2026-04-03T11:42:00Z,4.30,Charge 6
2026-04-03T11:49:00Z,5.00,Charge 6
2026-04-03T11:59:00Z,24.40,Charge 6
2026-04-03T12:01:00Z,6.40,Charge 6
2026-04-03T12:14:00Z,5.70,Charge 6
2026-04-03T12:15:00Z,5.70,Charge 6
2026-04-03T12:16:00Z,38.00,Charge 6
2026-04-03T12:17:00Z,48.80,Charge 6
2026-04-03T12:18:00Z,25.10,Charge 6
2026-04-03T12:19:00Z,9.30,Charge 6
2026-04-03T12:20:00Z,0.70,Charge 6
2026-04-03T12:27:00Z,3.50,Charge 6
2026-04-03T12:28:00Z,7.80,Charge 6
2026-04-03T12:29:00Z,11.50,Charge 6
2026-04-03T12:32:00Z,12.20,Charge 6
2026-04-03T12:36:00Z,9.30,Charge 6
2026-04-03T12:42:00Z,5.00,Charge 6
2026-04-03T12:44:00Z,12.20,Charge 6
2026-04-03T12:45:00Z,5.00,Charge 6
2026-04-03T12:49:00Z,10.00,Charge 6
2026-04-03T12:50:00Z,10.00,Charge 6
2026-04-03T12:57:00Z,5.00,Charge 6
2026-04-03T13:09:00Z,7.10,Charge 6
2026-04-03T13:21:00Z,10.70,Charge 6
2026-04-03T13:22:00Z,6.40,Charge 6
2026-04-03T13:33:00Z,5.70,Charge 6
2026-04-03T13:34:00Z,2.80,Charge 6
2026-04-03T13:35:00Z,10.00,Charge 6
2026-04-03T13:36:00Z,15.00,Charge 6
2026-04-03T13:37:00Z,0.70,Charge 6
2026-04-03T13:38:00Z,5.00,Charge 6
2026-04-03T13:40:00Z,17.20,Charge 6
2026-04-03T14:16:00Z,25.10,Charge 6
2026-04-03T14:17:00Z,5.70,Charge 6
2026-04-03T14:18:00Z,69.70,Charge 6
2026-04-03T14:19:00Z,69.00,Charge 6
2026-04-03T14:20:00Z,39.60,Charge 6
2026-04-03T14:21:00Z,14.00,Charge 6
2026-04-03T14:22:00Z,1.40,Charge 6
2026-04-03T14:24:00Z,1.40,Charge 6
2026-04-03T14:25:00Z,2.40,Charge 6
2026-04-03T14:26:00Z,5.10,Charge 6
2026-04-03T15:11:00Z,15.00,Charge 6
2026-04-03T15:31:00Z,5.00,Charge 6
2026-04-03T15:40:00Z,9.30,Charge 6
2026-04-03T15:41:00Z,5.00,Charge 6
2026-04-03T15:42:00Z,42.30,Charge 6
2026-04-03T15:43:00Z,80.50,Charge 6
2026-04-03T15:44:00Z,69.00,Charge 6
2026-04-03T15:45:00Z,48.50,Charge 6
2026-04-03T15:46:00Z,15.70,Charge 6
2026-04-03T15:50:00Z,1.70,Charge 6
2026-04-03T15:51:00Z,9.20,Charge 6
2026-04-03T15:52:00Z,1.30,Charge 6
2026-04-03T15:58:00Z,6.40,Charge 6
2026-04-03T15:59:00Z,35.20,Charge 6
2026-04-03T16:00:00Z,11.40,Charge 6
2026-04-03T16:05:00Z,10.70,Charge 6
2026-04-03T16:08:00Z,22.90,Charge 6
2026-04-03T16:09:00Z,20.10,Charge 6
2026-04-03T16:10:00Z,15.70,Charge 6
2026-04-03T16:11:00Z,3.50,Charge 6
2026-04-03T16:12:00Z,18.60,Charge 6
2026-04-03T16:13:00Z,6.40,Charge 6
2026-04-03T16:14:00Z,14.30,Charge 6
2026-04-03T16:24:00Z,10.00,Charge 6
2026-04-03T16:25:00Z,6.40,Charge 6
2026-04-03T17:21:00Z,12.20,Charge 6
2026-04-03T17:22:00Z,11.40,Charge 6
2026-04-03T17:34:00Z,17.20,Charge 6
2026-04-03T17:35:00Z,4.30,Charge 6
2026-04-03T17:36:00Z,7.10,Charge 6
2026-04-03T17:38:00Z,7.10,Charge 6
2026-04-03T17:52:00Z,8.60,Charge 6
2026-04-03T18:14:00Z,5.00,Charge 6
2026-04-03T18:15:00Z,5.70,Charge 6
2026-04-03T18:25:00Z,5.00,Charge 6
2026-04-03T18:27:00Z,6.40,Charge 6
2026-04-03T18:28:00Z,12.90,Charge 6
2026-04-03T18:49:00Z,5.70,Charge 6
2026-04-03T18:50:00Z,2.80,Charge 6
2026-04-03T18:51:00Z,6.40,Charge 6
2026-04-03T18:52:00Z,5.70,Charge 6
2026-04-03T18:54:00Z,5.70,Charge 6
2026-04-03T18:55:00Z,7.10,Charge 6
2026-04-03T18:56:00Z,13.60,Charge 6
2026-04-03T18:57:00Z,13.60,Charge 6
2026-04-03T18:58:00Z,5.70,Charge 6
2026-04-03T19:37:00Z,5.70,Charge 6
2026-04-03T19:38:00Z,5.00,Charge 6
2026-04-03T19:50:00Z,9.30,Charge 6
2026-04-03T19:51:00Z,30.10,Charge 6
2026-04-03T19:52:00Z,7.10,Charge 6
2026-04-03T20:58:00Z,10.70,Charge 6
2026-04-03T21:00:00Z,15.00,Charge 6
2026-04-03T21:02:00Z,22.90,Charge 6
2026-04-03T21:03:00Z,5.70,Charge 6
2026-04-03T21:04:00Z,12.20,Charge 6
2026-04-03T23:29:00Z,7.10,Charge 6
2026-04-04T00:34:00Z,4.30,Charge 6
2026-04-04T01:24:00Z,6.40,Charge 6
2026-04-04T05:32:00Z,7.80,Charge 6
2026-04-04T05:35:00Z,5.70,Charge 6
2026-04-04T05:43:00Z,10.00,Charge 6
2026-04-04T05:44:00Z,71.10,Charge 6
2026-04-04T05:45:00Z,58.90,Charge 6
2026-04-04T05:46:00Z,76.10,Charge 6
2026-04-04T05:47:00Z,39.50,Charge 6
2026-04-04T05:48:00Z,34.40,Charge 6
2026-04-04T05:49:00Z,70.40,Charge 6
2026-04-04T05:51:00Z,39.50,Charge 6
2026-04-04T05:52:00Z,56.00,Charge 6
2026-04-04T05:53:00Z,47.40,Charge 6
2026-04-04T05:54:00Z,6.40,Charge 6
2026-04-04T05:56:00Z,22.20,Charge 6
2026-04-04T05:57:00Z,1.50,Charge 6
2026-04-04T05:58:00Z,8.30,Charge 6
2026-04-04T05:59:00Z,58.30,Charge 6
2026-04-04T06:00:00Z,69.40,Charge 6
2026-04-04T06:01:00Z,79.00,Charge 6
2026-04-04T06:02:00Z,77.70,Charge 6
2026-04-04T06:03:00Z,75.60,Charge 6
2026-04-04T06:04:00Z,80.20,Charge 6
2026-04-04T06:05:00Z,84.30,Charge 6
2026-04-04T06:06:00Z,85.50,Charge 6
2026-04-04T06:07:00Z,85.70,Charge 6
2026-04-04T06:08:00Z,82.40,Charge 6
2026-04-04T06:09:00Z,79.40,Charge 6
2026-04-04T06:10:00Z,77.60,Charge 6
2026-04-04T06:11:00Z,76.30,Charge 6
2026-04-04T06:12:00Z,114.40,Charge 6
2026-04-04T06:13:00Z,138.30,Charge 6
2026-04-04T06:14:00Z,80.80,Charge 6
2026-04-04T06:15:00Z,81.70,Charge 6
2026-04-04T06:16:00Z,80.10,Charge 6
2026-04-04T06:17:00Z,78.00,Charge 6
2026-04-04T06:18:00Z,70.10,Charge 6
2026-04-04T06:19:00Z,56.80,Charge 6
2026-04-04T06:20:00Z,42.50,Charge 6
2026-04-04T06:21:00Z,46.40,Charge 6
2026-04-04T06:22:00Z,59.50,Charge 6
2026-04-04T06:23:00Z,77.40,Charge 6
2026-04-04T06:24:00Z,77.00,Charge 6
2026-04-04T06:25:00Z,78.10,Charge 6
2026-04-04T06:26:00Z,99.40,Charge 6
2026-04-04T06:27:00Z,133.10,Charge 6
2026-04-04T06:28:00Z,98.00,Charge 6
2026-04-04T06:31:00Z,13.60,Charge 6
2026-04-04T06:32:00Z,9.40,Charge 6
2026-04-04T06:36:00Z,3.80,Charge 6
2026-04-04T06:37:00Z,25.30,Charge 6
2026-04-04T06:38:00Z,6.10,Charge 6
2026-04-04T06:39:00Z,4.10,Charge 6
2026-04-04T06:40:00Z,11.90,Charge 6
2026-04-04T06:41:00Z,1.40,Charge 6
2026-04-04T06:43:00Z,6.10,Charge 6
2026-04-04T06:45:00Z,0.10,Charge 6
2026-04-04T06:46:00Z,1.30,Charge 6
2026-04-04T06:47:00Z,6.40,Charge 6
2026-04-04T06:49:00Z,27.50,Charge 6
2026-04-04T06:50:00Z,9.80,Charge 6
2026-04-04T06:58:00Z,20.80,Charge 6
2026-04-04T07:01:00Z,13.60,Charge 6
2026-04-04T07:02:00Z,6.40,Charge 6
2026-04-04T07:03:00Z,61.00,Charge 6
2026-04-04T07:04:00Z,56.70,Charge 6
2026-04-04T07:05:00Z,10.70,Charge 6
2026-04-04T07:06:00Z,25.10,Charge 6
2026-04-04T07:07:00Z,39.50,Charge 6
2026-04-04T07:08:00Z,48.10,Charge 6
2026-04-04T07:09:00Z,22.90,Charge 6
2026-04-04T07:10:00Z,10.00,Charge 6
2026-04-04T07:11:00Z,14.30,Charge 6
2026-04-04T07:12:00Z,8.60,Charge 6
2026-04-04T07:13:00Z,5.00,Charge 6
2026-04-04T07:30:00Z,13.60,Charge 6
2026-04-04T08:06:00Z,12.90,Charge 6
2026-04-04T08:07:00Z,4.30,Charge 6
2026-04-04T08:10:00Z,2.80,Charge 6
2026-04-04T08:12:00Z,4.30,Charge 6
2026-04-04T08:14:00Z,5.70,Charge 6
2026-04-04T08:15:00Z,5.70,Charge 6
2026-04-04T08:16:00Z,11.40,Charge 6
2026-04-04T08:17:00Z,33.70,Charge 6
2026-04-04T08:18:00Z,33.00,Charge 6
2026-04-04T08:23:00Z,33.70,Charge 6
2026-04-04T08:24:00Z,12.90,Charge 6
2026-04-04T08:25:00Z,5.70,Charge 6
2026-04-04T08:29:00Z,7.80,Charge 6
2026-04-04T08:31:00Z,36.60,Charge 6
2026-04-04T08:32:00Z,25.10,Charge 6
2026-04-04T08:33:00Z,7.90,Charge 6
2026-04-04T08:34:00Z,28.00,Charge 6
2026-04-04T08:35:00Z,21.50,Charge 6
2026-04-04T08:36:00Z,7.80,Charge 6
2026-04-04T08:39:00Z,13.60,Charge 6
2026-04-04T08:53:00Z,7.10,Charge 6
2026-04-04T08:54:00Z,17.20,Charge 6
2026-04-04T08:55:00Z,17.90,Charge 6
2026-04-04T08:56:00Z,29.40,Charge 6
2026-04-04T08:58:00Z,10.00,Charge 6
2026-04-04T09:02:00Z,16.50,Charge 6
2026-04-04T09:03:00Z,13.60,Charge 6
2026-04-04T09:07:00Z,7.10,Charge 6
2026-04-04T09:13:00Z,20.10,Charge 6
2026-04-04T09:14:00Z,35.20,Charge 6
2026-04-04T09:16:00Z,3.50,Charge 6
2026-04-04T09:23:00Z,13.60,Charge 6
2026-04-04T09:48:00Z,13.60,Charge 6
2026-04-04T09:50:00Z,13.60,Charge 6
2026-04-04T09:51:00Z,24.40,Charge 6
2026-04-04T09:52:00Z,19.30,Charge 6
2026-04-04T09:54:00Z,33.00,Charge 6
2026-04-04T09:55:00Z,79.00,Charge 6
2026-04-04T09:56:00Z,76.20,Charge 6
2026-04-04T09:57:00Z,79.60,Charge 6
2026-04-04T09:58:00Z,82.60,Charge 6
2026-04-04T09:59:00Z,39.90,Charge 6
2026-04-04T10:00:00Z,12.10,Charge 6
2026-04-04T10:01:00Z,85.90,Charge 6
2026-04-04T10:02:00Z,69.00,Charge 6
2026-04-04T10:10:00Z,33.00,Charge 6
2026-04-04T10:11:00Z,10.70,Charge 6
2026-04-04T10:16:00Z,6.40,Charge 6
2026-04-04T10:17:00Z,5.70,Charge 6
2026-04-04T10:18:00Z,24.40,Charge 6
2026-04-04T10:19:00Z,10.70,Charge 6
2026-04-04T10:20:00Z,14.30,Charge 6
2026-04-04T10:21:00Z,5.00,Charge 6
2026-04-04T10:22:00Z,12.90,Charge 6
2026-04-04T10:26:00Z,3.50,Charge 6
2026-04-04T10:29:00Z,5.00,Charge 6
2026-04-04T10:30:00Z,2.80,Charge 6
2026-04-04T10:35:00Z,7.80,Charge 6
2026-04-04T10:43:00Z,4.30,Charge 6
2026-04-04T10:46:00Z,10.00,Charge 6
2026-04-04T11:24:00Z,4.30,Charge 6
2026-04-04T11:53:00Z,25.80,Charge 6
2026-04-04T11:54:00Z,7.10,Charge 6
2026-04-04T11:55:00Z,11.40,Charge 6
2026-04-04T11:57:00Z,23.70,Charge 6
2026-04-04T11:58:00Z,13.60,Charge 6
2026-04-04T11:59:00Z,17.20,Charge 6
2026-04-04T12:00:00Z,21.50,Charge 6
2026-04-04T12:03:00Z,20.10,Charge 6
2026-04-04T12:04:00Z,2.10,Charge 6
2026-04-04T12:05:00Z,7.80,Charge 6
2026-04-04T12:06:00Z,6.40,Charge 6
2026-04-04T12:15:00Z,22.20,Charge 6
2026-04-04T12:16:00Z,68.20,Charge 6
2026-04-04T12:17:00Z,64.80,Charge 6
2026-04-04T12:18:00Z,25.80,Charge 6
2026-04-04T12:21:00Z,2.00,Charge 6
2026-04-04T12:22:00Z,41.40,Charge 6
2026-04-04T12:23:00Z,34.80,Charge 6
2026-04-04T12:24:00Z,4.80,Charge 6
2026-04-04T12:25:00Z,12.70,Charge 6
2026-04-04T12:26:00Z,3.40,Charge 6
2026-04-04T12:27:00Z,13.20,Charge 6
2026-04-04T12:28:00Z,45.50,Charge 6
2026-04-04T12:29:00Z,17.90,Charge 6
2026-04-04T12:31:00Z,7.10,Charge 6
2026-04-04T12:32:00Z,37.30,Charge 6
2026-04-04T12:33:00Z,5.00,Charge 6
2026-04-04T12:35:00Z,16.50,Charge 6
2026-04-04T12:37:00Z,12.90,Charge 6
2026-04-04T12:38:00Z,10.00,Charge 6
2026-04-04T12:41:00Z,17.90,Charge 6
2026-04-04T12:42:00Z,74.70,Charge 6
2026-04-04T12:43:00Z,67.20,Charge 6
2026-04-04T12:44:00Z,76.70,Charge 6
2026-04-04T12:45:00Z,43.90,Charge 6
2026-04-04T12:46:00Z,27.20,Charge 6
2026-04-04T12:47:00Z,11.80,Charge 6
2026-04-04T12:48:00Z,7.20,Charge 6
2026-04-04T13:13:00Z,10.00,Charge 6
2026-04-04T13:14:00Z,12.90,Charge 6
2026-04-04T13:15:00Z,4.30,Charge 6
2026-04-04T13:20:00Z,7.10,Charge 6
2026-04-04T13:26:00Z,18.60,Charge 6
2026-04-04T13:41:00Z,7.10,Charge 6
2026-04-04T13:59:00Z,5.00,Charge 6
2026-04-04T14:00:00Z,12.90,Charge 6
2026-04-04T14:02:00Z,38.00,Charge 6
2026-04-04T14:03:00Z,10.00,Charge 6
2026-04-04T14:06:00Z,18.60,Charge 6
2026-04-04T14:07:00Z,5.00,Charge 6
2026-04-04T14:10:00Z,36.60,Charge 6
2026-04-04T14:11:00Z,13.60,Charge 6
2026-04-04T14:15:00Z,26.50,Charge 6
2026-04-04T14:17:00Z,14.30,Charge 6
2026-04-04T14:18:00Z,5.00,Charge 6
2026-04-04T14:19:00Z,4.30,Charge 6
2026-04-04T14:31:00Z,6.40,Charge 6
2026-04-04T14:32:00Z,8.60,Charge 6
2026-04-04T14:39:00Z,10.00,Charge 6
2026-04-04T14:41:00Z,5.70,Charge 6
2026-04-04T14:42:00Z,13.60,Charge 6
2026-04-04T14:43:00Z,4.30,Charge 6
2026-04-04T14:52:00Z,5.00,Charge 6
2026-04-04T14:53:00Z,14.30,Charge 6
2026-04-04T14:54:00Z,7.80,Charge 6
2026-04-04T14:55:00Z,5.00,Charge 6
2026-04-04T14:56:00Z,10.70,Charge 6
2026-04-04T14:58:00Z,6.40,Charge 6
2026-04-04T15:00:00Z,20.10,Charge 6
2026-04-04T15:03:00Z,12.20,Charge 6
2026-04-04T15:04:00Z,10.70,Charge 6
2026-04-04T15:06:00Z,17.20,Charge 6
2026-04-04T15:07:00Z,17.90,Charge 6
2026-04-04T15:09:00Z,12.20,Charge 6
2026-04-04T15:14:00Z,9.30,Charge 6
2026-04-04T15:20:00Z,6.40,Charge 6
2026-04-04T15:29:00Z,7.80,Charge 6
2026-04-04T15:33:00Z,4.30,Charge 6
2026-04-04T15:34:00Z,12.90,Charge 6
2026-04-04T15:35:00Z,24.40,Charge 6
2026-04-04T15:38:00Z,8.60,Charge 6
2026-04-04T15:57:00Z,4.30,Charge 6
2026-04-04T16:08:00Z,10.00,Charge 6
2026-04-04T16:11:00Z,10.00,Charge 6
2026-04-04T16:12:00Z,18.60,Charge 6
2026-04-04T16:13:00Z,18.60,Charge 6
2026-04-04T16:14:00Z,14.30,Charge 6
2026-04-04T16:15:00Z,7.10,Charge 6
2026-04-04T16:16:00Z,8.60,Charge 6
2026-04-04T16:17:00Z,35.90,Charge 6
2026-04-04T16:19:00Z,5.00,Charge 6
2026-04-04T16:21:00Z,13.60,Charge 6
2026-04-04T17:12:00Z,12.20,Charge 6
2026-04-04T17:21:00Z,5.00,Charge 6
2026-04-04T17:25:00Z,21.50,Charge 6
2026-04-04T17:26:00Z,7.80,Charge 6
2026-04-04T17:27:00Z,15.80,Charge 6
2026-04-04T17:58:00Z,5.70,Charge 6
2026-04-04T17:59:00Z,28.70,Charge 6
2026-04-04T18:01:00Z,22.20,Charge 6
2026-04-04T18:48:00Z,20.80,Charge 6
2026-04-04T18:49:00Z,9.30,Charge 6
2026-04-04T18:55:00Z,7.10,Charge 6
2026-04-04T18:56:00Z,17.20,Charge 6
2026-04-04T18:57:00Z,20.10,Charge 6
2026-04-04T18:58:00Z,10.00,Charge 6
2026-04-04T19:41:00Z,6.40,Charge 6
2026-04-04T19:43:00Z,13.60,Charge 6
2026-04-04T19:44:00Z,5.00,Charge 6
2026-04-04T19:45:00Z,7.10,Charge 6
2026-04-04T19:48:00Z,5.70,Charge 6
2026-04-04T19:55:00Z,15.00,Charge 6
2026-04-04T19:56:00Z,17.20,Charge 6
2026-04-04T19:57:00Z,12.90,Charge 6
2026-04-04T20:03:00Z,17.90,Charge 6
2026-04-04T20:05:00Z,21.50,Charge 6
2026-04-04T20:06:00Z,15.00,Charge 6
2026-04-04T20:17:00Z,24.40,Charge 6
2026-04-04T20:18:00Z,5.00,Charge 6
2026-04-04T21:18:00Z,2.80,Charge 6
2026-04-04T23:14:00Z,5.00,Charge 6
2026-04-04T23:20:00Z,8.60,Charge 6
2026-04-04T23:22:00Z,6.40,Charge 6
2026-04-04T23:26:00Z,25.10,Charge 6
2026-04-04T23:27:00Z,52.40,Charge 6
2026-04-04T23:30:00Z,48.80,Charge 6
2026-04-04T23:31:00Z,47.40,Charge 6
2026-04-04T23:32:00Z,35.90,Charge 6
2026-04-04T23:33:00Z,48.80,Charge 6
2026-04-04T23:34:00Z,30.10,Charge 6
2026-04-04T23:35:00Z,33.00,Charge 6
2026-04-04T23:36:00Z,2.80,Charge 6
2026-04-04T23:37:00Z,54.60,Charge 6
2026-04-04T23:38:00Z,39.50,Charge 6
2026-04-04T23:39:00Z,15.00,Charge 6
2026-04-05T00:08:00Z,15.80,Charge 6
2026-04-05T04:11:00Z,7.10,Charge 6
2026-04-05T06:03:00Z,3.50,Charge 6
2026-04-05T06:39:00Z,5.70,Charge 6
2026-04-05T06:40:00Z,7.80,Charge 6
2026-04-05T06:41:00Z,0.70,Charge 6
2026-04-05T06:42:00Z,7.80,Charge 6
2026-04-05T07:01:00Z,4.30,Charge 6
2026-04-05T07:10:00Z,17.20,Charge 6
2026-04-05T07:15:00Z,12.20,Charge 6
2026-04-05T07:16:00Z,10.00,Charge 6
2026-04-05T07:17:00Z,4.30,Charge 6
2026-04-05T07:18:00Z,2.80,Charge 6
2026-04-05T07:25:00Z,17.20,Charge 6
2026-04-05T07:28:00Z,4.30,Charge 6
2026-04-05T07:30:00Z,17.20,Charge 6
2026-04-05T07:31:00Z,27.20,Charge 6
2026-04-05T07:33:00Z,5.70,Charge 6
2026-04-05T07:43:00Z,10.00,Charge 6
2026-04-05T07:51:00Z,31.60,Charge 6
2026-04-05T07:53:00Z,5.70,Charge 6
2026-04-05T07:54:00Z,12.90,Charge 6
2026-04-05T07:55:00Z,1.40,Charge 6
2026-04-05T08:12:00Z,7.80,Charge 6
2026-04-05T08:13:00Z,12.20,Charge 6
2026-04-05T08:26:00Z,5.00,Charge 6
2026-04-05T08:27:00Z,10.00,Charge 6
2026-04-05T08:29:00Z,3.50,Charge 6
2026-04-05T08:30:00Z,30.80,Charge 6
2026-04-05T08:31:00Z,14.30,Charge 6
2026-04-05T08:33:00Z,16.50,Charge 6
2026-04-05T08:34:00Z,11.40,Charge 6
2026-04-05T08:36:00Z,12.90,Charge 6
2026-04-05T08:37:00Z,7.90,Charge 6
2026-04-05T08:39:00Z,10.00,Charge 6
2026-04-05T08:40:00Z,7.10,Charge 6
2026-04-05T08:41:00Z,7.10,Charge 6
2026-04-05T08:42:00Z,7.10,Charge 6
2026-04-05T08:43:00Z,26.50,Charge 6
2026-04-05T08:44:00Z,28.70,Charge 6
2026-04-05T08:45:00Z,8.60,Charge 6
2026-04-05T08:50:00Z,6.40,Charge 6
2026-04-05T09:22:00Z,5.70,Charge 6
2026-04-05T09:23:00Z,6.40,Charge 6
2026-04-05T09:28:00Z,10.00,Charge 6
2026-04-05T09:29:00Z,7.80,Charge 6
2026-04-05T09:30:00Z,21.50,Charge 6
2026-04-05T09:39:00Z,24.40,Charge 6
2026-04-05T09:40:00Z,12.20,Charge 6
2026-04-05T09:49:00Z,12.90,Charge 6
2026-04-05T09:50:00Z,24.40,Charge 6
2026-04-05T09:51:00Z,14.30,Charge 6
2026-04-05T09:52:00Z,8.60,Charge 6
2026-04-05T10:01:00Z,6.40,Charge 6
2026-04-05T10:02:00Z,7.80,Charge 6
2026-04-05T10:03:00Z,24.40,Charge 6
2026-04-05T10:04:00Z,33.70,Charge 6
2026-04-05T10:05:00Z,40.20,Charge 6
2026-04-05T10:06:00Z,15.00,Charge 6
2026-04-05T10:07:00Z,17.20,Charge 6
2026-04-05T10:08:00Z,2.10,Charge 6
2026-04-05T10:09:00Z,45.90,Charge 6
2026-04-05T10:11:00Z,9.30,Charge 6
2026-04-05T10:12:00Z,35.10,Charge 6
2026-04-05T10:32:00Z,20.10,Charge 6
2026-04-05T10:33:00Z,5.70,Charge 6
2026-04-05T10:36:00Z,10.00,Charge 6
2026-04-05T10:37:00Z,14.30,Charge 6
2026-04-05T10:38:00Z,16.50,Charge 6
2026-04-05T10:42:00Z,13.60,Charge 6
2026-04-05T10:43:00Z,19.30,Charge 6
2026-04-05T11:32:00Z,8.60,Charge 6
2026-04-05T11:33:00Z,37.30,Charge 6
2026-04-05T11:34:00Z,66.80,Charge 6
2026-04-05T11:35:00Z,33.70,Charge 6
2026-04-05T11:36:00Z,17.90,Charge 6
2026-04-05T11:37:00Z,7.80,Charge 6
2026-04-05T11:38:00Z,50.20,Charge 6
2026-04-05T11:39:00Z,50.30,Charge 6
2026-04-05T11:40:00Z,27.30,Charge 6
2026-04-05T11:41:00Z,59.60,Charge 6
2026-04-05T11:42:00Z,50.30,Charge 6
2026-04-05T11:44:00Z,5.00,Charge 6
2026-04-05T11:45:00Z,21.50,Charge 6
2026-04-05T11:46:00Z,12.20,Charge 6
2026-04-05T11:47:00Z,12.90,Charge 6
2026-04-05T12:07:00Z,5.00,Charge 6
2026-04-05T12:19:00Z,5.00,Charge 6
2026-04-05T12:48:00Z,4.30,Charge 6
2026-04-05T13:14:00Z,17.20,Charge 6
2026-04-05T13:15:00Z,7.80,Charge 6
2026-04-05T13:16:00Z,12.20,Charge 6
2026-04-05T13:17:00Z,15.70,Charge 6
2026-04-05T13:18:00Z,38.00,Charge 6
2026-04-05T13:20:00Z,15.00,Charge 6
2026-04-05T13:24:00Z,4.30,Charge 6
2026-04-05T14:19:00Z,3.50,Charge 6
2026-04-05T14:29:00Z,5.70,Charge 6
2026-04-05T14:31:00Z,5.00,Charge 6
2026-04-05T14:41:00Z,5.70,Charge 6
2026-04-05T14:43:00Z,12.90,Charge 6
2026-04-05T15:27:00Z,5.00,Charge 6
2026-04-05T15:29:00Z,4.30,Charge 6
2026-04-05T15:30:00Z,19.30,Charge 6
2026-04-05T15:31:00Z,26.50,Charge 6
2026-04-05T15:32:00Z,9.30,Charge 6
2026-04-05T15:36:00Z,25.10,Charge 6
2026-04-05T15:37:00Z,32.30,Charge 6
2026-04-05T15:46:00Z,12.90,Charge 6
2026-04-05T15:50:00Z,33.00,Charge 6
2026-04-05T17:07:00Z,4.30,Charge 6
2026-04-05T17:09:00Z,5.00,Charge 6
2026-04-05T17:10:00Z,4.30,Charge 6
2026-04-05T17:11:00Z,6.40,Charge 6
2026-04-05T17:13:00Z,18.60,Charge 6
2026-04-05T17:14:00Z,68.90,Charge 6
2026-04-05T17:15:00Z,82.60,Charge 6
2026-04-05T17:16:00Z,78.30,Charge 6
2026-04-05T17:17:00Z,70.40,Charge 6
2026-04-05T17:18:00Z,53.80,Charge 6
2026-04-05T17:19:00Z,17.20,Charge 6
2026-04-05T17:20:00Z,37.30,Charge 6
2026-04-05T17:21:00Z,25.80,Charge 6
2026-04-05T17:23:00Z,17.90,Charge 6
2026-04-05T17:24:00Z,53.80,Charge 6
2026-04-05T17:25:00Z,6.40,Charge 6
2026-04-05T17:28:00Z,27.30,Charge 6
2026-04-05T17:29:00Z,30.10,Charge 6
2026-04-05T17:30:00Z,53.80,Charge 6
2026-04-05T17:31:00Z,25.10,Charge 6
2026-04-05T17:32:00Z,74.00,Charge 6
2026-04-05T17:33:00Z,80.50,Charge 6
2026-04-05T17:34:00Z,63.10,Charge 6
2026-04-05T17:35:00Z,49.60,Charge 6
