timestamp,workout,background,total,data source
2026-03-26T06:16:00Z,0.0,0.2389654115440654,0.2389654115440654,Charge 6
2026-03-26T06:18:00Z,0.0,0.2352087103665027,0.2352087103665027,Charge 6
2026-03-26T06:19:00Z,0.0,0.3279844162516399,0.3279844162516399,Charge 6
2026-03-26T06:28:00Z,0.0,0.23120022190683473,0.23120022190683473,Charge 6
2026-03-26T06:30:00Z,0.0,0.23011673023579013,0.23011673023579013,Charge 6
2026-03-26T06:31:00Z,0.0,0.23495455815751393,0.23495455815751393,Charge 6
2026-03-26T06:32:00Z,0.0,0.24360068339336055,0.24360068339336055,Charge 6
2026-03-26T06:33:00Z,0.0,0.26029640168376483,0.26029640168376483,Charge 6
2026-03-26T06:34:00Z,0.0,0.24718805945851396,0.24718805945851396,Charge 6
2026-03-26T06:35:00Z,0.0,0.25779277100185216,0.25779277100185216,Charge 6
2026-03-26T06:36:00Z,0.0,0.2392280868361846,0.2392280868361846,Charge 6
2026-03-26T06:37:00Z,0.0,0.25006504049918976,0.25006504049918976,Charge 6
2026-03-26T06:38:00Z,0.0,0.26227408962343096,0.26227408962343096,Charge 6
2026-03-26T06:39:00Z,0.0,0.2682818664807018,0.2682818664807018,Charge 6
2026-03-26T06:40:00Z,0.0,0.2978894264885442,0.2978894264885442,Charge 6
2026-03-26T06:41:00Z,0.0,0.29763083603031215,0.29763083603031215,Charge 6
2026-03-26T06:42:00Z,0.0,0.30053637541155265,0.30053637541155265,Charge 6
2026-03-26T06:43:00Z,0.0,0.30986058017626694,0.30986058017626694,Charge 6
2026-03-26T06:44:00Z,0.0,0.3346107326296069,0.3346107326296069,Charge 6
2026-03-26T06:45:00Z,0.0,0.3170792531882072,0.3170792531882072,Charge 6
2026-03-26T06:46:00Z,0.0,0.30329298574169733,0.30329298574169733,Charge 6
2026-03-26T06:47:00Z,0.0,0.2565317597144447,0.2565317597144447,Charge 6
2026-03-26T07:10:00Z,0.0,0.23737784639827067,0.23737784639827067,Charge 6
2026-03-26T07:18:00Z,0.0,0.2752875618905958,0.2752875618905958,Charge 6
2026-03-26T07:19:00Z,0.0,0.24961973005867757,0.24961973005867757,Charge 6
2026-03-26T07:23:00Z,0.0,0.2292044045277643,0.2292044045277643,Charge 6
2026-03-26T07:42:00Z,0.0,0.30293079289427605,0.30293079289427605,Charge 6
2026-03-26T07:43:00Z,0.0,0.2630741802860533,0.2630741802860533,Charge 6
2026-03-26T07:44:00Z,0.0,0.24960261245788232,0.24960261245788232,Charge 6
2026-03-26T07:51:00Z,0.0,0.28151333734456563,0.28151333734456563,Charge 6
2026-03-26T07:53:00Z,0.0,0.2791210322371422,0.2791210322371422,Charge 6
2026-03-26T07:54:00Z,0.0,0.2293289914271266,0.2293289914271266,Charge 6
2026-03-26T07:55:00Z,0.0,0.2480649738268583,0.2480649738268583,Charge 6
2026-03-26T07:56:00Z,0.0,0.2292314366016194,0.2292314366016194,Charge 6
2026-03-26T11:25:00Z,0.0,0.2607899515530415,0.2607899515530415,Charge 6
2026-03-26T11:48:00Z,0.0,1.2369522091310527,1.2369522091310527,Charge 6
2026-03-26T11:50:00Z,0.0,1.0306375420377631,1.0306375420377631,Charge 6
2026-03-26T11:51:00Z,0.0,0.873315204362003,0.873315204362003,Charge 6
2026-03-26T11:53:00Z,0.0,1.226723983016381,1.226723983016381,Charge 6
2026-03-26T11:54:00Z,0.0,1.2504996162085553,1.2504996162085553,Charge 6
2026-03-26T11:56:00Z,0.0,0.6634844264165516,0.6634844264165516,Charge 6
2026-03-26T12:04:00Z,0.0,0.2648452746495556,0.2648452746495556,Charge 6
2026-03-26T12:05:00Z,0.0,0.33699671580232976,0.33699671580232976,Charge 6
2026-03-26T15:19:00Z,0.0,0.3135011247745157,0.3135011247745157,Charge 6
2026-03-26T15:20:00Z,0.0,0.2330545109858487,0.2330545109858487,Charge 6
2026-03-26T15:21:00Z,0.0,0.2905203634085691,0.2905203634085691,Charge 6
2026-03-26T15:22:00Z,0.0,0.3329405007401945,0.3329405007401945,Charge 6
2026-03-26T15:23:00Z,0.0,0.35067878491189963,0.35067878491189963,Charge 6
2026-03-26T15:24:00Z,0.0,0.3103764186160442,0.3103764186160442,Charge 6
2026-03-26T15:30:00Z,0.0,0.29188961426319043,0.29188961426319043,Charge 6
2026-03-26T15:34:00Z,0.0,0.26012486825070197,0.26012486825070197,Charge 6
2026-03-26T15:43:00Z,0.0,0.22945012849087246,0.22945012849087246,Charge 6
