timestamp,steps,distance millimeters,altitude gain millimeters,data source
2026-04-12T08:32:05Z,1,0,0,Charge 6
2026-04-12T08:32:06Z,2,0,0,Charge 6
2026-04-12T08:32:07Z,2,180,0,Charge 6
2026-04-12T08:32:08Z,1,260,0,Charge 6
2026-04-12T08:32:09Z,2,390,0,Charge 6
2026-04-12T08:32:10Z,2,540,0,Charge 6
2026-04-12T08:32:11Z,1,630,0,Charge 6
2026-04-12T08:32:12Z,2,690,0,Charge 6
2026-04-12T08:32:13Z,2,780,0,Charge 6
2026-04-12T08:32:14Z,1,820,0,Charge 6
2026-04-12T08:32:15Z,2,850,0,Charge 6
2026-04-12T08:32:16Z,2,890,0,Charge 6
2026-04-12T08:32:17Z,1,1120,0,Charge 6
2026-04-12T08:32:18Z,2,1130,0,Charge 6
2026-04-12T08:32:19Z,2,1160,0,Charge 6
2026-04-12T08:32:20Z,1,1160,0,Charge 6
2026-04-12T08:32:21Z,2,1150,0,Charge 6
2026-04-12T08:32:22Z,2,1190,0,Charge 6
2026-04-12T08:32:23Z,0,1190,0,Charge 6
2026-04-12T08:32:24Z,1,1170,0,Charge 6
2026-04-12T08:32:25Z,3,1160,0,Charge 6
2026-04-12T08:32:26Z,1,1170,0,Charge 6
2026-04-12T08:32:27Z,2,1150,0,Charge 6
2026-04-12T08:32:28Z,2,1190,0,Charge 6
2026-04-12T08:32:29Z,1,1210,0,Charge 6
2026-04-12T08:32:30Z,2,1210,0,Charge 6
2026-04-12T08:32:31Z,0,1210,0,Charge 6
2026-04-12T08:32:32Z,2,1210,0,Charge 6
2026-04-12T08:32:33Z,3,1200,0,Charge 6
2026-04-12T08:32:34Z,1,1200,0,Charge 6
2026-04-12T08:32:35Z,2,1200,0,Charge 6
2026-04-12T08:32:36Z,2,1260,0,Charge 6
2026-04-12T08:32:37Z,1,1260,0,Charge 6
2026-04-12T08:32:38Z,2,1260,0,Charge 6
2026-04-12T08:32:39Z,1,1260,0,Charge 6
2026-04-12T08:32:40Z,2,1260,0,Charge 6
2026-04-12T08:32:41Z,1,1250,0,Charge 6
2026-04-12T08:32:42Z,2,1240,0,Charge 6
2026-04-12T08:32:43Z,2,1240,0,Charge 6
2026-04-12T08:32:44Z,1,1240,0,Charge 6
