timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2026-03-26T02:43:30Z,12.4,0.8,4.1,10.8,0.7,7.2,11.0,1.8,3.1,12.4,0.8,4.1,Fitbit App
2026-03-26T05:54:30Z,12.2,0.9,4.5,11.4,1.3,8.8,10.6,2.4,3.9,12.2,0.9,4.5,Fitbit App
2026-03-27T04:57:30Z,9.8,1.0,3.5,11.6,1.3,5.5,12.4,3.9,6.1,11.6,1.3,5.5,Fitbit App
2026-03-28T06:28:30Z,13.0,1.6,2.8,12.2,0.8,6.3,11.4,1.2,2.6,12.2,0.8,6.3,Fitbit App
2026-03-29T05:58:00Z,0.0,0.0,0.0,11.6,1.3,5.0,9.0,1.0,3.1,11.6,1.3,5.0,Fitbit App
2026-03-30T04:41:00Z,11.8,1.1,7.0,8.6,1.0,3.9,0.0,0.0,0.0,11.8,1.1,7.0,Fitbit App
2026-03-31T03:36:30Z,8.8,0.5,5.2,11.6,0.7,4.2,9.0,0.6,4.1,8.8,0.5,5.2,Fitbit App
