timestamp,steps,distance millimeters,altitude gain millimeters,data source
2026-04-02T05:56:02Z,0,0,0,Charge 6
2026-04-02T05:56:03Z,0,0,0,Charge 6
2026-04-02T05:56:04Z,0,0,0,Charge 6
2026-04-02T05:56:05Z,0,0,0,Charge 6
2026-04-02T05:56:06Z,0,0,0,Charge 6
2026-04-02T05:56:07Z,0,0,0,Charge 6
2026-04-02T05:56:08Z,0,0,0,Charge 6
2026-04-02T05:56:09Z,0,0,0,Charge 6
2026-04-02T05:56:10Z,0,0,0,Charge 6
2026-04-02T05:56:11Z,0,0,0,Charge 6
2026-04-02T05:56:12Z,0,0,0,Charge 6
2026-04-02T05:56:13Z,0,0,0,Charge 6
2026-04-02T05:56:14Z,0,0,0,Charge 6
2026-04-02T05:56:15Z,0,0,0,Charge 6
2026-04-02T05:56:16Z,0,0,0,Charge 6
2026-04-02T05:56:17Z,0,0,0,Charge 6
2026-04-02T05:56:18Z,0,0,0,Charge 6
2026-04-02T05:56:19Z,0,0,0,Charge 6
2026-04-02T05:56:20Z,1,0,0,Charge 6
2026-04-02T05:56:21Z,1,0,0,Charge 6
2026-04-02T05:56:22Z,2,0,0,Charge 6
2026-04-02T05:56:23Z,1,0,0,Charge 6
2026-04-02T05:56:24Z,1,0,0,Charge 6
2026-04-02T05:56:25Z,2,0,0,Charge 6
2026-04-02T05:56:26Z,1,0,0,Charge 6
2026-04-02T05:56:27Z,2,0,0,Charge 6
2026-04-02T05:56:28Z,1,0,0,Charge 6
2026-04-02T05:56:29Z,2,0,0,Charge 6
2026-04-02T05:56:30Z,1,130,0,Charge 6
2026-04-02T05:56:31Z,2,280,0,Charge 6
2026-04-02T05:56:32Z,1,430,0,Charge 6
2026-04-02T05:56:33Z,2,610,0,Charge 6
2026-04-02T05:56:34Z,1,770,0,Charge 6
2026-04-02T05:56:35Z,1,800,0,Charge 6
2026-04-02T05:56:36Z,2,830,0,Charge 6
2026-04-02T05:56:37Z,1,850,0,Charge 6
2026-04-02T05:56:38Z,2,850,0,Charge 6
2026-04-02T05:56:39Z,1,870,0,Charge 6
2026-04-02T05:56:40Z,1,980,0,Charge 6
2026-04-02T05:56:41Z,1,940,0,Charge 6
2026-04-02T05:56:42Z,1,950,0,Charge 6
2026-04-02T05:56:43Z,1,940,0,Charge 6
