timestamp,steps,distance millimeters,altitude gain millimeters,data source
2026-04-10T05:09:31Z,0,0,0,Charge 6
2026-04-10T05:09:32Z,0,0,0,Charge 6
2026-04-10T05:09:33Z,2,0,0,Charge 6
2026-04-10T05:09:34Z,2,0,0,Charge 6
2026-04-10T05:09:35Z,0,0,0,Charge 6
2026-04-10T05:09:36Z,0,0,0,Charge 6
2026-04-10T05:09:37Z,0,0,0,Charge 6
2026-04-10T05:09:38Z,0,0,0,Charge 6
2026-04-10T05:09:39Z,0,0,0,Charge 6
2026-04-10T05:09:40Z,0,0,0,Charge 6
2026-04-10T05:09:41Z,0,0,0,Charge 6
2026-04-10T05:09:42Z,0,0,0,Charge 6
2026-04-10T05:09:43Z,0,0,0,Charge 6
2026-04-10T05:09:44Z,1,0,0,Charge 6
2026-04-10T05:09:45Z,1,0,0,Charge 6
2026-04-10T05:09:46Z,0,0,0,Charge 6
2026-04-10T05:09:47Z,1,0,0,Charge 6
2026-04-10T05:09:48Z,2,0,0,Charge 6
2026-04-10T05:09:49Z,1,0,0,Charge 6
2026-04-10T05:09:50Z,2,110,0,Charge 6
2026-04-10T05:09:51Z,1,250,0,Charge 6
2026-04-10T05:09:52Z,2,390,0,Charge 6
2026-04-10T05:09:53Z,1,540,0,Charge 6
2026-04-10T05:09:54Z,2,710,0,Charge 6
2026-04-10T05:09:55Z,1,750,0,Charge 6
2026-04-10T05:09:56Z,2,820,0,Charge 6
2026-04-10T05:09:57Z,1,820,0,Charge 6
2026-04-10T05:09:58Z,2,880,0,Charge 6
2026-04-10T05:09:59Z,1,870,0,Charge 6
2026-04-10T05:10:00Z,1,1000,0,Charge 6
2026-04-10T05:10:01Z,1,970,0,Charge 6
2026-04-10T05:10:02Z,2,960,0,Charge 6
2026-04-10T05:10:03Z,1,970,0,Charge 6
2026-04-10T05:10:04Z,2,980,0,Charge 6
2026-04-10T05:10:05Z,1,980,0,Charge 6
2026-04-10T05:10:06Z,2,1030,0,Charge 6
2026-04-10T05:10:07Z,1,1010,0,Charge 6
2026-04-10T05:10:08Z,2,1050,0,Charge 6
2026-04-10T05:10:09Z,1,1050,0,Charge 6
2026-04-10T05:10:10Z,2,1070,0,Charge 6
2026-04-10T05:10:11Z,1,1070,0,Charge 6
2026-04-10T05:10:12Z,1,1070,0,Charge 6
2026-04-10T05:10:13Z,2,1060,0,Charge 6
2026-04-10T05:10:14Z,1,1060,0,Charge 6
2026-04-10T05:10:15Z,2,1070,0,Charge 6
2026-04-10T05:10:16Z,1,1060,0,Charge 6
2026-04-10T05:10:17Z,2,1080,0,Charge 6
2026-04-10T05:10:18Z,1,1070,0,Charge 6
2026-04-10T05:10:19Z,2,1100,0,Charge 6
2026-04-10T05:10:20Z,1,1090,0,Charge 6
2026-04-10T05:10:21Z,2,1100,0,Charge 6
2026-04-10T05:10:22Z,1,1090,0,Charge 6
2026-04-10T05:10:23Z,2,1090,0,Charge 6
2026-04-10T05:10:24Z,1,1100,0,Charge 6
2026-04-10T05:10:25Z,2,1090,0,Charge 6
2026-04-10T05:10:26Z,1,1090,0,Charge 6
2026-04-10T05:10:27Z,2,1100,0,Charge 6
2026-04-10T05:10:28Z,1,1080,0,Charge 6
2026-04-10T05:10:29Z,2,1100,0,Charge 6
2026-04-10T05:10:30Z,1,1080,0,Charge 6
2026-04-10T05:10:31Z,2,1090,0,Charge 6
2026-04-10T05:10:32Z,1,1090,0,Charge 6
2026-04-10T05:10:33Z,2,1080,0,Charge 6
2026-04-10T05:10:34Z,0,1030,0,Charge 6
2026-04-10T05:10:35Z,1,1030,0,Charge 6
2026-04-10T05:10:36Z,2,1020,0,Charge 6
2026-04-10T05:10:37Z,3,1020,0,Charge 6
2026-04-10T05:10:38Z,1,1030,0,Charge 6
2026-04-10T05:10:39Z,2,1080,0,Charge 6
2026-04-10T05:10:40Z,1,1140,0,Charge 6
2026-04-10T05:10:41Z,2,1170,0,Charge 6
2026-04-10T05:10:42Z,1,1180,0,Charge 6
2026-04-10T05:10:43Z,2,1170,0,Charge 6
2026-04-10T05:10:44Z,1,1160,0,Charge 6
2026-04-10T05:10:45Z,2,1170,0,Charge 6
2026-04-10T05:10:46Z,1,1160,0,Charge 6
2026-04-10T05:10:47Z,2,1160,0,Charge 6
2026-04-10T05:10:48Z,1,1160,0,Charge 6
2026-04-10T05:10:49Z,2,1160,0,Charge 6
2026-04-10T05:10:50Z,1,1150,0,Charge 6
2026-04-10T05:10:51Z,2,1160,0,Charge 6
2026-04-10T05:10:52Z,1,1150,0,Charge 6
2026-04-10T05:10:53Z,2,1150,0,Charge 6
2026-04-10T05:10:54Z,1,1150,0,Charge 6
2026-04-10T05:10:55Z,2,1140,0,Charge 6
2026-04-10T05:10:56Z,1,1140,0,Charge 6
2026-04-10T05:10:57Z,2,1140,0,Charge 6
2026-04-10T05:10:58Z,1,1150,0,Charge 6
2026-04-10T05:10:59Z,2,1140,0,Charge 6
2026-04-10T05:11:00Z,1,1130,0,Charge 6
2026-04-10T05:11:01Z,2,1130,0,Charge 6
2026-04-10T05:11:02Z,1,1130,0,Charge 6
2026-04-10T05:11:03Z,1,1130,0,Charge 6
2026-04-10T05:11:04Z,2,1120,0,Charge 6
2026-04-10T05:11:05Z,1,1130,0,Charge 6
2026-04-10T05:11:06Z,2,1120,0,Charge 6
2026-04-10T05:11:07Z,1,1110,0,Charge 6
2026-04-10T05:11:08Z,2,1120,0,Charge 6
2026-04-10T05:11:09Z,1,1120,0,Charge 6
2026-04-10T05:11:10Z,2,1120,0,Charge 6
2026-04-10T05:11:11Z,1,1100,0,Charge 6
2026-04-10T05:11:12Z,2,1110,0,Charge 6
2026-04-10T05:11:13Z,1,1110,0,Charge 6
2026-04-10T05:11:14Z,2,1110,0,Charge 6
2026-04-10T05:11:15Z,2,1110,0,Charge 6
2026-04-10T05:11:16Z,1,1110,0,Charge 6
2026-04-10T05:11:17Z,2,1110,0,Charge 6
2026-04-10T05:11:18Z,1,1110,0,Charge 6
2026-04-10T05:11:19Z,2,1110,0,Charge 6
2026-04-10T05:11:20Z,1,1100,0,Charge 6
2026-04-10T05:11:21Z,2,1110,0,Charge 6
2026-04-10T05:11:22Z,1,1100,0,Charge 6
2026-04-10T05:11:23Z,2,1100,0,Charge 6
2026-04-10T05:11:24Z,1,1110,0,Charge 6
2026-04-10T05:11:25Z,2,1100,0,Charge 6
2026-04-10T05:11:26Z,1,1100,0,Charge 6
2026-04-10T05:11:27Z,2,1100,0,Charge 6
2026-04-10T05:11:28Z,1,1100,0,Charge 6
2026-04-10T05:11:29Z,2,1100,0,Charge 6
2026-04-10T05:11:30Z,1,1100,0,Charge 6
2026-04-10T05:11:31Z,2,1100,0,Charge 6
2026-04-10T05:11:32Z,1,1090,0,Charge 6
2026-04-10T05:11:33Z,2,1100,0,Charge 6
2026-04-10T05:11:34Z,1,1090,0,Charge 6
2026-04-10T05:11:35Z,2,1090,0,Charge 6
2026-04-10T05:11:36Z,1,1100,0,Charge 6
2026-04-10T05:11:37Z,2,1090,0,Charge 6
2026-04-10T05:11:38Z,1,1100,0,Charge 6
2026-04-10T05:11:39Z,2,1090,0,Charge 6
2026-04-10T05:11:40Z,1,1090,0,Charge 6
2026-04-10T05:11:41Z,2,1100,0,Charge 6
2026-04-10T05:11:42Z,2,1090,0,Charge 6
2026-04-10T05:11:43Z,1,1090,0,Charge 6
2026-04-10T05:11:44Z,0,1040,0,Charge 6
2026-04-10T05:11:45Z,2,1030,0,Charge 6
2026-04-10T05:11:46Z,1,990,0,Charge 6
2026-04-10T05:11:47Z,2,950,0,Charge 6
2026-04-10T05:11:48Z,1,960,0,Charge 6
2026-04-10T05:11:49Z,2,960,0,Charge 6
2026-04-10T05:11:50Z,2,960,0,Charge 6
2026-04-10T05:11:51Z,1,970,0,Charge 6
2026-04-10T05:11:52Z,1,960,0,Charge 6
2026-04-10T05:11:53Z,2,980,0,Charge 6
2026-04-10T05:11:54Z,2,980,0,Charge 6
2026-04-10T05:11:55Z,1,970,0,Charge 6
2026-04-10T05:11:56Z,1,980,0,Charge 6
2026-04-10T05:11:57Z,2,990,0,Charge 6
2026-04-10T05:11:58Z,1,980,0,Charge 6
2026-04-10T05:11:59Z,2,980,0,Charge 6
2026-04-10T05:12:00Z,1,990,0,Charge 6
2026-04-10T05:12:01Z,2,980,0,Charge 6
2026-04-10T05:12:02Z,1,990,0,Charge 6
2026-04-10T05:12:03Z,2,990,0,Charge 6
2026-04-10T05:12:04Z,1,990,0,Charge 6
2026-04-10T05:12:05Z,2,990,0,Charge 6
2026-04-10T05:12:06Z,1,1000,0,Charge 6
2026-04-10T05:12:07Z,2,1000,0,Charge 6
2026-04-10T05:12:08Z,1,1000,0,Charge 6
2026-04-10T05:12:09Z,2,1000,0,Charge 6
2026-04-10T05:12:10Z,1,1000,0,Charge 6
2026-04-10T05:12:11Z,2,1000,0,Charge 6
2026-04-10T05:12:12Z,1,1010,0,Charge 6
2026-04-10T05:12:13Z,2,1010,0,Charge 6
2026-04-10T05:12:14Z,1,1010,0,Charge 6
2026-04-10T05:12:15Z,2,1010,0,Charge 6
2026-04-10T05:12:16Z,1,1020,0,Charge 6
2026-04-10T05:12:17Z,2,1010,0,Charge 6
2026-04-10T05:12:18Z,1,1020,0,Charge 6
2026-04-10T05:12:19Z,2,1020,0,Charge 6
2026-04-10T05:12:20Z,1,1010,0,Charge 6
2026-04-10T05:12:21Z,2,1020,0,Charge 6
2026-04-10T05:12:22Z,1,1030,0,Charge 6
2026-04-10T05:12:23Z,2,1020,0,Charge 6
2026-04-10T05:12:24Z,1,1020,0,Charge 6
2026-04-10T05:12:25Z,2,1030,0,Charge 6
2026-04-10T05:12:26Z,1,1020,0,Charge 6
2026-04-10T05:12:27Z,2,1030,0,Charge 6
2026-04-10T05:12:28Z,1,1030,0,Charge 6
2026-04-10T05:12:29Z,1,1030,0,Charge 6
2026-04-10T05:12:30Z,1,980,0,Charge 6
2026-04-10T05:12:31Z,2,990,0,Charge 6
2026-04-10T05:12:32Z,1,950,0,Charge 6
2026-04-10T05:12:33Z,2,950,0,Charge 6
2026-04-10T05:12:34Z,1,960,0,Charge 6
2026-04-10T05:12:35Z,2,960,0,Charge 6
2026-04-10T05:12:36Z,1,960,0,Charge 6
2026-04-10T05:12:37Z,1,960,0,Charge 6
2026-04-10T05:12:38Z,2,960,0,Charge 6
2026-04-10T05:12:39Z,2,970,0,Charge 6
2026-04-10T05:12:40Z,1,970,0,Charge 6
