timestamp,heart rate zone,total minutes,data source
2026-04-01T08:38:00Z,FAT_BURN,1,Charge 6
2026-04-01T11:46:00Z,FAT_BURN,1,Charge 6
2026-04-01T11:47:00Z,FAT_BURN,1,Charge 6
2026-04-01T11:49:00Z,FAT_BURN,1,Charge 6
2026-04-01T11:50:00Z,FAT_BURN,1,Charge 6
2026-04-01T11:51:00Z,CARDIO,2,Charge 6
2026-04-01T11:52:00Z,CARDIO,2,Charge 6
2026-04-01T11:53:00Z,CARDIO,2,Charge 6
2026-04-01T11:54:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:05:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:06:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:07:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:10:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:11:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:12:00Z,CARDIO,2,Charge 6
2026-04-02T06:13:00Z,CARDIO,2,Charge 6
2026-04-02T06:14:00Z,CARDIO,2,Charge 6
2026-04-02T06:15:00Z,CARDIO,2,Charge 6
2026-04-02T06:16:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:17:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:23:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:24:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:25:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:26:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:27:00Z,CARDIO,2,Charge 6
2026-04-02T06:28:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:29:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:30:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:49:00Z,FAT_BURN,1,Charge 6
2026-04-02T06:54:00Z,FAT_BURN,1,Charge 6
2026-04-02T11:20:00Z,FAT_BURN,1,Charge 6
2026-04-02T11:21:00Z,FAT_BURN,1,Charge 6
2026-04-02T11:22:00Z,FAT_BURN,1,Charge 6
2026-04-02T11:23:00Z,FAT_BURN,1,Charge 6
2026-04-02T11:24:00Z,FAT_BURN,1,Charge 6
2026-04-02T11:25:00Z,FAT_BURN,1,Charge 6
2026-04-02T11:26:00Z,FAT_BURN,1,Charge 6
2026-04-02T11:27:00Z,FAT_BURN,1,Charge 6
2026-04-02T11:28:00Z,CARDIO,2,Charge 6
2026-04-02T11:29:00Z,CARDIO,2,Charge 6
2026-04-02T11:30:00Z,FAT_BURN,1,Charge 6
2026-04-02T11:31:00Z,CARDIO,2,Charge 6
2026-04-02T11:32:00Z,CARDIO,2,Charge 6
2026-04-02T11:33:00Z,CARDIO,2,Charge 6
2026-04-02T11:34:00Z,FAT_BURN,1,Charge 6
2026-04-02T11:59:00Z,FAT_BURN,1,Charge 6
2026-04-03T05:10:00Z,FAT_BURN,1,Charge 6
2026-04-03T05:15:00Z,FAT_BURN,1,Charge 6
2026-04-03T05:16:00Z,FAT_BURN,1,Charge 6
2026-04-03T05:17:00Z,FAT_BURN,1,Charge 6
2026-04-03T05:18:00Z,FAT_BURN,1,Charge 6
2026-04-03T05:29:00Z,FAT_BURN,1,Charge 6
2026-04-03T05:30:00Z,CARDIO,2,Charge 6
2026-04-03T05:31:00Z,FAT_BURN,1,Charge 6
2026-04-03T05:39:00Z,FAT_BURN,1,Charge 6
2026-04-03T05:42:00Z,FAT_BURN,1,Charge 6
2026-04-03T05:43:00Z,FAT_BURN,1,Charge 6
2026-04-03T05:44:00Z,FAT_BURN,1,Charge 6
2026-04-03T06:50:00Z,FAT_BURN,1,Charge 6
2026-04-03T06:51:00Z,FAT_BURN,1,Charge 6
2026-04-03T06:52:00Z,FAT_BURN,1,Charge 6
2026-04-03T06:53:00Z,FAT_BURN,1,Charge 6
2026-04-03T06:54:00Z,FAT_BURN,1,Charge 6
2026-04-03T06:55:00Z,FAT_BURN,1,Charge 6
2026-04-03T06:56:00Z,FAT_BURN,1,Charge 6
2026-04-03T06:57:00Z,CARDIO,2,Charge 6
2026-04-03T06:58:00Z,FAT_BURN,1,Charge 6
2026-04-03T06:59:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:00:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:01:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:02:00Z,CARDIO,2,Charge 6
2026-04-03T07:03:00Z,CARDIO,2,Charge 6
2026-04-03T07:04:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:05:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:06:00Z,CARDIO,2,Charge 6
2026-04-03T07:07:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:08:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:09:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:10:00Z,CARDIO,2,Charge 6
2026-04-03T07:11:00Z,CARDIO,2,Charge 6
2026-04-03T07:12:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:13:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:14:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:15:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:16:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:17:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:18:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:19:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:20:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:21:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:23:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:24:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:25:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:26:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:27:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:28:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:29:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:30:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:31:00Z,CARDIO,2,Charge 6
2026-04-03T07:32:00Z,CARDIO,2,Charge 6
2026-04-03T07:33:00Z,CARDIO,2,Charge 6
2026-04-03T07:34:00Z,CARDIO,2,Charge 6
2026-04-03T07:35:00Z,CARDIO,2,Charge 6
2026-04-03T07:36:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:37:00Z,FAT_BURN,1,Charge 6
2026-04-03T07:38:00Z,FAT_BURN,1,Charge 6
2026-04-03T09:28:00Z,FAT_BURN,1,Charge 6
2026-04-03T09:29:00Z,FAT_BURN,1,Charge 6
2026-04-03T09:30:00Z,FAT_BURN,1,Charge 6
2026-04-03T09:31:00Z,FAT_BURN,1,Charge 6
2026-04-03T09:32:00Z,FAT_BURN,1,Charge 6
2026-04-03T09:42:00Z,FAT_BURN,1,Charge 6
2026-04-03T09:43:00Z,FAT_BURN,1,Charge 6
2026-04-03T09:44:00Z,FAT_BURN,1,Charge 6
2026-04-03T09:45:00Z,FAT_BURN,1,Charge 6
2026-04-03T09:46:00Z,FAT_BURN,1,Charge 6
2026-04-03T09:47:00Z,CARDIO,2,Charge 6
2026-04-03T09:48:00Z,CARDIO,2,Charge 6
2026-04-03T09:49:00Z,CARDIO,2,Charge 6
2026-04-03T09:50:00Z,CARDIO,2,Charge 6
2026-04-03T09:51:00Z,CARDIO,2,Charge 6
2026-04-03T09:52:00Z,FAT_BURN,1,Charge 6
2026-04-03T09:53:00Z,FAT_BURN,1,Charge 6
2026-04-03T09:55:00Z,FAT_BURN,1,Charge 6
2026-04-03T10:00:00Z,FAT_BURN,1,Charge 6
2026-04-03T10:15:00Z,FAT_BURN,1,Charge 6
2026-04-03T10:17:00Z,FAT_BURN,1,Charge 6
2026-04-03T10:26:00Z,FAT_BURN,1,Charge 6
2026-04-03T10:27:00Z,FAT_BURN,1,Charge 6
2026-04-03T10:28:00Z,FAT_BURN,1,Charge 6
2026-04-03T10:29:00Z,FAT_BURN,1,Charge 6
2026-04-03T10:30:00Z,FAT_BURN,1,Charge 6
2026-04-03T10:31:00Z,FAT_BURN,1,Charge 6
2026-04-03T10:32:00Z,FAT_BURN,1,Charge 6
2026-04-03T11:23:00Z,FAT_BURN,1,Charge 6
2026-04-03T11:24:00Z,FAT_BURN,1,Charge 6
2026-04-03T11:25:00Z,FAT_BURN,1,Charge 6
2026-04-03T14:19:00Z,FAT_BURN,1,Charge 6
2026-04-03T14:20:00Z,FAT_BURN,1,Charge 6
2026-04-03T14:21:00Z,FAT_BURN,1,Charge 6
2026-04-03T14:22:00Z,FAT_BURN,1,Charge 6
2026-04-03T14:23:00Z,FAT_BURN,1,Charge 6
2026-04-03T21:00:00Z,FAT_BURN,1,Charge 6
2026-04-04T05:53:00Z,FAT_BURN,1,Charge 6
2026-04-04T05:54:00Z,FAT_BURN,1,Charge 6
2026-04-04T06:08:00Z,FAT_BURN,1,Charge 6
2026-04-04T06:09:00Z,FAT_BURN,1,Charge 6
2026-04-04T06:10:00Z,FAT_BURN,1,Charge 6
2026-04-04T06:14:00Z,FAT_BURN,1,Charge 6
2026-04-04T06:15:00Z,FAT_BURN,1,Charge 6
2026-04-04T06:16:00Z,FAT_BURN,1,Charge 6
2026-04-04T06:28:00Z,FAT_BURN,1,Charge 6
2026-04-04T06:29:00Z,CARDIO,2,Charge 6
2026-04-04T06:42:00Z,FAT_BURN,1,Charge 6
2026-04-04T08:24:00Z,FAT_BURN,1,Charge 6
2026-04-04T09:58:00Z,FAT_BURN,1,Charge 6
2026-04-04T23:39:00Z,FAT_BURN,1,Charge 6
2026-04-05T17:16:00Z,FAT_BURN,1,Charge 6
2026-04-05T17:17:00Z,FAT_BURN,1,Charge 6
2026-04-06T05:28:00Z,FAT_BURN,1,Charge 6
2026-04-06T05:30:00Z,FAT_BURN,1,Charge 6
2026-04-06T05:31:00Z,CARDIO,2,Charge 6
2026-04-06T05:32:00Z,FAT_BURN,1,Charge 6
2026-04-06T05:33:00Z,FAT_BURN,1,Charge 6
2026-04-06T05:34:00Z,CARDIO,2,Charge 6
2026-04-06T05:35:00Z,FAT_BURN,1,Charge 6
2026-04-06T09:54:00Z,FAT_BURN,1,Charge 6
2026-04-06T09:55:00Z,FAT_BURN,1,Charge 6
2026-04-06T09:58:00Z,FAT_BURN,1,Charge 6
2026-04-06T11:34:00Z,FAT_BURN,1,Charge 6
2026-04-06T11:48:00Z,FAT_BURN,1,Charge 6
2026-04-06T12:17:00Z,FAT_BURN,1,Charge 6
2026-04-06T12:18:00Z,FAT_BURN,1,Charge 6
2026-04-06T12:19:00Z,FAT_BURN,1,Charge 6
2026-04-06T12:20:00Z,CARDIO,2,Charge 6
2026-04-06T12:21:00Z,FAT_BURN,1,Charge 6
2026-04-06T12:22:00Z,CARDIO,2,Charge 6
2026-04-06T12:23:00Z,CARDIO,2,Charge 6
2026-04-06T12:24:00Z,CARDIO,2,Charge 6
2026-04-06T12:25:00Z,FAT_BURN,1,Charge 6
2026-04-06T12:26:00Z,FAT_BURN,1,Charge 6
2026-04-06T13:59:00Z,FAT_BURN,1,Charge 6
2026-04-06T14:02:00Z,FAT_BURN,1,Charge 6
2026-04-06T14:25:00Z,FAT_BURN,1,Charge 6
2026-04-06T14:26:00Z,FAT_BURN,1,Charge 6
2026-04-06T14:27:00Z,FAT_BURN,1,Charge 6
2026-04-06T14:28:00Z,FAT_BURN,1,Charge 6
2026-04-06T14:29:00Z,FAT_BURN,1,Charge 6
2026-04-06T14:30:00Z,FAT_BURN,1,Charge 6
2026-04-06T14:31:00Z,FAT_BURN,1,Charge 6
2026-04-06T14:32:00Z,FAT_BURN,1,Charge 6
2026-04-06T14:34:00Z,FAT_BURN,1,Charge 6
2026-04-06T15:50:00Z,FAT_BURN,1,Charge 6
2026-04-06T15:51:00Z,FAT_BURN,1,Charge 6
2026-04-06T15:52:00Z,FAT_BURN,1,Charge 6
2026-04-06T15:53:00Z,FAT_BURN,1,Charge 6
2026-04-06T15:54:00Z,FAT_BURN,1,Charge 6
2026-04-06T15:55:00Z,FAT_BURN,1,Charge 6
2026-04-06T15:56:00Z,FAT_BURN,1,Charge 6
2026-04-06T15:57:00Z,FAT_BURN,1,Charge 6
2026-04-06T15:58:00Z,FAT_BURN,1,Charge 6
2026-04-06T15:59:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:00:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:01:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:02:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:03:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:04:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:05:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:06:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:07:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:08:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:09:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:10:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:11:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:12:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:13:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:14:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:15:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:16:00Z,CARDIO,2,Charge 6
2026-04-06T16:17:00Z,CARDIO,2,Charge 6
2026-04-06T16:18:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:19:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:20:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:21:00Z,CARDIO,2,Charge 6
2026-04-06T16:22:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:23:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:24:00Z,CARDIO,2,Charge 6
2026-04-06T16:25:00Z,CARDIO,2,Charge 6
2026-04-06T16:26:00Z,CARDIO,2,Charge 6
2026-04-06T16:27:00Z,CARDIO,2,Charge 6
2026-04-06T16:28:00Z,CARDIO,2,Charge 6
2026-04-06T16:29:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:30:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:31:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:32:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:33:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:34:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:35:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:36:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:37:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:38:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:39:00Z,FAT_BURN,1,Charge 6
2026-04-06T16:40:00Z,FAT_BURN,1,Charge 6
2026-04-06T17:45:00Z,FAT_BURN,1,Charge 6
2026-04-06T17:46:00Z,FAT_BURN,1,Charge 6
2026-04-06T18:01:00Z,FAT_BURN,1,Charge 6
2026-04-06T18:02:00Z,FAT_BURN,1,Charge 6
2026-04-06T18:07:00Z,FAT_BURN,1,Charge 6
2026-04-06T19:04:00Z,FAT_BURN,1,Charge 6
2026-04-06T19:12:00Z,FAT_BURN,1,Charge 6
2026-04-06T19:13:00Z,FAT_BURN,1,Charge 6
2026-04-06T21:35:00Z,FAT_BURN,1,Charge 6
2026-04-06T21:36:00Z,FAT_BURN,1,Charge 6
2026-04-06T21:37:00Z,FAT_BURN,1,Charge 6
2026-04-06T21:38:00Z,FAT_BURN,1,Charge 6
2026-04-06T21:39:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:20:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:21:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:22:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:23:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:33:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:34:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:35:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:36:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:37:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:38:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:39:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:40:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:41:00Z,CARDIO,2,Charge 6
2026-04-07T05:42:00Z,CARDIO,2,Charge 6
2026-04-07T05:43:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:44:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:45:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:46:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:54:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:55:00Z,CARDIO,2,Charge 6
2026-04-07T05:56:00Z,CARDIO,2,Charge 6
2026-04-07T05:57:00Z,FAT_BURN,1,Charge 6
2026-04-07T05:59:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:00:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:03:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:04:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:05:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:06:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:07:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:08:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:09:00Z,CARDIO,2,Charge 6
2026-04-07T06:10:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:11:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:12:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:13:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:19:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:20:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:21:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:22:00Z,CARDIO,2,Charge 6
2026-04-07T06:23:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:24:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:25:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:26:00Z,CARDIO,2,Charge 6
2026-04-07T06:27:00Z,CARDIO,2,Charge 6
2026-04-07T06:28:00Z,FAT_BURN,1,Charge 6
2026-04-07T06:33:00Z,FAT_BURN,1,Charge 6
2026-04-07T07:57:00Z,FAT_BURN,1,Charge 6
2026-04-07T07:58:00Z,FAT_BURN,1,Charge 6
2026-04-07T10:04:00Z,FAT_BURN,1,Charge 6
2026-04-07T14:51:00Z,FAT_BURN,1,Charge 6
2026-04-07T14:54:00Z,FAT_BURN,1,Charge 6
2026-04-07T14:55:00Z,FAT_BURN,1,Charge 6
2026-04-07T14:56:00Z,FAT_BURN,1,Charge 6
2026-04-07T14:57:00Z,FAT_BURN,1,Charge 6
2026-04-07T14:58:00Z,CARDIO,2,Charge 6
2026-04-07T14:59:00Z,FAT_BURN,1,Charge 6
2026-04-07T15:00:00Z,CARDIO,2,Charge 6
2026-04-07T15:01:00Z,CARDIO,2,Charge 6
2026-04-07T15:02:00Z,CARDIO,2,Charge 6
2026-04-07T15:03:00Z,FAT_BURN,1,Charge 6
2026-04-07T15:06:00Z,FAT_BURN,1,Charge 6
2026-04-07T15:07:00Z,CARDIO,2,Charge 6
2026-04-07T15:08:00Z,FAT_BURN,1,Charge 6
2026-04-07T15:33:00Z,FAT_BURN,1,Charge 6
2026-04-07T16:51:00Z,FAT_BURN,1,Charge 6
2026-04-07T17:24:00Z,FAT_BURN,1,Charge 6
2026-04-07T17:25:00Z,FAT_BURN,1,Charge 6
2026-04-07T17:26:00Z,FAT_BURN,1,Charge 6
2026-04-08T05:30:00Z,FAT_BURN,1,Charge 6
2026-04-08T05:31:00Z,FAT_BURN,1,Charge 6
2026-04-08T05:45:00Z,FAT_BURN,1,Charge 6
2026-04-08T05:48:00Z,FAT_BURN,1,Charge 6
2026-04-08T05:49:00Z,FAT_BURN,1,Charge 6
2026-04-08T06:05:00Z,FAT_BURN,1,Charge 6
2026-04-08T06:06:00Z,CARDIO,2,Charge 6
2026-04-08T06:07:00Z,FAT_BURN,1,Charge 6
2026-04-08T06:16:00Z,FAT_BURN,1,Charge 6
2026-04-08T06:17:00Z,FAT_BURN,1,Charge 6
2026-04-08T06:18:00Z,FAT_BURN,1,Charge 6
2026-04-08T06:21:00Z,FAT_BURN,1,Charge 6
2026-04-08T06:22:00Z,FAT_BURN,1,Charge 6
2026-04-08T06:23:00Z,FAT_BURN,1,Charge 6
2026-04-08T06:24:00Z,FAT_BURN,1,Charge 6
2026-04-08T06:26:00Z,FAT_BURN,1,Charge 6
2026-04-08T06:28:00Z,FAT_BURN,1,Charge 6
2026-04-08T10:20:00Z,FAT_BURN,1,Charge 6
2026-04-08T10:21:00Z,FAT_BURN,1,Charge 6
2026-04-08T13:14:00Z,FAT_BURN,1,Charge 6
2026-04-08T13:17:00Z,FAT_BURN,1,Charge 6
2026-04-08T13:18:00Z,FAT_BURN,1,Charge 6
2026-04-08T13:19:00Z,FAT_BURN,1,Charge 6
2026-04-08T13:20:00Z,FAT_BURN,1,Charge 6
2026-04-08T13:21:00Z,FAT_BURN,1,Charge 6
2026-04-08T13:23:00Z,FAT_BURN,1,Charge 6
2026-04-08T13:28:00Z,FAT_BURN,1,Charge 6
2026-04-08T13:31:00Z,FAT_BURN,1,Charge 6
2026-04-08T13:32:00Z,FAT_BURN,1,Charge 6
2026-04-08T14:13:00Z,FAT_BURN,1,Charge 6
2026-04-08T14:21:00Z,FAT_BURN,1,Charge 6
2026-04-08T14:27:00Z,FAT_BURN,1,Charge 6
2026-04-08T14:29:00Z,FAT_BURN,1,Charge 6
2026-04-08T14:34:00Z,FAT_BURN,1,Charge 6
2026-04-08T14:35:00Z,FAT_BURN,1,Charge 6
2026-04-08T14:36:00Z,FAT_BURN,1,Charge 6
2026-04-08T14:37:00Z,FAT_BURN,1,Charge 6
2026-04-08T14:38:00Z,FAT_BURN,1,Charge 6
2026-04-08T14:39:00Z,FAT_BURN,1,Charge 6
2026-04-08T14:46:00Z,FAT_BURN,1,Charge 6
2026-04-08T14:50:00Z,FAT_BURN,1,Charge 6
2026-04-08T15:39:00Z,FAT_BURN,1,Charge 6
2026-04-08T16:25:00Z,FAT_BURN,1,Charge 6
2026-04-08T20:36:00Z,FAT_BURN,1,Charge 6
2026-04-09T06:31:00Z,FAT_BURN,1,Charge 6
2026-04-09T06:32:00Z,FAT_BURN,1,Charge 6
2026-04-09T06:41:00Z,FAT_BURN,1,Charge 6
2026-04-09T06:42:00Z,FAT_BURN,1,Charge 6
2026-04-09T06:43:00Z,FAT_BURN,1,Charge 6
2026-04-09T06:51:00Z,FAT_BURN,1,Charge 6
2026-04-09T06:52:00Z,FAT_BURN,1,Charge 6
2026-04-09T07:08:00Z,FAT_BURN,1,Charge 6
