timestamp,heart rate zone,total minutes,data source
2026-04-09T07:09:00Z,FAT_BURN,1,Charge 6
2026-04-09T10:08:00Z,FAT_BURN,1,Charge 6
2026-04-09T10:09:00Z,FAT_BURN,1,Charge 6
2026-04-09T10:11:00Z,FAT_BURN,1,Charge 6
2026-04-09T10:12:00Z,FAT_BURN,1,Charge 6
2026-04-09T10:16:00Z,FAT_BURN,1,Charge 6
2026-04-09T10:17:00Z,CARDIO,2,Charge 6
2026-04-09T10:18:00Z,CARDIO,2,Charge 6
2026-04-09T10:19:00Z,FAT_BURN,1,Charge 6
2026-04-09T14:36:00Z,FAT_BURN,1,Charge 6
2026-04-09T14:37:00Z,FAT_BURN,1,Charge 6
2026-04-09T14:38:00Z,FAT_BURN,1,Charge 6
2026-04-09T14:39:00Z,FAT_BURN,1,Charge 6
2026-04-09T14:40:00Z,FAT_BURN,1,Charge 6
2026-04-09T14:41:00Z,FAT_BURN,1,Charge 6
2026-04-09T14:46:00Z,FAT_BURN,1,Charge 6
2026-04-09T14:53:00Z,FAT_BURN,1,Charge 6
2026-04-09T14:54:00Z,FAT_BURN,1,Charge 6
2026-04-09T14:55:00Z,FAT_BURN,1,Charge 6
2026-04-09T14:57:00Z,FAT_BURN,1,Charge 6
2026-04-09T14:59:00Z,FAT_BURN,1,Charge 6
2026-04-09T15:00:00Z,FAT_BURN,1,Charge 6
2026-04-09T15:01:00Z,FAT_BURN,1,Charge 6
2026-04-09T15:02:00Z,FAT_BURN,1,Charge 6
2026-04-09T15:03:00Z,FAT_BURN,1,Charge 6
2026-04-09T15:04:00Z,FAT_BURN,1,Charge 6
2026-04-09T15:05:00Z,FAT_BURN,1,Charge 6
2026-04-09T19:06:00Z,FAT_BURN,1,Charge 6
2026-04-10T02:51:00Z,FAT_BURN,1,Charge 6
2026-04-10T02:54:00Z,FAT_BURN,1,Charge 6
2026-04-10T02:55:00Z,FAT_BURN,1,Charge 6
2026-04-10T05:06:00Z,FAT_BURN,1,Charge 6
2026-04-10T05:16:00Z,FAT_BURN,1,Charge 6
2026-04-10T05:17:00Z,FAT_BURN,1,Charge 6
2026-04-10T05:18:00Z,FAT_BURN,1,Charge 6
2026-04-10T05:26:00Z,FAT_BURN,1,Charge 6
2026-04-10T05:27:00Z,FAT_BURN,1,Charge 6
2026-04-10T05:28:00Z,FAT_BURN,1,Charge 6
2026-04-10T05:37:00Z,FAT_BURN,1,Charge 6
2026-04-10T05:38:00Z,FAT_BURN,1,Charge 6
2026-04-10T05:53:00Z,FAT_BURN,1,Charge 6
2026-04-10T05:54:00Z,FAT_BURN,1,Charge 6
2026-04-10T18:44:00Z,FAT_BURN,1,Charge 6
2026-04-10T18:45:00Z,FAT_BURN,1,Charge 6
2026-04-10T18:51:00Z,FAT_BURN,1,Charge 6
2026-04-10T18:52:00Z,FAT_BURN,1,Charge 6
2026-04-10T18:54:00Z,FAT_BURN,1,Charge 6
2026-04-10T18:55:00Z,CARDIO,2,Charge 6
2026-04-10T18:56:00Z,CARDIO,2,Charge 6
2026-04-11T12:03:00Z,FAT_BURN,1,Charge 6
2026-04-12T08:25:00Z,FAT_BURN,1,Charge 6
2026-04-12T20:27:00Z,FAT_BURN,1,Charge 6
2026-04-12T20:28:00Z,FAT_BURN,1,Charge 6
2026-04-12T20:29:00Z,FAT_BURN,1,Charge 6
2026-04-12T20:30:00Z,FAT_BURN,1,Charge 6
2026-04-12T20:31:00Z,FAT_BURN,1,Charge 6
2026-04-12T20:32:00Z,FAT_BURN,1,Charge 6
2026-04-13T04:17:00Z,FAT_BURN,1,Charge 6
2026-04-13T04:27:00Z,FAT_BURN,1,Charge 6
2026-04-13T04:28:00Z,FAT_BURN,1,Charge 6
2026-04-13T04:36:00Z,FAT_BURN,1,Charge 6
2026-04-13T04:37:00Z,FAT_BURN,1,Charge 6
2026-04-13T04:38:00Z,FAT_BURN,1,Charge 6
2026-04-13T04:39:00Z,FAT_BURN,1,Charge 6
2026-04-13T04:47:00Z,FAT_BURN,1,Charge 6
2026-04-13T04:48:00Z,FAT_BURN,1,Charge 6
2026-04-13T04:59:00Z,FAT_BURN,1,Charge 6
2026-04-13T05:02:00Z,FAT_BURN,1,Charge 6
2026-04-13T05:03:00Z,CARDIO,2,Charge 6
2026-04-13T05:04:00Z,FAT_BURN,1,Charge 6
2026-04-13T05:05:00Z,FAT_BURN,1,Charge 6
2026-04-13T06:39:00Z,FAT_BURN,1,Charge 6
