timestamp,steps,distance millimeters,altitude gain millimeters,data source
2026-04-05T17:34:07Z,0,0,0,Charge 6
2026-04-05T17:34:08Z,2,0,0,Charge 6
2026-04-05T17:34:09Z,2,180,0,Charge 6
2026-04-05T17:34:10Z,2,290,0,Charge 6
2026-04-05T17:34:11Z,2,430,0,Charge 6
2026-04-05T17:34:12Z,2,610,0,Charge 6
2026-04-05T17:34:13Z,2,720,0,Charge 6
2026-04-05T17:34:14Z,2,830,0,Charge 6
2026-04-05T17:34:15Z,2,910,0,Charge 6
2026-04-05T17:34:16Z,2,970,0,Charge 6
2026-04-05T17:34:17Z,2,1030,0,Charge 6
2026-04-05T17:34:18Z,1,1030,0,Charge 6
2026-04-05T17:34:19Z,2,1280,0,Charge 6
2026-04-05T17:34:20Z,2,1280,0,Charge 6
2026-04-05T17:34:21Z,2,1280,0,Charge 6
2026-04-05T17:34:22Z,2,1280,0,Charge 6
2026-04-05T17:34:23Z,2,1320,0,Charge 6
2026-04-05T17:34:24Z,2,1350,0,Charge 6
2026-04-05T17:34:25Z,2,1360,0,Charge 6
2026-04-05T17:34:26Z,2,1390,0,Charge 6
2026-04-05T17:34:27Z,2,1390,0,Charge 6
2026-04-05T17:34:28Z,2,1400,0,Charge 6
2026-04-05T17:34:29Z,2,1400,0,Charge 6
2026-04-05T17:34:30Z,2,1420,0,Charge 6
2026-04-05T17:34:31Z,1,1410,0,Charge 6
2026-04-05T17:34:32Z,3,1410,0,Charge 6
2026-04-05T17:34:33Z,1,1420,0,Charge 6
2026-04-05T17:34:34Z,2,1400,0,Charge 6
2026-04-05T17:34:35Z,2,1410,0,Charge 6
2026-04-05T17:34:36Z,2,1420,0,Charge 6
2026-04-05T17:34:37Z,2,1400,0,Charge 6
2026-04-05T17:34:38Z,2,1410,0,Charge 6
2026-04-05T17:34:39Z,2,1400,0,Charge 6
2026-04-05T17:34:40Z,2,1420,0,Charge 6
2026-04-05T17:34:41Z,2,1410,0,Charge 6
2026-04-05T17:34:42Z,2,1420,0,Charge 6
2026-04-05T17:34:43Z,2,1410,0,Charge 6
2026-04-05T17:34:44Z,2,1410,0,Charge 6
2026-04-05T17:34:45Z,1,1410,0,Charge 6
2026-04-05T17:34:46Z,2,1410,0,Charge 6
2026-04-05T17:34:47Z,1,1330,0,Charge 6
2026-04-05T17:34:48Z,0,1220,0,Charge 6
2026-04-05T17:34:49Z,1,1060,0,Charge 6
2026-04-05T17:34:50Z,2,0,0,Charge 6
2026-04-05T17:34:51Z,2,0,0,Charge 6
2026-04-05T17:34:52Z,2,1380,0,Charge 6
2026-04-05T17:34:53Z,1,520,0,Charge 6
2026-04-05T17:34:54Z,0,560,0,Charge 6
2026-04-05T17:34:56Z,2,650,0,Charge 6
2026-04-05T17:34:57Z,0,710,0,Charge 6
2026-04-05T17:34:58Z,2,710,0,Charge 6
2026-04-05T17:34:59Z,1,680,0,Charge 6
2026-04-05T17:35:00Z,1,720,0,Charge 6
2026-04-05T17:35:01Z,2,740,0,Charge 6
2026-04-05T17:35:02Z,1,780,0,Charge 6
2026-04-05T17:35:03Z,2,820,0,Charge 6
2026-04-05T17:35:04Z,1,840,0,Charge 6
2026-04-05T17:35:05Z,0,920,0,Charge 6
2026-04-05T17:35:06Z,1,830,0,Charge 6
2026-04-05T17:35:07Z,2,0,0,Charge 6
2026-04-05T17:35:08Z,1,0,0,Charge 6
2026-04-05T17:35:09Z,2,0,0,Charge 6
2026-04-05T17:35:10Z,1,950,0,Charge 6
2026-04-05T17:35:11Z,1,370,0,Charge 6
2026-04-05T17:35:12Z,1,490,0,Charge 6
2026-04-05T17:35:13Z,0,560,0,Charge 6
2026-04-05T17:35:14Z,1,660,0,Charge 6
2026-04-05T17:35:15Z,2,650,0,Charge 6
2026-04-05T17:35:16Z,2,700,0,Charge 6
2026-04-05T17:35:17Z,1,720,0,Charge 6
2026-04-05T17:35:18Z,3,840,0,Charge 6
2026-04-05T17:35:19Z,1,940,0,Charge 6
2026-04-05T17:35:20Z,2,1070,0,Charge 6
2026-04-05T17:35:21Z,1,1080,0,Charge 6
2026-04-05T17:35:22Z,1,1110,0,Charge 6
2026-04-05T17:35:23Z,4,1140,0,Charge 6
2026-04-05T17:35:24Z,2,1220,0,Charge 6
2026-04-05T17:35:25Z,2,1280,0,Charge 6
2026-04-05T17:35:26Z,1,1310,0,Charge 6
2026-04-05T17:35:27Z,1,1340,0,Charge 6
2026-04-05T17:35:28Z,1,1320,0,Charge 6
2026-04-05T17:35:29Z,1,1210,0,Charge 6
