timestamp,temperature celsius,data source
2026-03-25T20:57:00Z,31.1,Charge 6
2026-03-25T20:58:00Z,31.2,Charge 6
2026-03-25T20:59:00Z,31.1,Charge 6
2026-03-25T21:00:00Z,31.1,Charge 6
2026-03-25T21:01:00Z,31.1,Charge 6
2026-03-25T21:02:00Z,31.1,Charge 6
2026-03-25T21:03:00Z,31.0,Charge 6
2026-03-25T21:04:00Z,31.0,Charge 6
2026-03-25T21:05:00Z,31.1,Charge 6
2026-03-25T21:06:00Z,31.1,Charge 6
2026-03-25T21:07:00Z,31.1,Charge 6
2026-03-25T21:08:00Z,31.1,Charge 6
2026-03-25T21:09:00Z,31.0,Charge 6
2026-03-25T21:10:00Z,31.1,Charge 6
2026-03-25T21:11:00Z,31.1,Charge 6
2026-03-25T21:12:00Z,31.1,Charge 6
2026-03-25T21:13:00Z,31.1,Charge 6
2026-03-25T21:14:00Z,31.1,Charge 6
2026-03-25T21:15:00Z,31.2,Charge 6
2026-03-25T21:16:00Z,31.2,Charge 6
2026-03-25T21:17:00Z,31.2,Charge 6
2026-03-25T21:18:00Z,31.2,Charge 6
2026-03-25T21:19:00Z,31.2,Charge 6
2026-03-25T21:20:00Z,31.2,Charge 6
2026-03-25T21:21:00Z,31.2,Charge 6
2026-03-25T21:22:00Z,31.0,Charge 6
2026-03-25T21:23:00Z,30.9,Charge 6
2026-03-25T21:24:00Z,30.9,Charge 6
2026-03-25T21:25:00Z,30.9,Charge 6
2026-03-25T21:27:00Z,30.8,Charge 6
2026-03-25T21:28:00Z,30.8,Charge 6
2026-03-25T21:29:00Z,30.8,Charge 6
2026-03-25T21:30:00Z,30.8,Charge 6
2026-03-25T21:31:00Z,30.7,Charge 6
2026-03-25T21:32:00Z,30.7,Charge 6
2026-03-25T21:33:00Z,30.6,Charge 6
2026-03-25T21:34:00Z,30.6,Charge 6
2026-03-25T21:35:00Z,30.6,Charge 6
2026-03-25T21:36:00Z,30.7,Charge 6
2026-03-25T21:37:00Z,30.8,Charge 6
2026-03-25T21:38:00Z,30.9,Charge 6
2026-03-25T21:39:00Z,31.1,Charge 6
2026-03-25T21:40:00Z,31.4,Charge 6
2026-03-25T21:41:00Z,31.5,Charge 6
2026-03-25T21:42:00Z,31.6,Charge 6
2026-03-25T21:43:00Z,31.7,Charge 6
2026-03-25T21:44:00Z,31.8,Charge 6
2026-03-25T21:45:00Z,31.9,Charge 6
2026-03-25T21:46:00Z,31.9,Charge 6
2026-03-25T21:47:00Z,32.0,Charge 6
2026-03-25T21:48:00Z,32.0,Charge 6
2026-03-25T21:49:00Z,32.1,Charge 6
2026-03-25T21:50:00Z,32.1,Charge 6
2026-03-25T21:51:00Z,32.1,Charge 6
2026-03-25T21:52:00Z,32.2,Charge 6
2026-03-25T21:53:00Z,32.3,Charge 6
2026-03-25T21:54:00Z,32.3,Charge 6
2026-03-25T21:55:00Z,32.4,Charge 6
2026-03-25T21:56:00Z,32.4,Charge 6
2026-03-25T21:57:00Z,32.4,Charge 6
2026-03-25T21:58:00Z,32.5,Charge 6
2026-03-25T21:59:00Z,32.5,Charge 6
2026-03-25T22:00:00Z,32.6,Charge 6
2026-03-25T22:01:00Z,32.6,Charge 6
2026-03-25T22:02:00Z,32.7,Charge 6
2026-03-25T22:03:00Z,32.6,Charge 6
2026-03-25T22:04:00Z,32.7,Charge 6
2026-03-25T22:05:00Z,32.8,Charge 6
2026-03-25T22:06:00Z,32.8,Charge 6
2026-03-25T22:07:00Z,32.8,Charge 6
2026-03-25T22:08:00Z,32.9,Charge 6
2026-03-25T22:09:00Z,32.9,Charge 6
2026-03-25T22:10:00Z,33.0,Charge 6
2026-03-25T22:11:00Z,33.2,Charge 6
2026-03-25T22:12:00Z,33.2,Charge 6
2026-03-25T22:13:00Z,33.2,Charge 6
2026-03-25T22:14:00Z,33.3,Charge 6
2026-03-25T22:15:00Z,33.2,Charge 6
2026-03-25T22:16:00Z,33.3,Charge 6
2026-03-25T22:17:00Z,33.3,Charge 6
2026-03-25T22:18:00Z,33.3,Charge 6
2026-03-25T22:19:00Z,33.0,Charge 6
2026-03-25T22:20:00Z,32.8,Charge 6
2026-03-25T22:21:00Z,32.8,Charge 6
2026-03-25T22:22:00Z,32.6,Charge 6
2026-03-25T22:23:00Z,32.6,Charge 6
2026-03-25T22:24:00Z,32.5,Charge 6
2026-03-25T22:25:00Z,32.5,Charge 6
2026-03-25T22:26:00Z,32.6,Charge 6
2026-03-25T22:28:00Z,32.7,Charge 6
2026-03-25T22:29:00Z,32.6,Charge 6
2026-03-25T22:30:00Z,32.6,Charge 6
2026-03-25T22:31:00Z,32.6,Charge 6
2026-03-25T22:32:00Z,32.6,Charge 6
2026-03-25T22:33:00Z,32.6,Charge 6
2026-03-25T22:34:00Z,32.6,Charge 6
2026-03-25T22:35:00Z,32.6,Charge 6
2026-03-25T22:36:00Z,32.7,Charge 6
2026-03-25T22:37:00Z,32.7,Charge 6
2026-03-25T22:38:00Z,32.7,Charge 6
2026-03-25T22:39:00Z,32.7,Charge 6
2026-03-25T22:40:00Z,32.6,Charge 6
2026-03-25T22:41:00Z,32.7,Charge 6
2026-03-25T22:42:00Z,32.8,Charge 6
2026-03-25T22:43:00Z,33.1,Charge 6
2026-03-25T22:44:00Z,33.4,Charge 6
2026-03-25T22:45:00Z,33.7,Charge 6
2026-03-25T22:46:00Z,34.0,Charge 6
2026-03-25T22:47:00Z,34.3,Charge 6
2026-03-25T22:48:00Z,34.4,Charge 6
2026-03-25T22:49:00Z,34.6,Charge 6
2026-03-25T22:50:00Z,34.7,Charge 6
2026-03-25T22:51:00Z,34.9,Charge 6
2026-03-25T22:52:00Z,34.9,Charge 6
2026-03-25T22:53:00Z,35.0,Charge 6
2026-03-25T22:54:00Z,35.1,Charge 6
2026-03-25T22:55:00Z,35.1,Charge 6
2026-03-25T22:56:00Z,35.1,Charge 6
2026-03-25T22:57:00Z,35.1,Charge 6
2026-03-25T22:58:00Z,35.1,Charge 6
2026-03-25T22:59:00Z,35.1,Charge 6
2026-03-25T23:00:00Z,35.0,Charge 6
2026-03-25T23:01:00Z,34.7,Charge 6
2026-03-25T23:02:00Z,34.6,Charge 6
2026-03-25T23:03:00Z,34.5,Charge 6
2026-03-25T23:04:00Z,34.3,Charge 6
2026-03-25T23:05:00Z,34.3,Charge 6
2026-03-25T23:06:00Z,34.3,Charge 6
2026-03-25T23:07:00Z,34.3,Charge 6
2026-03-25T23:08:00Z,34.2,Charge 6
2026-03-25T23:09:00Z,34.3,Charge 6
2026-03-25T23:10:00Z,34.2,Charge 6
2026-03-25T23:11:00Z,34.2,Charge 6
2026-03-25T23:12:00Z,34.3,Charge 6
2026-03-25T23:14:00Z,34.4,Charge 6
2026-03-25T23:15:00Z,34.4,Charge 6
2026-03-25T23:16:00Z,34.5,Charge 6
2026-03-25T23:17:00Z,34.5,Charge 6
2026-03-25T23:18:00Z,34.5,Charge 6
2026-03-25T23:19:00Z,34.5,Charge 6
2026-03-25T23:20:00Z,34.5,Charge 6
2026-03-25T23:21:00Z,34.5,Charge 6
2026-03-25T23:22:00Z,34.6,Charge 6
2026-03-25T23:23:00Z,34.6,Charge 6
2026-03-25T23:24:00Z,34.5,Charge 6
2026-03-25T23:25:00Z,34.6,Charge 6
2026-03-25T23:26:00Z,34.6,Charge 6
2026-03-25T23:27:00Z,34.6,Charge 6
2026-03-25T23:28:00Z,34.6,Charge 6
2026-03-25T23:29:00Z,34.6,Charge 6
2026-03-25T23:30:00Z,34.6,Charge 6
2026-03-25T23:31:00Z,34.7,Charge 6
2026-03-25T23:32:00Z,34.7,Charge 6
2026-03-25T23:33:00Z,34.7,Charge 6
2026-03-25T23:34:00Z,34.7,Charge 6
2026-03-25T23:35:00Z,34.6,Charge 6
2026-03-25T23:36:00Z,34.3,Charge 6
2026-03-25T23:37:00Z,34.2,Charge 6
2026-03-25T23:38:00Z,34.0,Charge 6
2026-03-25T23:39:00Z,33.9,Charge 6
2026-03-25T23:40:00Z,33.7,Charge 6
2026-03-25T23:41:00Z,33.6,Charge 6
2026-03-25T23:42:00Z,33.6,Charge 6
2026-03-25T23:43:00Z,33.5,Charge 6
2026-03-25T23:44:00Z,33.5,Charge 6
2026-03-25T23:45:00Z,33.4,Charge 6
2026-03-25T23:46:00Z,33.2,Charge 6
2026-03-25T23:47:00Z,33.1,Charge 6
2026-03-25T23:48:00Z,33.0,Charge 6
2026-03-25T23:49:00Z,32.9,Charge 6
2026-03-25T23:50:00Z,32.9,Charge 6
2026-03-25T23:51:00Z,33.0,Charge 6
2026-03-25T23:52:00Z,33.1,Charge 6
2026-03-25T23:53:00Z,33.3,Charge 6
2026-03-25T23:54:00Z,33.5,Charge 6
2026-03-25T23:55:00Z,33.6,Charge 6
2026-03-25T23:56:00Z,33.7,Charge 6
2026-03-25T23:57:00Z,33.8,Charge 6
2026-03-25T23:58:00Z,34.0,Charge 6
2026-03-25T23:59:00Z,34.0,Charge 6
