timestamp,Infrared to Red Signal Ratio
04/09/26 00:43:00,10
04/09/26 00:44:00,0
04/09/26 00:45:00,-15
04/09/26 00:46:02,-1
04/09/26 00:47:02,1
04/09/26 00:48:02,-3
04/09/26 00:49:02,-5
04/09/26 00:50:02,0
04/09/26 00:51:02,-9
04/09/26 00:52:02,-37
04/09/26 00:53:02,1
04/09/26 00:54:02,0
04/09/26 00:55:02,3
04/09/26 00:56:02,19
04/09/26 00:57:02,0
04/09/26 00:58:02,-3
04/09/26 00:59:02,-9
04/09/26 01:00:02,-13
04/09/26 01:01:02,-26
04/09/26 01:02:02,22
04/09/26 01:03:02,-30
04/09/26 01:04:02,0
04/09/26 01:05:02,59
04/09/26 01:06:02,28
04/09/26 01:07:02,-21
04/09/26 01:08:02,6
04/09/26 01:09:02,4
04/09/26 01:10:02,3
04/09/26 01:11:02,19
04/09/26 01:12:02,47
04/09/26 01:13:02,4
04/09/26 01:14:02,12
04/09/26 01:15:02,78
04/09/26 01:16:02,28
04/09/26 01:17:03,15
04/09/26 01:18:03,51
04/09/26 01:19:03,29
04/09/26 01:20:03,-2
04/09/26 01:21:03,39
04/09/26 01:22:03,0
04/09/26 01:23:03,-8
04/09/26 01:24:03,12
04/09/26 01:25:03,54
04/09/26 01:26:03,13
04/09/26 01:27:03,51
04/09/26 01:28:03,75
04/09/26 01:29:03,48
04/09/26 01:30:03,72
04/09/26 01:31:03,9
04/09/26 01:32:03,41
04/09/26 01:33:03,50
04/09/26 01:34:03,0
04/09/26 01:35:03,0
04/09/26 01:36:03,6
04/09/26 01:37:03,0
04/09/26 01:38:03,1
04/09/26 01:39:03,1
04/09/26 01:40:03,53
04/09/26 01:41:03,17
04/09/26 01:42:03,47
04/09/26 01:43:03,-7
04/09/26 01:44:03,-5
04/09/26 01:45:03,4
04/09/26 01:46:03,21
04/09/26 01:47:03,6
04/09/26 01:48:04,16
04/09/26 01:49:04,21
04/09/26 01:50:04,21
04/09/26 01:51:04,37
04/09/26 01:52:04,54
04/09/26 01:53:04,52
04/09/26 01:54:04,51
04/09/26 01:55:04,65
04/09/26 01:56:04,56
04/09/26 01:57:04,46
04/09/26 01:58:04,34
04/09/26 01:59:04,3
04/09/26 02:00:04,13
04/09/26 02:01:04,23
04/09/26 02:02:04,0
04/09/26 02:03:04,38
04/09/26 02:04:04,0
04/09/26 02:05:04,78
04/09/26 02:06:04,7
04/09/26 02:07:04,8
04/09/26 02:08:04,-18
04/09/26 02:09:04,7
04/09/26 02:10:04,0
04/09/26 02:11:04,-3
04/09/26 02:12:04,14
04/09/26 02:13:04,-37
04/09/26 02:14:04,10
04/09/26 02:15:04,-2
04/09/26 02:16:04,-11
04/09/26 02:17:04,0
04/09/26 02:18:04,1
04/09/26 02:19:05,0
04/09/26 02:20:05,49
04/09/26 02:21:05,21
04/09/26 02:22:05,-48
04/09/26 02:23:05,66
04/09/26 02:24:05,-4
04/09/26 02:25:05,7
04/09/26 02:26:05,-39
04/09/26 02:27:05,0
04/09/26 02:28:05,-20
04/09/26 02:29:05,-1
04/09/26 02:30:05,-34
04/09/26 02:31:05,-17
04/09/26 02:32:05,27
04/09/26 02:33:05,1
04/09/26 02:34:05,8
04/09/26 02:35:05,1
04/09/26 02:36:05,21
04/09/26 02:37:05,-1
04/09/26 02:38:05,0
04/09/26 02:39:05,0
04/09/26 02:40:05,-17
04/09/26 02:41:05,1
04/09/26 02:42:05,6
04/09/26 02:43:05,-21
04/09/26 02:44:05,-22
04/09/26 02:45:05,0
04/09/26 02:46:05,6
04/09/26 02:47:05,-4
04/09/26 02:48:05,-52
04/09/26 02:49:05,65
04/09/26 02:50:06,-9
04/09/26 02:51:06,-57
04/09/26 02:52:06,-1
04/09/26 02:53:06,-2
04/09/26 02:54:06,-2
04/09/26 02:55:06,1
04/09/26 02:56:06,-1
04/09/26 02:57:06,0
04/09/26 02:58:06,-3
04/09/26 02:59:06,0
04/09/26 03:00:06,0
04/09/26 03:01:06,0
04/09/26 03:02:06,1
04/09/26 03:03:06,7
04/09/26 03:04:06,0
04/09/26 03:05:06,4
04/09/26 03:06:06,-29
