timestamp,Infrared to Red Signal Ratio
04/03/26 00:00:00,28
04/03/26 00:01:00,6
04/03/26 00:02:00,8
04/03/26 00:03:00,8
04/03/26 00:04:00,0
04/03/26 00:05:00,11
04/03/26 00:06:00,-17
04/03/26 00:07:00,-17
04/03/26 00:08:00,0
04/03/26 00:09:00,-63
04/03/26 00:10:00,-21
04/03/26 00:11:00,0
04/03/26 00:12:57,-13
04/03/26 00:13:57,34
04/03/26 00:14:57,-38
04/03/26 00:15:57,4
04/03/26 00:16:57,0
04/03/26 00:17:57,13
04/03/26 00:18:57,-1
04/03/26 00:19:57,-4
04/03/26 00:20:57,14
04/03/26 00:21:57,-1
04/03/26 00:22:57,-27
04/03/26 00:23:57,-30
04/03/26 00:24:57,0
04/03/26 00:25:57,-29
04/03/26 00:26:57,-3
04/03/26 00:28:02,-38
04/03/26 00:29:02,-46
04/03/26 00:30:02,-45
04/03/26 00:31:02,-24
04/03/26 00:32:02,-52
04/03/26 00:33:02,-45
04/03/26 00:34:02,-25
04/03/26 00:35:02,-72
04/03/26 00:36:02,-39
04/03/26 00:37:02,-14
04/03/26 00:38:02,-36
04/03/26 00:39:02,0
04/03/26 00:40:02,-52
04/03/26 00:41:02,-84
04/03/26 00:42:02,-20
04/03/26 00:43:01,-5
04/03/26 00:44:01,-4
04/03/26 00:45:01,-23
04/03/26 00:46:01,0
04/03/26 00:47:01,-8
04/03/26 00:48:01,-2
04/03/26 00:49:01,0
04/03/26 00:50:01,-3
04/03/26 00:51:01,-42
04/03/26 00:52:01,-30
04/03/26 00:53:01,-1
04/03/26 00:54:01,-25
04/03/26 00:55:01,0
04/03/26 00:56:01,2
04/03/26 00:57:01,-13
04/03/26 00:58:02,-29
04/03/26 00:59:02,-14
04/03/26 01:00:02,-24
04/03/26 01:01:02,0
04/03/26 01:02:02,34
04/03/26 01:03:02,45
04/03/26 01:04:02,2
04/03/26 01:05:02,11
04/03/26 01:06:02,9
04/03/26 01:07:02,0
04/03/26 01:08:02,0
04/03/26 01:09:02,8
04/03/26 01:10:02,39
04/03/26 01:11:02,30
04/03/26 01:12:02,3
04/03/26 01:13:01,-6
04/03/26 01:14:01,16
04/03/26 01:15:01,-24
04/03/26 01:16:01,4
04/03/26 01:17:01,-55
04/03/26 01:18:01,-8
04/03/26 01:19:01,17
04/03/26 01:20:01,-28
04/03/26 01:21:01,-25
04/03/26 01:22:01,2
04/03/26 01:23:01,-18
04/03/26 01:24:01,-21
04/03/26 01:25:01,-34
04/03/26 01:26:01,-13
04/03/26 01:27:01,-3
