timestamp,Infrared to Red Signal Ratio
03/28/26 01:16:00,1
03/28/26 01:17:00,-20
03/28/26 01:18:00,-57
03/28/26 01:19:00,-66
03/28/26 01:20:00,2
03/28/26 01:21:00,2
03/28/26 01:22:00,-1
03/28/26 01:23:00,-1
03/28/26 01:24:00,-52
03/28/26 01:25:01,-3
03/28/26 01:26:01,21
03/28/26 01:27:01,-2
03/28/26 01:28:01,1
03/28/26 01:29:01,-2
03/28/26 01:30:01,0
03/28/26 01:31:01,-1
03/28/26 01:32:01,-4
03/28/26 01:33:01,0
03/28/26 01:34:01,-37
03/28/26 01:35:01,-18
03/28/26 01:36:01,-26
03/28/26 01:37:01,4
03/28/26 01:38:01,0
03/28/26 01:39:01,24
03/28/26 01:40:03,-4
03/28/26 01:41:03,-14
03/28/26 01:42:03,0
03/28/26 01:43:03,0
03/28/26 01:44:03,39
03/28/26 01:45:03,5
03/28/26 01:46:03,11
03/28/26 01:47:03,20
03/28/26 01:48:03,13
03/28/26 01:49:03,8
03/28/26 01:50:03,26
03/28/26 01:51:03,20
03/28/26 01:52:03,0
03/28/26 01:53:03,-1
03/28/26 01:54:03,-35
03/28/26 01:55:05,0
03/28/26 01:56:05,26
03/28/26 01:57:05,0
03/28/26 01:58:05,-2
03/28/26 01:59:05,0
03/28/26 02:00:05,12
03/28/26 02:01:05,4
03/28/26 02:02:05,-1
03/28/26 02:03:05,-1
03/28/26 02:04:05,0
03/28/26 02:05:05,-1
03/28/26 02:06:05,-32
03/28/26 02:07:05,-25
03/28/26 02:08:05,-39
03/28/26 02:09:05,-30
03/28/26 02:10:07,-35
03/28/26 02:11:07,1
03/28/26 02:12:07,-56
03/28/26 02:13:07,-65
03/28/26 02:14:07,-26
03/28/26 02:15:07,-60
03/28/26 02:16:07,-3
03/28/26 02:17:07,-69
03/28/26 02:18:07,-75
03/28/26 02:19:07,-4
03/28/26 02:20:07,-37
03/28/26 02:21:07,-5
03/28/26 02:22:07,-8
03/28/26 02:23:07,0
03/28/26 02:24:07,0
03/28/26 02:25:09,-17
03/28/26 02:26:09,-13
03/28/26 02:27:09,-14
03/28/26 02:28:09,5
03/28/26 02:29:09,-8
03/28/26 02:30:09,-6
03/28/26 02:31:09,21
03/28/26 02:32:09,0
03/28/26 02:33:09,0
03/28/26 02:34:09,-4
03/28/26 02:35:09,-7
03/28/26 02:36:09,0
03/28/26 02:37:09,8
03/28/26 02:38:09,29
03/28/26 02:39:09,21
03/28/26 02:40:10,17
03/28/26 02:41:10,-2
03/28/26 02:42:10,12
03/28/26 02:43:10,-30
03/28/26 02:44:10,0
03/28/26 02:45:10,-1
03/28/26 02:46:10,1
03/28/26 02:47:10,0
03/28/26 02:48:10,0
03/28/26 02:49:10,0
03/28/26 02:50:10,4
03/28/26 02:51:10,0
03/28/26 02:52:10,3
03/28/26 02:53:10,0
03/28/26 02:54:10,0
03/28/26 02:55:10,-8
03/28/26 02:56:10,0
03/28/26 02:57:10,-4
03/28/26 02:58:10,-2
03/28/26 02:59:10,23
03/28/26 03:00:10,-38
03/28/26 03:01:10,17
03/28/26 03:02:10,0
03/28/26 03:03:10,-28
03/28/26 03:04:10,-2
03/28/26 03:05:10,0
03/28/26 03:06:10,0
03/28/26 03:07:10,-69
03/28/26 03:08:10,0
03/28/26 03:09:10,-30
03/28/26 03:10:13,30
03/28/26 03:11:13,-9
03/28/26 03:12:13,-22
03/28/26 03:13:13,0
03/28/26 03:14:13,22
03/28/26 03:15:13,-12
03/28/26 03:16:13,-12
03/28/26 03:17:13,6
03/28/26 03:18:13,0
03/28/26 03:19:13,0
03/28/26 03:20:13,0
03/28/26 03:21:13,-2
03/28/26 03:22:13,-16
03/28/26 03:23:13,-1
03/28/26 03:24:13,0
03/28/26 03:25:13,-34
03/28/26 03:26:15,23
03/28/26 03:27:15,20
03/28/26 03:28:15,-17
03/28/26 03:29:15,2
03/28/26 03:30:15,-21
03/28/26 03:31:15,5
03/28/26 03:32:15,-3
03/28/26 03:33:15,-30
03/28/26 03:34:15,-69
03/28/26 03:35:15,-4
03/28/26 03:36:15,-13
03/28/26 03:37:15,4
03/28/26 03:38:15,29
03/28/26 03:39:15,17
03/28/26 03:40:15,0
03/28/26 03:41:14,-21
03/28/26 03:42:14,-60
03/28/26 03:43:14,1
03/28/26 03:44:14,-2
03/28/26 03:45:14,41
03/28/26 03:46:14,8
03/28/26 03:47:14,13
03/28/26 03:48:14,-24
03/28/26 03:49:14,3
03/28/26 03:50:14,-34
03/28/26 03:51:14,-2
03/28/26 03:52:14,-33
03/28/26 03:53:14,-35
03/28/26 03:54:14,-28
03/28/26 03:55:14,30
03/28/26 03:56:17,0
03/28/26 03:57:17,-39
03/28/26 03:58:17,-34
03/28/26 03:59:17,31
