timestamp,Infrared to Red Signal Ratio
04/12/26 00:35:30,0
04/12/26 00:36:30,-30
04/12/26 00:37:30,0
04/12/26 00:38:30,0
04/12/26 00:39:30,0
04/12/26 00:40:30,-13
04/12/26 01:23:00,-17
04/12/26 01:24:00,18
04/12/26 01:25:00,7
04/12/26 01:26:00,0
04/12/26 01:27:00,34
04/12/26 01:28:00,0
04/12/26 01:40:00,-22
04/12/26 01:41:00,47
04/12/26 01:42:00,1
04/12/26 01:43:00,6
04/12/26 01:44:00,0
04/12/26 01:45:00,0
04/12/26 01:46:00,42
04/12/26 01:47:00,0
04/12/26 01:48:00,23
04/12/26 01:49:00,0
04/12/26 01:50:00,-19
04/12/26 01:51:00,10
04/12/26 01:52:00,11
04/12/26 01:53:00,1
04/12/26 01:54:00,4
04/12/26 01:55:00,9
04/12/26 01:56:00,-6
04/12/26 01:57:00,0
04/12/26 01:58:00,19
04/12/26 01:59:00,0
04/12/26 02:00:00,0
04/12/26 02:01:00,-5
04/12/26 02:02:00,53
04/12/26 02:03:00,-3
04/12/26 02:04:00,13
04/12/26 02:05:01,49
04/12/26 02:06:01,31
04/12/26 02:07:01,4
04/12/26 02:08:01,13
04/12/26 02:09:01,18
04/12/26 02:10:01,25
04/12/26 02:11:01,0
04/12/26 02:12:01,26
04/12/26 02:13:01,17
04/12/26 02:14:01,49
04/12/26 02:15:01,4
04/12/26 02:16:01,21
04/12/26 02:17:01,-9
04/12/26 02:18:01,21
04/12/26 02:19:01,0
04/12/26 02:20:01,-2
04/12/26 02:21:03,0
04/12/26 02:22:03,56
04/12/26 02:23:03,12
04/12/26 02:24:03,13
04/12/26 02:25:03,-2
04/12/26 02:26:03,22
04/12/26 02:27:03,30
04/12/26 02:28:03,-1
04/12/26 02:29:03,-3
04/12/26 02:30:03,-3
04/12/26 02:31:03,-27
04/12/26 02:32:03,0
04/12/26 02:33:03,-53
04/12/26 02:34:03,-30
04/12/26 02:35:03,-17
04/12/26 02:36:05,-4
04/12/26 02:37:05,-57
04/12/26 02:38:05,-28
04/12/26 02:39:05,-19
04/12/26 02:40:05,-66
04/12/26 02:41:05,-34
04/12/26 02:42:05,-37
04/12/26 02:43:05,-52
04/12/26 02:44:05,-2
04/12/26 02:45:05,0
04/12/26 02:46:05,-2
04/12/26 02:47:05,-70
04/12/26 02:48:05,-50
04/12/26 02:49:05,-6
04/12/26 02:50:05,-3
04/12/26 02:51:05,-57
04/12/26 02:52:05,-17
04/12/26 02:53:05,39
04/12/26 02:54:05,0
04/12/26 02:55:05,21
04/12/26 02:56:05,9
04/12/26 02:57:05,-3
04/12/26 02:58:05,-8
04/12/26 02:59:05,9
04/12/26 03:00:05,17
04/12/26 03:01:05,25
04/12/26 03:02:05,-7
04/12/26 03:03:05,0
04/12/26 03:04:05,-17
04/12/26 03:05:05,-22
04/12/26 03:06:06,-19
04/12/26 03:07:06,-9
04/12/26 03:08:06,-4
04/12/26 03:09:06,0
04/12/26 03:10:06,-6
04/12/26 03:11:06,-30
