timestamp,Infrared to Red Signal Ratio
03/31/26 00:00:30,48
03/31/26 00:01:30,21
03/31/26 00:02:30,72
03/31/26 00:03:30,0
03/31/26 00:04:32,51
03/31/26 00:05:32,22
03/31/26 00:06:32,25
03/31/26 00:07:32,26
03/31/26 00:08:32,13
03/31/26 00:09:32,31
03/31/26 00:10:32,60
03/31/26 00:11:32,0
03/31/26 00:12:32,-8
03/31/26 00:13:32,7
03/31/26 00:14:32,52
03/31/26 00:15:32,0
03/31/26 00:16:32,17
03/31/26 00:17:32,16
03/31/26 00:18:32,0
03/31/26 00:19:32,0
03/31/26 00:20:29,1
03/31/26 00:21:29,-20
03/31/26 00:22:29,0
03/31/26 00:23:29,0
03/31/26 00:24:29,0
03/31/26 00:25:29,0
03/31/26 00:26:29,0
03/31/26 00:27:29,-22
03/31/26 00:28:29,2
03/31/26 00:29:29,35
03/31/26 00:30:29,-2
03/31/26 00:31:29,0
03/31/26 00:32:29,-4
03/31/26 00:33:29,58
03/31/26 00:34:29,2
03/31/26 00:35:28,16
03/31/26 00:36:28,1
03/31/26 00:37:28,29
03/31/26 00:38:28,33
03/31/26 00:39:28,0
03/31/26 00:40:28,54
03/31/26 00:41:28,11
03/31/26 00:42:28,0
03/31/26 00:43:28,0
03/31/26 00:44:28,43
03/31/26 00:45:28,1
03/31/26 00:46:28,17
03/31/26 00:47:28,0
03/31/26 00:48:28,4
03/31/26 00:49:28,19
03/31/26 00:50:29,5
03/31/26 00:51:29,35
03/31/26 00:52:29,8
03/31/26 00:53:29,33
03/31/26 00:54:29,30
03/31/26 00:55:29,3
03/31/26 00:56:29,0
03/31/26 00:57:29,20
03/31/26 00:58:29,52
03/31/26 00:59:29,1
03/31/26 01:00:29,15
03/31/26 01:01:29,-2
03/31/26 01:02:29,-54
03/31/26 01:03:29,-3
03/31/26 01:04:29,0
03/31/26 01:05:32,0
03/31/26 01:06:32,0
03/31/26 01:07:32,-4
03/31/26 01:08:32,-1
03/31/26 01:09:32,-6
03/31/26 01:10:32,30
03/31/26 01:11:32,18
03/31/26 01:12:32,27
03/31/26 01:13:32,2
03/31/26 01:14:32,0
03/31/26 01:15:32,43
03/31/26 01:16:32,2
03/31/26 01:17:32,-16
03/31/26 01:18:32,-4
03/31/26 01:19:32,14
03/31/26 01:20:35,-25
03/31/26 01:21:35,5
03/31/26 01:22:35,-46
03/31/26 01:23:35,35
03/31/26 01:24:35,3
03/31/26 01:25:35,11
03/31/26 01:26:35,-52
03/31/26 01:27:35,-4
03/31/26 01:28:35,-25
03/31/26 01:29:35,-82
03/31/26 01:30:35,-60
03/31/26 01:31:35,-5
03/31/26 01:32:35,28
03/31/26 01:33:35,1
03/31/26 01:34:35,0
03/31/26 01:35:34,0
03/31/26 01:36:34,0
03/31/26 01:37:34,12
03/31/26 01:38:34,9
03/31/26 01:39:34,17
03/31/26 01:40:34,0
03/31/26 01:41:34,13
03/31/26 01:42:34,5
03/31/26 01:43:34,-1
03/31/26 01:44:34,17
03/31/26 01:45:34,0
03/31/26 01:46:34,0
03/31/26 01:47:34,-4
03/31/26 01:48:34,0
03/31/26 01:49:34,21
03/31/26 01:50:39,11
03/31/26 01:51:39,9
03/31/26 01:52:39,0
03/31/26 01:53:39,-26
03/31/26 01:54:39,4
03/31/26 01:55:39,3
03/31/26 01:56:39,0
03/31/26 01:57:39,-2
03/31/26 01:58:39,-13
03/31/26 01:59:39,0
03/31/26 02:00:39,0
03/31/26 02:01:39,0
03/31/26 02:02:39,-10
03/31/26 02:03:39,-13
03/31/26 02:04:39,0
03/31/26 02:05:39,0
03/31/26 02:06:40,-10
03/31/26 02:07:40,0
03/31/26 02:08:40,16
03/31/26 02:09:40,-8
03/31/26 02:10:40,4
03/31/26 02:11:40,0
03/31/26 02:12:40,-17
03/31/26 02:13:40,0
03/31/26 02:14:40,-43
