"provider_id","sku","product_description","product_recurrence","start_date","valid_until","user_cancellation_date","trial_period","fatal_renewal_error","grant_bundle"
"apple","fitbit.annual.premium_ft6m_13","Annual Premium Trial with Melroy Offer (New)","ANNUAL","2026-03-25T18:52:38Z","2026-09-25T18:52:38Z",,"true","false","premium-ft6m-13"
