type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2026-03-25T23:33,2026-03-26T07:45,490,33.61693877551021,NaN,NaN,NaN,NaN
IDT,2026-03-26T23:04,2026-03-27T06:57:30,470,33.74,NaN,NaN,NaN,NaN
IDT,2026-03-28T01:10,2026-03-28T08:28:30,438,33.71689497716895,0.0,416.65497716900427,0.06540788599625484,0.9764445113174286
IDT,2026-03-29T01:47,2026-03-29T08:58,371,34.25633423180593,195.8459817351595,436.7371120265452,0.28753136745007646,0.9987497780784546
IDT,2026-03-30T00:54,2026-03-30T07:40,404,33.77623762376238,14.639999999999418,660.1024000000907,0.25027934776990485,1.1039121409179138
IDT,2026-03-30T23:50,2026-03-31T06:36:30,403,33.756079404466504,3.2399999999979627,762.1986540942453,0.2254336832049984,1.1796590161838933
IDT,2026-04-01T02:07,2026-04-01T07:43:30,334,33.968263473053895,70.86947890818738,256.1009671877837,0.21426566234165817,1.1303587225499132
