id;activity;calories;day;distance;end_datetime;intensity;label;source;start_datetime
8d738d33-beb2-46a6-906c-eb141d642be0;yardwork;278.7817687988281;2026-03-08;;2026-03-08T13:28:00.000+02:00;moderate;;confirmed;2026-03-08T12:41:00.000+02:00
8482a449-9dd7-44cb-b938-ba1aaab11aae;yardwork;83.03083801269531;2026-03-08;61.45730033303614;2026-03-08T15:40:00.000+02:00;moderate;;confirmed;2026-03-08T15:25:00.000+02:00
00f2d0c6-9417-4df9-94b3-c7d02ea33851;rowing;185.657470703125;2026-03-09;24.802635069443312;2026-03-09T08:40:00.000+02:00;moderate;;confirmed;2026-03-09T08:05:00.000+02:00
94320db5-da62-49f0-aa3e-6530185ea569;walking;127.90800476074219;2026-03-09;1879.232965062614;2026-03-09T13:09:00.000+02:00;moderate;;confirmed;2026-03-09T12:41:00.000+02:00
1902f9c4-81e7-4453-a1a4-7c32c91b4e21;yardwork;133.88897705078125;2026-03-09;76.3348679131557;2026-03-09T17:23:00.000+02:00;moderate;;confirmed;2026-03-09T16:57:00.000+02:00
5c110b56-a731-4b57-b7c9-0d6110aba7dd;yardwork;76.08447265625;2026-03-10;35.96329866361404;2026-03-10T16:15:00.000+02:00;moderate;;confirmed;2026-03-10T16:04:00.000+02:00
49c15013-2ef5-4f94-a481-34fc3a5cc57d;rowing;139.51512145996094;2026-03-11;48.19656690490536;2026-03-11T07:45:00.000+02:00;moderate;;confirmed;2026-03-11T07:17:00.000+02:00
fcf2a502-a2d4-42e4-bae4-fe0cabc56597;walking;90.05084228515625;2026-03-11;1546.1079884048802;2026-03-11T17:02:00.000+02:00;moderate;;confirmed;2026-03-11T16:38:00.000+02:00
a448f270-c55f-4275-8e58-41f1d9fae261;rowing;146.0079345703125;2026-03-12;13.934265160903253;2026-03-12T08:57:00.000+02:00;moderate;;confirmed;2026-03-12T08:27:00.000+02:00
5f4e32c0-9078-40e6-b21c-d0a659d4c7fd;walking;353.8333740234375;2026-03-17;5790.794490949816;2026-03-17T18:13:00.000+02:00;moderate;;confirmed;2026-03-17T16:14:00.000+02:00
1085ed43-5f7a-4cd5-967f-ba87082c7fa7;houseWork;53.504234313964844;2026-03-18;;2026-03-18T10:38:00.000+02:00;moderate;;confirmed;2026-03-18T10:23:00.000+02:00
84f62db5-4870-4c78-a447-0cc5cef99039;rowing;179.4832000732422;2026-03-19;9.343586089802326;2026-03-19T09:50:00.000+02:00;moderate;;confirmed;2026-03-19T09:16:00.000+02:00
aa1a9256-fe87-4176-a253-a4f20eccc60d;yardwork;470.8358459472656;2026-03-19;157.06185027668852;2026-03-19T13:27:00.000+02:00;moderate;;confirmed;2026-03-19T12:13:00.000+02:00
53d23319-e62f-46ba-83ed-1e5523a63f63;walking;83.59422302246094;2026-03-20;40678.91719313195;2026-03-20T20:27:00.000+01:00;moderate;;confirmed;2026-03-20T20:03:00.000+01:00
5ed11134-ae85-41e5-8c2d-3ab62ae9b507;walking;32.641448974609375;2026-03-20;323.1307813690986;2026-03-20T22:18:00.000+02:00;moderate;;confirmed;2026-03-20T22:05:00.000+02:00
34d6282a-2145-470e-8144-07bb7dafa4ad;rowing;168.5131072998047;2026-03-21;2.506311479933386;2026-03-21T08:47:00.000+02:00;moderate;;confirmed;2026-03-21T08:14:00.000+02:00
b33dba12-2911-40e6-9d6a-62687587e620;walking;94.52169799804688;2026-03-21;1617.950389255648;2026-03-21T12:12:00.000+02:00;moderate;;confirmed;2026-03-21T11:46:00.000+02:00
b308f41e-14e5-4e43-a28b-d9e165dc08d9;walking;161.2374725341797;2026-03-21;3123.5828725036376;2026-03-21T14:05:00.000+02:00;moderate;;confirmed;2026-03-21T13:22:00.000+02:00
57d1a838-2ca0-4dcf-bdf7-3a45bb9fcbf5;walking;167.00506591796875;2026-03-21;3126.0332585478795;2026-03-21T15:06:00.000+02:00;moderate;;confirmed;2026-03-21T14:25:00.000+02:00
27402cce-6313-4cba-8123-7b8d8c161ad1;yardwork;123.0162353515625;2026-03-22;80.60326503571346;2026-03-22T13:19:00.000+02:00;moderate;;confirmed;2026-03-22T12:50:00.000+02:00
b3f21ae8-4b79-491a-946f-5c687a709024;walking;45.128440856933594;2026-03-22;639.8850382446803;2026-03-22T19:13:00.000+02:00;moderate;;confirmed;2026-03-22T19:00:00.000+02:00
8673509e-4f54-421c-ab48-6de64952aefe;rowing;121.17469787597656;2026-03-23;;2026-03-23T09:16:00.000+02:00;moderate;;confirmed;2026-03-23T08:53:00.000+02:00
740a2d21-3392-48ea-917c-f91ff31b1804;yardwork;69.71283721923828;2026-03-23;102.15991105403224;2026-03-23T17:32:00.000+02:00;moderate;;confirmed;2026-03-23T17:19:00.000+02:00
dd31e52d-98c4-4eb5-a7a4-147c709f762b;rowing;79.6983413696289;2026-03-24;;2026-03-24T07:49:00.000+02:00;moderate;;confirmed;2026-03-24T07:32:00.000+02:00
15b5aef0-98fe-4689-9deb-2f58bf906935;yardwork;471.2247314453125;2026-03-24;175.27025703675466;2026-03-24T12:56:00.000+02:00;moderate;;confirmed;2026-03-24T10:58:00.000+02:00
bf241986-1f2d-450f-8623-4a61e23f174e;walking;99.6357650756836;2026-03-25;1759.857490078877;2026-03-25T14:08:00.000+02:00;moderate;;confirmed;2026-03-25T13:38:00.000+02:00
10349255-4fcf-4cb8-952f-dae54b560de9;rowing;105.8134765625;2026-03-26;;2026-03-26T08:36:00.000+02:00;moderate;;confirmed;2026-03-26T08:15:00.000+02:00
77d7f9e4-cc6f-44da-8281-378f14b69632;rowing;154.55555725097656;2026-03-27;26.797376478489554;2026-03-27T07:58:00.000+02:00;moderate;;confirmed;2026-03-27T07:29:00.000+02:00
851cf903-58c6-46ba-95d5-2640809ff848;yardwork;107.56964111328125;2026-03-27;81.20626902554388;2026-03-27T11:22:00.000+02:00;moderate;;confirmed;2026-03-27T11:01:00.000+02:00
788e68ba-c8b8-4ff5-ac1e-514a79182fa3;walking;36.00753402709961;2026-03-27;606.670477901233;2026-03-27T14:11:00.000+02:00;moderate;;confirmed;2026-03-27T13:58:00.000+02:00
7d8c46cd-7df3-46f5-baf3-f5559cfb04ec;yardwork;93.75797271728516;2026-03-27;94.20782411781556;2026-03-27T15:51:00.000+02:00;moderate;;confirmed;2026-03-27T15:34:00.000+02:00
2031967d-7121-4572-80f3-da58ee9e9ce4;yardwork;76.37042999267578;2026-03-27;70.91006672287095;2026-03-27T16:19:00.000+02:00;moderate;;confirmed;2026-03-27T16:07:00.000+02:00
560693fb-c5b0-437b-9034-154a3d2ed9c7;rowing;237.61062622070312;2026-03-28;113.5685771999801;2026-03-28T10:02:00.000+02:00;moderate;;confirmed;2026-03-28T09:11:00.000+02:00
589c2676-3838-4294-b6b5-315e36e67de2;walking;23.260488510131836;2026-03-29;142.91526337107732;2026-03-29T16:10:00.000+03:00;moderate;;confirmed;2026-03-29T16:00:00.000+03:00
b0694db2-a943-46b9-8c75-3db459863ab2;rowing;151.9124755859375;2026-03-30;7.25053956002556;2026-03-30T08:45:00.000+03:00;moderate;;confirmed;2026-03-30T08:15:00.000+03:00
162facfa-79bd-4fc7-a557-d4b41fb190fa;yardwork;88.87737274169922;2026-03-30;56.89731797910835;2026-03-30T16:36:00.000+03:00;moderate;;confirmed;2026-03-30T16:19:00.000+03:00
7ac5d1cc-e3bd-4af2-83c2-9b2f837e2229;walking;26.350831985473633;2026-03-30;142.02787537905627;2026-03-30T17:32:00.000+03:00;moderate;;confirmed;2026-03-30T17:22:00.000+03:00
bec8dfc6-022e-47e4-b5c9-5fbfc1bd2d02;walking;126.51615142822266;2026-03-31;140.44207922921314;2026-03-31T08:13:00.000+03:00;moderate;;confirmed;2026-03-31T07:46:00.000+03:00
3bbf17a2-e5e4-43cd-b93a-6924becaa481;other;111.5507583618164;2026-03-31;60.481834735768516;2026-03-31T08:39:00.000+03:00;moderate;Matto&kuula;confirmed;2026-03-31T08:15:00.000+03:00
89c7f68c-7f0c-434d-98dd-53b8a84c88bc;walking;53.97328567504883;2026-04-01;684.603311599485;2026-04-01T11:47:00.000+03:00;moderate;;confirmed;2026-04-01T11:33:00.000+03:00
eca9ffec-2031-48db-b7b8-208186a9dc3e;yardwork;68.89403533935547;2026-04-01;46.07253231288351;2026-04-01T16:58:00.000+03:00;moderate;;confirmed;2026-04-01T16:46:00.000+03:00
38edb1b0-ab3e-40b8-9888-d60261aec7da;walking;147.3971405029297;2026-04-02;81.04543943186462;2026-04-02T09:29:00.000+03:00;moderate;;confirmed;2026-04-02T09:00:00.000+03:00
3a220669-134b-4772-9acf-1a71587a71b5;rowing;159.75148010253906;2026-04-03;18.380107419822274;2026-04-03T08:31:00.000+03:00;moderate;;confirmed;2026-04-03T08:02:00.000+03:00
56ee691c-3da8-4efd-a8d4-9aa083c98bc1;rowing;62.840667724609375;2026-04-03;10.857475123629255;2026-04-03T08:47:00.000+03:00;moderate;;confirmed;2026-04-03T08:31:00.000+03:00
40f687a8-b912-4719-8f05-643b3354cfdd;yardwork;261.6781921386719;2026-04-03;250.01994642644365;2026-04-03T10:35:00.000+03:00;moderate;;confirmed;2026-04-03T09:45:00.000+03:00
e7d657d3-b800-4dcb-bb2a-9d5ca6961430;walking;36.5751953125;2026-04-03;478.2740351650025;2026-04-03T14:32:00.000+03:00;moderate;;confirmed;2026-04-03T14:22:00.000+03:00
0f4b3714-cf7d-404a-921e-30e677f10bf9;kettlebell;149.8621368408203;2026-04-04;16.29897093712027;2026-04-04T09:29:00.000+03:00;moderate;;confirmed;2026-04-04T08:59:00.000+03:00
6db4330e-9164-422a-9154-3ac66d20326a;walking;38.83610916137695;2026-04-04;568.8378006789544;2026-04-04T13:03:00.000+03:00;moderate;;confirmed;2026-04-04T12:51:00.000+03:00
9d3d84e9-adc7-4b1f-ada9-aaf0f0cef7ef;walking;31.641202926635742;2026-04-05;92.69378055001258;2026-04-05T14:44:00.000+03:00;moderate;;confirmed;2026-04-05T14:33:00.000+03:00
1b5ff8b5-f14e-4059-b8fc-1100defd5000;walking;49.53691864013672;2026-04-06;485.7241358413748;2026-04-06T14:46:00.000+03:00;moderate;;confirmed;2026-04-06T14:28:00.000+03:00
